XFTU	SFTU	SFRC	SFNC	SFRN
Map3k3	Nol9	Apoa1bp	Wfdc16	
Sf3b5	Obfc2b	Tagap1	Atrn	
	Chad	Chmp1a	Orai3	
Dus3l	Pink1	Rbm28	A230046K03Rik	
Xlr4b	Dapk1	0910001L09Rik	Gm15348	
Esd	Msto1	Lztr1	Aoc2	
Lrmp	Fcrl5	Ifi35	1110067D22Rik	
Atp13a2	Cyp2r1	1110004E09Rik	Gls	
Trip6	Mast2	Atxn7l2	Slc1a4	
Pin4	Rhot2	Cd7	Dnajb1	
Gm15292	Snca	Traf2	Rpl3	
Rnf130	Rbm28	Ap4b1	Tceal8	
Hdgf	Ada	Tm6sf1	Mapk3	
Rfk	Mrpl27	Zfp259	Elovl6	
Siah1b	Nus1	Ush1g	Tas2r113	
	Ypel5	Saa1	Mtx2	
Cul4b	2810417H13Rik	Slc38a3	Sp1	
Rpl38	Eif3k	Tubgcp4	Rps16	
1810022C23Rik		Smad5	Cbx5	
Rcbtb2	Tmbim4	Lemd2	Krt9	
	Donson	Phkg2	Ssu72	
Commd4	Srp54c	Cxcr3	Chst10	
Naglu	Rnf215	D11Wsu47e	Arl8b	
Noc4l	Lepr	Numa1	Chi3l3	
Ndufb4	Magoh		Lonp2	
Fbxl2	Cst3	Ssb		
Dtx3l	Sumo1	Rbm17	Znrd1	
Tuba1b	Gspt1	Pbx2	Pgrmc1	
Plscr3	Psen2	Gtf2b	Med21	
Srrm1	Gcsh	Phb	Hmgb1	
Gclc	Dpf2	Aebp2	Epc1	
Ppig	Tmed10	Qk	3200002M19Rik	
Scfd2	Vamp8	Rpl31	Rplp2	
Ndufb10	2610029I01Rik	Mtdh	Ier3ip1	
Rpgrip1	Trp53inp1	Cacna1s	Ptpn11	
	Luc7l	Uba5	Ogfr	
Tlr1	G6pc	Mcoln1	Apoa1bp	
Arl9	Tuba1c	H2afz	Cog4	
Map2k3	Ltbp2	Ech1	Ypel5	
Ppap2a	Abi3	Pstpip1	Tom1	
Recql	Lgmn	Fgf23	Errfi1	
Parp1	Calr	Rcbtb2	Stx11	
Atp2b4	Fkbp1b	Casp2		
Tpm2	Glg1	Spsb3	Tspan17	
Mmaa	Ciao1	Kcnh4	Actl7a	
Gm13375	Rps16	Vps41	2410091C18Rik	
Dazap2	Nfx1	Ndufb4	Tm4sf1	
Bckdha	Ece2	Rfng	Csnk1g2	
Klf13	Tbx22	Mcrs1	Selm	
Spsb3	Orai3	Polr3c	Nr2e1	
Mad2l2	Gm5239	Dmap1	Luc7l3	
Gm12216	Rnf181	Lrrc8b	Rcc2	
	Epn3			
Gp6	Tmem18	Dhx33	Pbx2	
Aggf1	Scgb1a1	Ddx47	Nras	
Becn1	2610301G19Rik	Cpsf1	Zfp707	
Gorasp2	Bckdha	Xlr4b	Ppp2r2d	
Psmd5	Sgta	Scand1	Ddx55	
Mta2	Cdh12	Cib1	Tnnt1	
Dek	Tmem208	Rpl30	Ndel1	
Tle3	Esd	Podnl1	Dpf2	
Rfwd3	Rpl38	Snrpg	Setd7	
Eif4ebp1	6430527G18Rik	Pf4	Nucks1	
Pdxp	Pgrmc1	Ddrgk1	P2rx1	
Ube2q1	Actn1	Prf1	Taf13	
Phka2	Snap25	Atf5	Lilra6	
Serpina11	Rbck1	Vrk1	Cdkn3	
Atp5o	Gm9104	Crocc	Rps18	
Tnfrsf13b	G6pdx	Itgam		
Bcap31	Mtif2	Nr3c1	Itgb5	
Ncdn		Msto1	Adamts16	
Arfip2	Barx2	Pdpk1	Trp63	
Nme1	2610002J02Rik	Tbrg4	Msto1	
Cnih4	Obfc1	Tnp1	Lgals4	
Rps2	Il20rb	Sfxn1	Anxa5	
Itgb2	Idh3g	Hspbp1	Tuba1c	
Acox1	Plekho1	Pnliprp1	Ddx26b	
Limd2	Ccr9	Tsen15	Arpc1a	
Ccnk	Cox6b2	Rhox3h	Txn1	
	Lin37	Slc6a20a	Oxtr	
Arl2	Cd3g	Actr1a	Zscan10	
Atf5	Zdhhc9	Cs	Slc2a3	
4632428N05Rik	Rnaseh2a	Cdc42se1	Zkscan14	
Ghrh	Zbtb46	Map3k11	Cdk5rap3	
Asb6	Rpl7a-ps5		Nol9	
Map2k5	March1	Derl2	4632428N05Rik	
Gm13178	Huwe1	Cryaa	Gosr1	
1110004E09Rik	Sigirr	Tspo	Nrsn1	
Txn1	Kcnc1	Glyr1	Gm684	
Eef1b2	Brf1	Glipr2	Rab15	
Ikbke	Rtkn	Wfdc16	Disc1	
Prdm11	Arl9	Anxa5	Zfp598	
Ube2e3	Lrp6	Gna14	Sdpr	
Hlcs		0610037P05Rik	Nfe2	
Ctdnep1	Chst12	Atf4	Itm2c	
Nploc4	Calm2	Ptplad1	E330020D12Rik	
Hadha	1700069B07Rik	Tmem101	S100a5	
Saa1		Cideb	Isg20l2	
Mast4	Pold4	Tmem18	Lars	
E330020D12Rik	Cpsf3	Tnip1	Psenen	
Acap3	Pinx1	AB124611	Aup1	
Tuba4a	Zfand2b	Eif1ad	Pot1a	
Afmid	Lancl1	Tat		
	Cd151	Racgap1	Eef1b2	
Ciapin1	Esrrb	Prickle1	Mlh1	
Lsm12	Acot8	Sik3	Rngtt	
Cd2ap	Gm15348	Arnt	Ldb1	
Litaf	Fdx1	Man2c1	Pop1	
Rufy2	Lst1	Brf1	Top3a	
Coq6	Tnfrsf25	Ict1	Slu7	
Thoc6	Fgf23	Lyl1	Elk4	
Entpd4	Eif2b2	Crlf3	Ogt	
Adamts14	Gm10229	Arpc1a	Maea	
Crebzf	Ranbp2	Tmem91	Sra1	
Wdfy4	Supt5h	Ap3d1	Sphkap	
Nsmce1	2410006H16Rik	Atp5e	Rbms1	
Sh2d5	Rpl31	Eif2b4	Gstm2	
Gdpd2	Padi1	Ubxn1	Lhx9	
Glg1	Ufm1	Fam102a		
Grk6		Stk33	Gm4838	
Cxcr5	Mrps33	Obfc1	Dbnl	
Rnf141	Taf5l	Nploc4	Birc2	
Hsf4	Psma5	Dtd1	Nme1	
Tnk2	Mrps31	Fam58b	Tgfb1	
Tollip	Ptk2b	Nod1	Ormdl1	
Fosb	Arf4	Hadha	Adck2	
Rnpep	Mcee	Ubash3b	Rbm28	
Ndn	Strn4	Chi3l3	Phf10	
Tsen15	Zfp764	Chchd3	Pink1	
Rab1b	Fmo5	Med29	Cops5	
Fam3c	Trp63	Uba7	Prickle1	
Fuk		Zcrb1	Inpp5d	
Chd2	Pnmt	Dpf2	Klf6	
Trem3	Trmu	2410006H16Rik	Gm14378	
Cops7a	Avpi1	Gm14378		
Dscr3	Rbfa	Sars	Glcci1	
Ly6k	Gls	Ptplad2	Cep192	
Ugcg	Ppp2ca	Rnf148	Armc1	
Pafah1b3	Nr1h2	Pik3cg	Chst15	
	Sh3bp5l	Srsf6	Tsen15	
Tcp11l2	Luc7l3	Scn8a	Mknk2	
Gm5239	Ppil2	Ccdc71	Rps6kb1	
Map3k11	Pex16	G6pdx	Ap3b1	
Por	Ehd4	Tas2r113	Ddx50	
	2310045N01Rik	Plp1		
Hmgb1	Ampd2	Slc25a11	Klhl20	
Dapk1	Josd2	Ndufa7	Paqr7	
Tssk4	Ilkap	A630007B06Rik	Gpr107	
Tcf4	Tmem9b		Psg27	
Bscl2	Vrk1	Rgs10	Olfr859	
Pla2g1b	Acot13	Bcl7b	Csrnp3	
Tecpr1	Slco3a1	Acadvl	4930529M08Rik	
Epc1	Cops5	Ptpn11	Twistnb	
Chi3l3	Phb	Bzw2	Exosc8	
Cnbp	Akt3	Lsm10	Rhobtb2	
Foxred1	Tymp	Dyrk1a	Tlr12	
Klf6	Rfc2	Ppp1cb	Crtap	
Dpf2	Csnk2a1	Nfic	Tab1	
Ppm1m	Gars	Pgk1	Fdx1	
Slc6a6	Cd81	Klf13	Vps41	
Tra2a		Il20rb	Ppp1r2	
Hcfc1	Slc35d1	Snap25	Cd151	
Psma6	Pabpn1	Tpm4	Smad7	
Slc20a1	Cxcr1		Gm5623	
Blnk	Adam12	Anapc1	Ndrg3	
Foxo1	Pkm2	Ywhaz	Zfp944	
Secisbp2	Tmc6	Flad1	Prkar2b	
Prkaa2	Bicd2	Atp6v1e1	Gm4953	
Psmd12	Klf13		Rnmt	
Gm6813	Mcm7	Bad	Rab5b	
Med20		Trp63	H2afz	
Mlf2	Arhgap27	Mast4	Vkorc1	
Myst2	Pgk1	Sec22b	Ppig	
Hps4	Hmox2	Guca2a	Cryzl1	
Ccnl2	Efna4	Copb1	Dpt	
Ero1lb	Sec13	Rpa3	Tmem63a	
Sh3d19	Lztr1	Htatsf1	Cox6a1	
	Izumo4	Man2a1	Tcea1	
Ctps	Klk8	Cntn6	Dctpp1	
Slc43a2	Copb1	Pin1	Phf23	
Exosc9	Aggf1	Sgta		
Srsf6	Cs	Gng10	Pcgf5	
Tmem120a	Hspbp1	Nrxn2	Bad	
Zfp946	Smad5	Sri	Mtfmt	
Fbxo33	1110004E09Rik	Capns1	Rfc5	
Tmem192	Tfam	Ndrg3	6430527G18Rik	
4931429I11Rik	Polr2d	Arhgap27	Ubash3b	
Pigu	Lrrc8a		AB124611	
Rfc2	Relb	Prr14	Zfp277	
Btg2	Nfkbib	Brd7	Fkbp1b	
Ndufv2		Psma5	Fgfr1op2	
Fkbp8	Hadha	Psma7	Gm22	
Tti1	Ppan	Rftn1	Polr3c	
Fam102a		Prkar2b	Ube2v1	
Gm12298	Lair1	Fxn	Ddrgk1	
Ube3b	Sort1	Capza2	Cd99l2	
Rpl13	Itgb2	Pde6g	BC048644	
Bai2	Ccdc28b	Eif2b2	Mbd3	
Ddx17	Ostf1	Rbx1	Ndufb9	
Rpl31	Rhbdl1	Cycs	Sorl1	
Ssbp1	Rps6	Thra	Rabgef1	
Rpl17	2700078K21Rik	Krtcap3	Acadsb	
Lims2	Crlf3	Fem1a	Prcc	
Peli1	Blcap	Sidt1	Pdp2	
Pcnp	Pf4	2610019F03Rik	Sema4d	
Adck4	Iqce	Psmd7	Pemt	
Ebp	Scap	Mpa2l	Calr	
Sub1	Haghl	Ampd2	Pacs2	
Tspyl2	Tat	2210013O21Rik	Amotl2	
Dnajc19	Map2k5	Tmem63a	Cuedc1	
Shfm1	Sidt1	Supt5h	Rbx1	
Srsf9	Prss51	Mogs	Zeb1	
Manf	Sympk	Rps24-ps2	Med4	
Scg5	Mtx1	Dgcr14	Taf5l	
Actl7a	Xlr4b		Gm6030	
Gas5	Fuk	Sod1	Osbpl11	
	Cdk5rap3	Actr5	Actn4	
Pik3r2	Uqcr11	Pdxk	Nrsn2	
Sumo1	Scaf8	Tfam	Sec22b	
Kdm1a	Psmb8	Rbmx	5033414D02Rik	
Crcp	Cxcr6	Psd	Fyn	
	Slc12a7	2610029I01Rik	Cenph	
Rasal3	Eif4ebp1	Mif4gd	Wnt3a	
Pgk2	Psmg1	Gtpbp10	Cttnbp2nl	
BC028528	Vps52	6430548M08Rik	Nup54	
Cars	Mlh1	Cyba	Dok1	
Gm2382	Rnf6	Chd7	Pip5kl1	
Fgd2	Ckap5	Hsd17b10	Exosc9	
Polr2c	Psma7	Cnot6	Ndufa11	
Acrbp		Hlcs	Vcl	
Snrpc	Ctsd	Sigirr	2210013O21Rik	
Magoh	Numa1	Gyg	Tmbim4	
Denr	Grhl3		Lima1	
Rpl36	Sdcbp	Cd3d	Litaf	
Xrcc6	Rspry1	Pin4	Tecr	
BC005537	Enox2	Sh3bp5l	Pygb	
Capza1	Dub2a	Ndufv3	Cxcr3	
AI462493	Slc35b1	2900010J23Rik	Sall2	
Wdr78	Map2k1	Prkrip1	Lrrc31	
Dctn3	Prmt5	Psmg1	Slc38a3	
Tmem127	Ogfr	Capn3	Gsk3b	
Cdc42ep4	Ap1s1	Ilkap	Traf2	
Ahsa1	Rnf166	Ndufa1	Dap	
Mlx	Mrps24	Clec2i	Maged2	
Ppp2r5d	Wrb	Mgmt	Glg1	
Ripk3	Polr3k	Gtf2f1	Ddx47	
Rfwd2		Rps26	Negr1	
Asxl2	Acbd4	Adrb1		
Sep15	Gsk3b	Cdh26	Tpm4	
	Zap70	Ndufb10	Spg7	
Elmod3	Nos3	Rnf166	Usp25	
Pink1	Tesc	4833422C13Rik		
Krtap4-8	Stx7	Hars	Lrrtm1	
	Bdkrb1	Scgb1a1	Rbm17	
Pgap2	Cox6a1	Gabarapl1	Cyb5r3	
Card11	Cars	Rabac1	Eif2b1	
Clasrp	Polr3h	Cd2ap	Ptk2b	
Ppp2r2d	Fbxl14	Bmyc	Rbbp8	
Kif19a	Tcp11l2	Smg5	Tcf7	
Bcat2	Rer1	Rnf115	Dpysl4	
Arl8b	Elovl6	Tes	Tmem107	
R3hcc1	Adck5	Arf4	Uckl1	
Dpm3	Ormdl1	Rtkn	Ptplad2	
Ikzf1	Maged2	Qars	Ifi35	
Layn	Smap2	Josd2	Rnf19a	
Fbxl3	Suox	Slco3a1	Atg4d	
Trpc4ap	Psme1	Sox4	Shmt2	
2310079G19Rik	Pstpip1	Zfp764	Mfhas1	
Esrrb	Tmem222	Eif3e	Ndrg2	
Safb2	Ttc12	Akr1b10	Map3k8	
Crtap	Tgtp2	Atp13a1	1500012F01Rik	
Grsf1	Eme1	Hdgfrp2	Tor1aip1	
Bmyc	Klhl20	Ebp	Iigp1	
Kdm6b	Gstt1	Ccdc57	Carm1	
Foxm1	Cd5	March1	Rhof	
	Mbd3	Gp6	Mdh2	
Apoa5		U2af1	Zwint	
Gm10094	Ets1	Coq6	Tle2	
Hmg20b	Papolg	Cenpq	2600006K01Rik	
Anapc13	Cln5	Jmjd6		
Klf7	2400003C14Rik	Calr	Cdk8	
0610009D07Rik	Plekha1	Daxx		
Egln2		Naa35	Eml2	
Kcnd3	Rplp2	Eif4g2	Sumo1	
	Gm9970	Luzp1	Gm5771	
	Ddx26b	Epn3	Tbx22	
Poll	Orc6	Cdc27	Fbxw4	
Pold1	Fam102a	Dub2a	Tceal6	
S100a11	Ssr1		Lyz2	
Ifih1	Slc9a3r1	Ccdc109a	Ntrk3	
2310015B20Rik	Slc3a2	Recql	Rsu1	
Vrk1		Dtx3l	Upp1	
En1	Usp3	Mlst8	Sema3e	
Slc12a7	2200002D01Rik		Isx	
Srsf13b	Bckdk	Ywhaq	Akt3	
Stk11ip	Prkca	Limd2	Slc6a6	
Leprot	D8Ertd738e	Pcnt	Adrbk1	
Hmgcl	Tmem11	Egln2	Slc12a7	
Mcrs1	Syt5	Klhdc3	Cdc26	
Gnl2	Atp5l	Barx2	Mcoln1	
Sh2b2	Vapb		Taf10	
Lctl	Nfe2	Plekho1	Cnp	
Triobp	Tm6sf1	Alkbh6		
Eif3e	Acap3	B4galt3	Ndufa4	
Psma5	Ctrb1	Klhl20	Pno1	
Ak3	Rsu1	Pan3	Lair1	
Acbd4	Flii	Lgmn	Trim24	
Usp5	Podnl1	Cox7a1		
Cdk9	Traf7	Ptchd1	2610019F03Rik	
Bend5	Slc2a3	Rps15a	Izumo4	
Rnf138	Tmem54		4930562F07Rik	
Spice1	Slc38a3	Kdelr1	C030046I01Rik	
Mxra7	Pcnt	Luc7l3	Bax	
Plcg2	Usp36	2400003C14Rik	Grhl1	
Pla2g10	Guca2a	Gapdh	Mtx1	
Atp5j2	Scand1	Kars	Pgm5	
Plrg1	Taf13	Glyctk	Aph1a	
Rbbp8	1810030N24Rik	Cd4	Tmem91	
Adprhl2	Gstm1	Cd3g	Srr	
Znfx1	Zkscan14	Hspa9	Tnfrsf25	
Zfp358	Mdm2	Mat2b	Gm11346	
Smad5	Dynlrb1		Gpx4	
Nucks1	Ubash3b	Fbxo41		
Acly	Ercc1	Foxk1	Pdlim4	
Dapl1	Ybx1	Gm9970	Dio2	
Srpk2	Cd3d	Spns1	Smad5	
Bnip3	Bmyc	Dhcr24	Socs7	
Mmgt1	Psmc4	Zmynd8	Papd5	
Sdha	Nme3	Huwe1	Haus1	
Prpf6	Nup54		Rpl30	
Rnf126	Leprot	Elof1	Rnaseh2a	
Ccdc28b	Surf2	Kcnk4	Rbm46	
Cxxc1	Prr14	Tomm5	0610037P05Rik	
Rnf6	Rnf115	Trcg1	0910001L09Rik	
Gm4838	Mif4gd	A130040M12Rik	Cdc14b	
Shf	Exosc10	Ltc4s	Pcbp3	
Fth1	Snrpg	Naaa	Gm10229	
Nsa2	Casp2	Stard9	Pnck	
Cdc37l1	Ntan1	BC029214	Dnajb5	
Sdccag1	Thap3	Gm5069	Hyal2	
Abca7	Trcg1	Osbpl7	Klhdc4	
Rpl34	Dicer1	Gimap9	Znfx1	
Gimap6	Mfhas1	Rnf130	Usp36	
Gabarapl1	Dbp	Grhl3	Srp9	
Ogfr	Bnip3	Ptp4a1	Ly6k	
Zcchc11	Kin	Calm1	Rpl10	
Wbscr25	Elk4	Polr2g	Ubox5	
S100a10	Acaa2	Chchd7	Pigr	
Zfp281	Apc2	Tmem11	Cnst	
Mpp5	U2af1	Nme3	Slmap	
Polr3c	Ubl5	Tnnt1	Pip4k2c	
Prkar2b	Rps15a	Hdgf	Fmo5	
Iigp1	Rfwd3	Dph2	Gm9104	
		Zer1	Trmu	
Nog	Prcc	Samd14	Rnaseh2c	
Nsun2	Nr3c1	Lrrc8a	Jkamp	
Il10ra	Cntn6	3110003A17Rik	Pex16	
A530058N18Rik	Nkx2-2	Rps6	Dapl1	
Nsd1	Itga6	Lair1	2310007L24Rik	
Ythdc1	Itk	D10Jhu81e	Fasl	
Atp1b1	Slc22a13	Ndufa9	A830007P12Rik	
H2-Ke6	9430023L20Rik	Lancl1	Pcnxl3	
Ubxn4	Aig1	Slc22a13	Arrdc1	
Ncf4	Btg2	Relb	Slc35d1	
Nus1	Pmpcb	Map2k1	Il17d	
Clpb	Ccdc57	Aarsd1	Nod1	
	Rbmx	Pkm2	Arf6	
Muted	Fyn		Rnf43	
Mrpl47	Peli1	Hps4	Rpl21-ps5	
Rbx1	Prpmp5	Layn	Med12	
Wdfy1	Lims2	Helb	Tmc6	
Polm	Prkar2b	Mocs2	BC029722	
Ptpn12	Rps26	Rer1	Srsf6	
Gm6981	Hcfc1	Smarcc1	Gpr172b	
Twistnb	Vcl	Ssr3	Gcsh	
Znrd1	Klhdc4	2700094K13Rik	Nog	
Mtif2	Rpl15	Map2k3	Gpr56	
Foxj3	Hes6	Tomm7	Trip6	
Akr1b3	Tsc22d3	Gxylt2	Slc41a3	
Ddx26b	Banf1	Ppm1h	Ssb	
Hnrnpul1	Tnip1	Pdzk1	Ehd4	
Prkrip1	Rnasek	Peli1	Nlrp14	
Atp13a1		Rab7	Rbck1	
	Htatsf1	Rpl12	Rraga	
Sdcbp	Sdha	Cd151	Pigu	
Cideb	Nutf2	Sdhd	Sox2	
Cpe	Gas5	Gm4838	Sohlh1	
Tomm6	Rtn3	Psmb8	2810417H13Rik	
Rassf2	Tmem91	Glg1	Pbrm1	
Col6a2	Prkcq	Aagab	Tnfrsf4	
Hgs	Dcaf17	Cst3	Psmc3	
Sdf4	Paqr7	Set	Cdc42se2	
Copb1	Rnf128	Cln5	Plcl2	
Kdelr1	Tor1aip1	2810453I06Rik	Cenpq	
Cdk19	Ech1	Rbm25	Itgam	
4930449I24Rik	Gtpbp10	Aida	Tfpi2	
Cplx2	Rps11	Rplp2	Sidt1	
Tbc1d1	Tmem167b	Bcar3	Gdi1	
Urm1	Hectd3		Surf2	
Dhx33	Fnbp1	Rps6ka1	Diras2	
Acadvl	Asxl2	Fam195b	Ufm1	
Pabpn1	Ncaph2	Atp9a	Lbx1	
Fgfrl1	Chmp2a	Rpl22	Wsb2	
Sdf2	Asph	Trmu	Csgalnact2	
Pnck	Bcorl1	Supt6h	Nlgn3	
Hnrnph2	Nod1	Def8	Chad	
Gm5921	Tbcc	Haghl	Akr1b10	
Exosc8	Zbtb22	Hist1h2ba	Palld	
Gm4883	C130026I21Rik	Bud31	Atp5o	
Vmn1r172	4930529M08Rik	Tor1a	Lyl1	
Ptges	Rhog	Pldn	Ndufv2	
Gm14446	Ndn	Letmd1	Ric8	
Dlgap3	Ass1	Snapc4	Vmn1r59	
Bola3	Rab9	Ptrf	Cldn9	
	Map4k2	Lta4h	Sema4g	
Hspb6	Rfng	Srrm1	Ankra2	
Cenpq	Foxk1	Map2k5	Gsr	
Slc9a3r1	Bzw2	Sub1	Plekhm1	
Sbk1	Tgfb1	Tbx22	Camk1g	
		Lix1l	AB041803	
Vps11	Uqcr10	Ankrd13a	Col9a3	
Ict1	Sec22b	Tmem54	Pax4	
Itgax	Slu7	Fastk	Arhgap39	
	Kdm1a	Surf2	Gspt1	
Ttc12	Tal1	Sco1	Tmbim1	
	Taf10	Gng11	Ptp4a1	
Gm12942	Mrpl38	Sdpr	Tagap1	
Upk1a	Idua	Actn4	Fam50a	
BC003266	Mctp1	Dapl1	Maf1	
Mrpl18	Rab7	Plek	Rasa4	
Lrrc61	Lat	Usp5		
March1	Nde1	Gm4883	Fth1	
Ryk		Wfdc3	Xylt1	
Tmed8	Fbl	Max	Lrrc14	
Cib1	Prdx3	Idua	Tcl1b1	
Sdhb	Amotl1	Comtd1	Xrcc4	
Gipc1	Rasal3	Cd79a		
Izumo4	Mkrn1	Ctu2		
C130026I21Rik		Gtpbp2	Ccdc90a	
	Park7	Rps11	Fcrl5	
Gm71	B4galt3	Fbxl3	5830403L16Rik	
Pqbp1	Pldn	Lzts1	Tbr1	
Gm4825	Gtf2f1	Stx4a	Ppm1g	
Fhl1	Bop1		Tsr1	
Vps52	Dolk	0610007P14Rik	Hnrnpa0	
Pbxip1	Tecr	Rnf181	S100a10	
Dcdc2b	Scyl1	Tmem179	Layn	
Foxk1	Cd6		Igf2as	
Napa	Parm1	Smn1	Obsl1	
Cd5	Klhdc3	Scap	Ptgs1	
Slc38a1	Ubox5	Nfe2	Alkbh6	
2410127L17Rik	Ddrgk1	Tsga8	Ror2	
Hdgfrp2	Bnip3l		Sars	
Scand1		Ndufs7	Clk2	
Anapc4	Mad2l2	Polr2i		
Edf1	Slc25a11	Ddx3x	Kdm5b	
Cdkn2d	Zfp277	Rnf126	Ckap5	
Glyr1	Spast	Lnpep	Flii	
A130040M12Rik	Ndufb10	Nxf1	Orc6	
Prdx5	Tkt	Ddx17	Crisp4	
	Nacc1	Sirt2		
Haus3	Pdlim7	Atic	Zfp259	
Nfkb2	Scg5	Ctdnep1	Phb	
Rhbdl1	Hook3	Zap70	Cpsf2	
	Elmo3	Atp6v0b	Rcn1	
Prss51	Samd1	Anapc4	Cfc1	
Trcg1		Tbl1xr1	Mat2a	
Slc10a1	Prkrir		2310035K24Rik	
Ccna1	Plp1	Psme2	Elovl7	
Kcnj14	Tcf7	Tbxa2r	Rs1	
Rhox3h	Ptplad1	Exoc5	Xrcc6	
Jak1	Cyc1	Fkbp1b	Scaf8	
Slc22a13	Lnpep	Eomes	Etf1	
Arnt	Pdp2	Rexo4	1810074P20Rik	
Amotl1	Vav1	Litaf	Cdh11	
Rab9	Gng10	Dusp6	Sgta	
Fgd3	Atic	Dapk1	Tbxas1	
Pdpk1	Eif1ad	Zfp281	Fkbp15	
Fam132a	Cd2ap	Snx12	Tmem123	
Cpt1a	Ict1	Lin37	Bop1	
	Spop	Isg20l2	Krtap5-5	
A430110N23Rik		Ufm1	Ina	
Dmap1	Cyp2b10	Churc1	Tmprss3	
Car15	Jak1	Zeb1	Ahcyl2	
Dbp	Isg20l2		Ppp2cb	
Taok1	Eif2b4	Iqce	Gabarapl2	
		Lepr	Pfdn2	
Sav1		Lpgat1	Ppp1r3f	
Cd6	Ndufa11	Narfl		
Prm2	Ube2l3		Fuk	
Nt5m	Cops3	Otub1	Pik3cg	
Csrnp1	S100a10	Fbxw4	Fdxr	
Cd47	Myeov2	Ecsit		
Psmc3	1700021C14Rik	Zbtb43	Trim41	
Snx8	Card11	Gm8580	Kars	
Golga5	Tagap1	Npb	Slco3a1	
2610029I01Rik	Cd4	Grsf1	Nuak2	
Ddx55	Atp13a1	Lsm7	Crlf3	
Cox7b	P2rx1	Tsen54	Lrrc8a	
Fis1	Ywhah	Chkb	Rfc4	
Ms4a6b	Ninj1	Gpr56	Polb	
	Crtap	Ndufs3	Cox7a1	
Usp25	Slc38a2	Cd6	Plp1	
	Slc41a3	Ak8	Mt3	
Rhot2	Arhgdia	Mrpl38	Ndufa12	
B4galt3	Gnl2	1700025E21Rik	Phf20	
Fcf1	AK129341	Usp16	Cel	
Ccm2	Gm11961	Bid	Arr3	
Rasgrp4	Irf5	Bop1	Traf3ip3	
	Tbc1d17	1300018I17Rik	Pmm2	
4933424B01Rik	Pan3	Hmgb1	Klk1b21	
Caly	Bgn	Tle3	Slc19a1	
Usp54	Mrpl12	Slc2a3	Tcp11l2	
Carhsp1	Inpp5b	Abhd11	Mrpl38	
Ddost	Tti1	Abcb9	Celsr1	
Psmd11	Gm6404	Hint3	Nudt9	
Snx5	Daxx	Ttc13	Rit1	
Csrnp3		Park7	2900010J23Rik	
Fbxl14	Smad4	Mgst2	Ttll11	
Map4k1	Srsf12		Thap3	
Tagln2	Tfip11	Mast2	Tas1r3	
Pla2g2e	Cdc26	2310002L13Rik	Cttn	
Blmh	Xrcc6	Psmb10	Tgfb1i1	
Tpt1	Becn1	Pvalb	Uqcr10	
Man2a1	Phb2	Setd8	Cnot6	
	Mnt	Ctcf	Rgs19	
Hs3st6	Psmb1	Ap1s1		
Tmem129	Fastk	Abtb2	Sla2	
Ing4	Rfc4	Get4	Pak1ip1	
Ramp1	Adck2	Dap3	Rnasek	
Josd1	Npb	Gm12216	Cntn6	
Gck	Ube2o	Pmm2	Mmp28	
Sirt6	Man2a1	Ccs		
Csnk2b	Thra	Taf5l	Eif2c3	
Trnt1	2400001E08Rik	Armc1	Mpp5	
H2afj	Fam160b1	Bnip2		
Thy1	Cyba	Nr2c2ap	Fas	
Psmc2	Zfp707	Catsper2	Mcmbp	
Ube2d2	Amd2	Ccdc90a	Prkca	
2900092E17Rik	Rhobtb2	Prpmp5	Gm6404	
Abcc5		Vmn2r4	Asxl2	
Ube2m	Cideb	Acap3	Lass4	
Ccdc123	Zeb1	Ddx24	Prdx6	
Tmem210	Tmsb10	Ncl	Ampd1	
Il1f5	Clasrp	D8Ertd738e	Aebp2	
Apip	Elmod3	Psmb1	Nupr1	
Il2rg	Ndufb4	5730494M16Rik	Stx7	
Dazap1	Cdc42	Zfp330	Dazap2	
Ankrd61	Sri	Dda1	Akap8	
Smarce1	Arfip2	Rnf212	Colec10	
Papd4	Niacr1	Psme1	Rbm15b	
Fkbp15	Eno3	Gm6498	Snrpg	
Tmem123	Gm12216	Ormdl1		
Mrpl51	Rfc5	Polr2b	Comt	
Camk2g	Grsf1	Chst15	Clec2d	
Lsm7	Ap4b1	Slc1a5	Fndc3c1	
Tmem9b	Dcaf12l2	Dusp16	Tesc	
Slc6a4	Uba52	Pdlim4	Eif1	
Pfn1	Fxc1	Gas5	Kcnk6	
Ppp4r2	Nodal	Srsf9	Triml1	
Ubl3	Aaas	Gm11961	Gm12298	
Msto1	Kifc3	Zfp445	Clpb	
	4930568D16Rik	Manbal	Fam40b	
Phf2	Psmd10	Ufc1	Ilkap	
2610002J02Rik	Parvb	Sgms1	Gsdmc3	
Prkaca	1110067D22Rik	Gm10094		
Bcl11b	Bcar3	Gm6404	Tmem115	
Bcl6	Pde4c	Tubb2a	Ankrd13a	
9230105E10Rik	Opa3	D930014E17Rik	Tgtp2	
Sec11c	Ak8	Plekha1	Rpl36a	
Ambra1	Cpsf1	Snrnp200	Atg12	
1700021C14Rik	Set	Git2	Parl	
Zfp956	Rhox3h	Ndrg2	Tspyl2	
Ppp1r2	C330007P06Rik	Psmc4	Htr3b	
Asnsd1	Phf21a	St8sia4	Numa1	
Hcn4	Zfp329	AI413582	Myoz1	
	1810074P20Rik	Hmox2	Gm4883	
