XFTU	SFTU	SFRC	SFNC	SFRN
Abhd12b	Myl9	Gm5635		
Rad18	Acsl5	Dcdc2b		
Pif1	Tor1a			
Hnrnpa3	Kpna2	Sesn1		
	Gp1bb	Wdfy4		
Uvrag		Pdgfa		
Fbxo5	Lef1	Eif1		
Apbb3	Rps10	Maf1		
Insig2	Lrrc27	Dennd5a		
Prkcb	Tbc1d1	Dtx4		
1810032O08Rik	Ints1	Taf10		
	Zfp445	Tm4sf1		
Efs	Umps	Vamp1		
Eme2	Eif3d	Mkln1		
Thap3	Ppp6r1	Mfap1a		
	Yipf5	Phyh		
		Plbd1		
Accs	Rnf212	Slmo2		
Ak2	Zranb3	Elk4		
Gucy2e	Ldb1	6430527G18Rik		
Tmem59l	Gnb1	Mrpl41		
Nppa		Fam3c		
Oasl2	Haus4	Vdac2		
Spop	Sult2a6	Maged2		
Igsf5	Rbm11	2500003M10Rik		
Hspd1	Hmg20b	Fhl1		
Plekhg2	Traf3ip2	1810074P20Rik		
Nup210	Btg1	Rpl26		
Map3k1	Atp5c1	Psmd5		
Nhlrc4	Ecm1	Ptk2b		
Ezh1	Glt8d1	Slx4		
	Top3a	Ifngr1		
Rpl21-ps5	Mrpl41	Zmym1		
Dlgap4	C1qbp	Csnk1a1		
Tcf25	Golga5	Il27ra		
Cbx3	Zfp259	Bclaf1		
Npw	Nsmce1	Rab14		
Hesx1	Ripk3	Rpsa		
Tas2r140	Akr1b10	Tnk2		
Gabarap	Pygm	Ube2l3		
Anxa5	Tcea1	Psmd10		
Psmb5	Abhd12b	Scml4		
Fam96a	Ifih1	Nes		
Ccdc60	Bap1	Rpl7a		
Zeb1	A230046K03Rik	Fyn		
Ndufs8	Egln1			
Gm1604b	Slc39a7	Rpl21-ps5		
	Csn1s2b	Cops3		
Itgam	D430042O09Rik	Bnip3l		
Cd38	Haus3	Scaf8		
2900073G15Rik	Tspan32	Prpf3		
Nlrp6	Ssr4			
Setd7	Fgd3	Ostc		
Hkdc1	Sik3	Tufm		
Clk1	Rpl31	Atp2b4		
Zfp764	C4b	Msn		
Xpo1	Gps1	Wbp7		
Ubl5	Gpx2	Ptpn2		
Qsox1		Cct4		
Dfna5	Ccdc123	Mtap1b		
Pts	Mapk1	Fgf13		
Pstk	Fam73b	Rab9		
Napsa	Cox8a	Dcps		
Niacr1	Hmgcl			
Adnp	Smyd2	Vamp8		
Mettl1	Traf4	Ogfr		
Ccdc109a	2410003K15Rik	Irf5		
Nsmaf	Gm5577	Mto1		
Myo1e	Lpgat1			
Scn4a	Ap3m1	Acp6		
Retn	Itpa	Ifnb1		
Apba2	Hist1h4m	Srpk2		
Ear11	Mlf2	Ddx56		
	Zfpl1	Cxxc1		
Clec4d	Tmem173	Cyp2w1		
Hsd17b4	Lpp	Eif3k		
Usp48	Surf1	Il7r		
Mapk12	Cdk4	Yipf5		
Apobec1	Agpat2	Hsd17b11		
Kctd6	Tubb4	Trip6		
Ptplb	Sfswap	Snap23		
AU021034	Rpl29	Usp36		
Arhgef15	Tspyl2	Sec11a		
Rnf122	Setd5	Bai2		
Icos	Afmid	Vmn1r124		
Rps16	Incenp	Arhgef3		
Tmem150a	Mtx2	Dnajc9		
Crlf3	Psmb6	Clu		
	Gtf2b	Rad9		
Parp10	Wdyhv1	Haus3		
Tmem59	Xrcc5			
Psmd6	Pot1a	1300001I01Rik		
Atl1	Polr1a	Lamp3		
Ralbp1	Mapk11	Atp5c1		
Mcmbp	Mlx	Ak2		
Fgf17	Galntl6	Phlda3		
Pgap3	Pik3r5	Gm15348		
Traf2	Nras	Zfp187		
Ran	Eif4ebp3			
Elf5	Pusl1	Sp110		
Smad4	Eif1	Slc16a5		
Apln	Pgam1	Tprkb		
Cbx5	Psmc1	Lrrc19		
Whsc1l1	Fam69c	Mfsd6		
Yipf4	Chst10	Tesk1		
Srl	Rps27l			
Vrk2	Sco1	Aco2		
Fkbp1b	Pex26	Itgb7		
Ssna1	Flcn	Mbtps1		
Park7	Ascl3	2310045N01Rik		
	Rpl12	Rtn3		
4833439L19Rik	D030016E14Rik	Mapk12		
Mtf1	H3f3b	Prdx6		
Setd5	Atp6v0a1	Aimp2		
Adck2		Hdac7		
Ndrg3	G2e3	Vcam1		
Tas2r113	Rnf38	Pgam1		
Tjp1	Rbbp4	Irf1		
Rpl15	Tuba4a	Vars		
Gopc	5430416O09Rik	Atr		
Gdap2	Vps54	S100a10		
Sohlh1	Zfp330	Cuedc1		
Lgals1	Ube2d2	Nus1		
Synj1	Mid1ip1	Psma1		
Igsf8	Ano8	Trib2		
Stab2	Arhgef3	9930111J21Rik1		
Sms	Ssna1	Pdcd4		
Cxcr4	4732414G09Rik	Gls		
	Adap1	Was		
Catsper4	F2r	Gng2		
Gpr107	Nfkbia	Rps15a		
Mylk	E2f5	Chgb		
Pnpla3	Senp7	Lars2		
Grb2	Ppic	Crtap		
Rbbp4	Mtap1s	Orai3		
Hectd1	Ticam1	Pigv		
Ctps2	Adcy6	Sec16a		
Csn1s2b	Casd1	Cox6a2		
Rab25	Rbm25	Usp17l5		
Irx5	AI413582	COX3		
Rs1	Cd276			
B3gnt5	Vcam1	Xab2		
Tmem173	Golga3	Rpl37a		
Mical1	Shc2	Lmx1a		
Cuedc1	B3gnt2	F2r		
Gmps	Zfp108			
Dgat1	Zfp281	Tcf7		
Slc3a2	Ccnl2	Kcnc1		
Bcl11a	Drap1	Ptprcap		
Thoc7	Rnf34	Dse		
Asgr2	Gm9790	Rpl29		
Gm5595		Mgrn1		
Yes1	Glrx3	Ppid		
Gnb1	Celsr1	Rpl29		
Ptpn1	Sav1	Ccm2		
Zfp523	Slc30a5	Mctp1		
Mllt6	Gm4883			
Stoml2	Plekhg5	Slc35d1		
Dyrk4	Gucy2c	Dctn4		
Itga2b	Cd8b1	Tal1		
Stat5b	Rdh5	Polr2j		
Phgdh	Rab21	Mical1		
H3f3b	Snd1			
Hddc3	Csnk1d	Pde6b		
Atg12	Rab35	Rasal3		
Svopl	Oxtr	Lrrc27		
Efcab4b	Ptprcap	Lonrf1		
Josd2	Sh3bgrl3	Rab4a		
Klk1b27	Mmp28	Mta2		
Bad	Hddc2	Flnb		
Gtf2f1	Ets2	A830018L16Rik		
Med29	Col6a2	Rab5b		
Ccndbp1		Flna		
Rnf214	Lgals1	Afap1l1		
Notch4	Acot7	Bub3		
Nek2	Slc25a29	Becn1		
Ptpn3	Rps8	Mrpl40		
Sec14l1	Dtd1	Pik3r5		
Bnip2	Eed	Med4		
Eed	Tmbim1	Rgs3		
Ifitm3	Ddx41	Tiam1		
Atr	Trpv2	Snrpc		
Taf7	Aimp2	Grk6		
Bnip1	Nadk	Mapk1		
Arap3	Lta4h	F630043A04Rik		
Pdxdc1		Gm15292		
Tyk2	Exosc9	Edc4		
Zfc3h1	Denr	Luc7l		
Kcnj5	4930449I24Rik	Cdk10		
Map3k9	Taok2	Hdac1		
Sik2	Zbtb16	Flrt1		
	Sucla2	Asb8		
Add1		Lat		
Apol7c	Sdad1	Rps8		
Rps3	Map3k3	Ppp1r8		
Nol9	Dnajc1	Pdlim7		
D630013G24Rik	Herc1	Naa10		
Lzts1	Xab2	Ndufa4		
Sike1	Btk	Rrp36		
Sec13	Zfc3h1	Kdm4a		
Slc16a5	Gucy1b3	Usp20		
Zfp260	Nuak2	Tas2r140		
Rtp2	Ppm1h	Sirpa		
Dsg2	Fam100a	Nsfl1c		
Mia1	Snap23	Abhd12b		
Htr3b	2610029G23Rik	Mcl1		
1810074P20Rik	Phgdh	Gcn1l1		
Dnajc17	Abcb9	Nupr1		
Sesn2	Snap29	Niacr1		
Ogt	Prpf3	Kdm6b		
Serpinh1	Vps18	Ctsl		
Psmb1	Ncln	Plekhg2		
Kdm2b	Dctn4	Pycard		
Patl1	Cbx5	Grinl1a		
Med9	Polr2b	Trit1		
Dhrs1	Cyp2w1	Tspan17		
Lsm10	Disp2	Zwint		
Slc26a11	Pigc	Pigz		
Nexn	Nek8	Glud1		
Chrna7	Hspa4	Erv3		
Coasy	Pigr	Atg5		
Rbm5	Ms4a6b	Olfr1115		
Ulk3	Gm4736	Slc3a2		
Mis12	Pgap2	Farsa		
Copg	Hbs1l	Pbxip1		
Rpap2	Dnaja1	Rasa3		
Fh1	Klhl28	Snx14		
Tbx20	Usp17l5	Rab25		
Gm11961	Irf1	Iws1		
Gm8709	Rab12	Gata3		
Gosr2		1110067D22Rik		
Arhgap18		Armc6		
Klhdc4	LOC100503794	Oxa1l		
Obfc2b	Tarbp2	Fam125b		
Mast2	Atp13a2	D10Wsu52e		
Dld	Serpinb13	Crygd		
Pcgf3	Tbr1	Slco1a4		
Pomt2	Spink4	Bcorl1		
Pdia6	Nupr1	Lyz1		
Pgrmc1	Stk16	U2af2		
Il17rd	Tchp	Ncdn		
Hip1r	Mcl1	Nup93		
Lhfp	Pias1	Dazap2		
Clca3	Sema4d	Erh		
	Cables2	Tfb1m		
Rpl13	Acot5	Alg1		
Slc6a1	Gulp1	Ube2r2		
Pde1c	Pacs1	Twistnb		
Fars2	Bbs4	Ivns1abp		
Gatad2b	Traf3	Pfkfb1		
Rab3ip	Ipmk	Decr1		
Uchl5	Fam3c	Gm5635		
Csl	Rnf40	Psmd8		
Arhgdia	Galnt1	Gpaa1		
Nup43		R3hcc1		
Mrpl42	Tprkb	Cox6a1		
Slitrk6	Zfp523	Dctn6		
Krt71	Ufc1	Fars2		
Rexo4	Ppm1m	Ptpn12		
Eaf1	Rpap2	Scg5		
Sumo3	Dusp23	Eif2c3		
C87436	Elf1			
Wdr82	Thy1	Hbs1l		
Ush1g	Hunk			
Dvl1	Gpaa1	Flot1		
	2900073G15Rik	Gm5595		
Pigx	Ube2d1	Tpp1		
Ehd1	Tax1bp3	AK129341		
Gys1	Narfl	Gatad2b		
Cul9	Ino80c	Hmgb2		
	Il12rb2	Crcp		
Hist1h4m	Rbm17	Stk36		
2810428I15Rik	C330006K01Rik	Rpl21		
Selk	Rgl2	2410016O06Rik		
Ptpn7	Akr1c13	Phf14		
Ywhag	Sdpr	Elovl7		
Trim11	Bub3	Tgfb1		
Eif2c2	LOC435333	Acyp1		
D10Jhu81e	Ppp1cb	Prkca		
Dcp1b	Trmt2b	Rbm15b		
Ror2	Parp10			
Hhipl2	Zfp51	Pptc7		
Tomm34	Nrxn2	Il6ra		
Dohh		Gm5341		
Piga	S100a6	Amd2		
Cyp2d40	Bcl11b	Rnpep		
Psma1	Gm15645	Agpat2		
Dhx36	Nisch	Nfkb2		
Pkd1l1	Cox6b1			
Abcg4	Hectd1	Hiat1		
Zdhhc17	Tufm	Eif4a1		
Pim3	Nfkb2	Rab3ip		
Nol8		Mrps16		
Gm10653	Egln3	Commd7		
Rab35	Ecsit	Ephx1		
U2af2	Rell1	Ptgs1		
Cited2	Ddx49	Snap29		
H2-Eb1	Sfxn3	Dhx15		
Pcgf1	Ahctf1	Tmem59		
Pa2g4	Hars2	Cxcr1		
Asb8	Ky	Tmem109		
Rab28	Nudc			
Tas1r3	Dohh	Cyp2u1		
Cspg4	Top2b	Plin3		
9030409G11Rik	Poldip3	Uck2		
Amigo3	Appl2	Pnmt		
BC029214	Spcs2	Ndn		
Myeov2	Gimap6	Sh3pxd2a		
Dis3l	Ubiad1	Rnf31		
Ctcf	Gm5771	G2e3		
Orc3	3110040N11Rik	Rpl12		
Ddx47	Eif3l	Mtap1s		
Tgfa	Decr1	5133401N09Rik		
Pdf	Cul4b	1110065P20Rik		
Spaca4	Get4	Rab35		
	Csnk1a1	Mospd1		
Bub3	Trim9	Ube2z		
	Aco2	Srsf12		
Map3k5	Timm44	Slc39a6		
Ube2n	Tmem107	Cd28		
Smad1	Id2	Pygb		
AY761184	Diap2			
	Tbx10			
Pth2r	Smurf2	3200002M19Rik		
Zcchc7	Odf3	Fxyd5		
Rgnef	Diras2	F5		
Lphn1	Dazap2	Nip7		
Hspa9	Cep192	Stk17b		
Ndufb2	Fam132a	Eif4e2		
Ube2u	Mfsd6	Mxra7		
Sim1		Clpb		
Efna4	Plekha2	Ercc1		
Casp8ap2	Arl2bp	Acot5		
Rpf1	Fam131a	Gpatch8		
Rae1	Rangap1	Ppm1l		
Lrrc3b	Wdr91	Pga5		
Cryaa		Sh3bgrl3		
Arhgef33	1110002B05Rik	B3gnt2		
Adck5	Ift140	Nutf2		
Akt3	Il2rb	Strada		
Bsg	Rgs18	Atf2		
Klrg1	Mad1l1	Cdkn2b		
Hes6	Gm13157	Xrcc1		
Zkscan5	Trmt61b			
Phospho1	Gsdmc3	Gimap6		
Fnip2	Hras1	Tuba1c		
Cyp2s1	E330034G19Rik	Zfp41		
Sars2	Gm5918	S100a6		
Gpr3	Ube2l3	Gm5901		
Mocs1	Bcap31	Spice1		
Rps6ka1	Rcbtb2	Rgs2		
Lrtm1	Ccnd2	Ssna1		
Pea15a	Eif4e2	Tarbp2		
Adcy1	Jakmip1	Sucla2		
Sdr16c5	Haus1	Cdk19		
Zfp9		Itpr1		
Hmgb2	Wdfy4	Cecr2		
Vmn1r223	Zeb2	Nlgn3		
Dock10	Vwf	Arl6ip4		
Spata3	Batf	Gclc		
Ctsm	Pdia4	Ggct		
Myl9	Atf7ip	4933402D24Rik		
Meox1	Msl2	Psmd6		
	Exosc7	Rnf216		
Vtn	Olfr1115	Acvr1b		
Mir17hg	Adcy9	E330034G19Rik		
Eef1d	Dhx34	Usp19		
Mlxip	Prim1	Ppp6r1		
AU040320		Cd1d1		
Hspa5	Nkx1-2			
Top2b	Tlr9	Cap2		
Tsen2	Lbh	Trmt61b		
Prpsap1	Ccdc88c	Adamts14		
Nono	Mapre1	Kcnh8		
Gimap4	AI467606	Trmt2a		
Rhobtb2	Vapa	Dus1l		
Ak5	Tmem50b	Slc38a2		
2310033E01Rik	Glt28d2			
Zfp628	Nosip	Gm5087		
Senp7	Il15ra	Suox		
Lyrm2	Ncbp1	Fh1		
	Srek1ip1	Rnf141		
	Vmn2r4	Ulk3		
Stac3	Gdap2	Paf1		
Aak1	Bai2	Rbm39		
Mospd3	Plekhg2	Bgn		
Haao	Zfp637	Ap3m1		
2810002N01Rik		Crtc1		
Nmur2	Nkg7	Echs1		
Ddx50	Eif2s2	Pld5		
Dnm1	Serhl	2900073G15Rik		
Msx1	Rab28	Mt3		
Dlg2	ATP8	Ing3		
Gm8580	Sirt3	Fgfrl1		
Rgs13	Fermt3	Gm14461		
Aktip	Rpgrip1			
Phf13	Rnf139	Cul7		
Gp2	Slc11a2	Sh2d1a		
Dynll2	Uvrag	Nt5c		
D4Wsu53e	Irs2	Sae1		
Siglecg	Abcd4	Cables2		
Pdcd6ip	Mad2l1	Pdcd5		
Atp6v0c	Brca2	Ascc3		
Adck3	Sat1	Rpl13a		
R3hdml	Xiap	Cisd3		
Ntm	Tmprss3	Ntan1		
Ccl20	Dnajc9	Lef1		
Rhog		Fmnl1		
Olfr773	Rrp9	Abcd4		
Mrps33	Slco1a4	Zfp292		
Snx24	Lman2			
Tbk1	Wdr75	Smap2		
Lrrc23	Nampt	Alg5		
	Sars2	Inpp5e		
Stx5a	Arhgef15	Hsd17b4		
Wdr1	Tnnt1	Pcbp3		
AB041803	Fxyd5	Ubl5		
Rpl29	1810022C23Rik	Mlx		
Tbx22	Scml4	Hspa5		
Lrig1	Bcat2	Csnk2a2		
Emd	Slc38a1	Prmt2		
H3f3a	Vmn1r124	Sars2		
Usp16	Ksr1			
Ywhab	Pdxp	Gadd45a		
Rbm10	Fam117b	BC147527		
Myo7a	Lonrf1	Tgm3		
Arhgap6	Emd	Stx6		
Ccdc9	Prrc2a	Rfc5		
Ms4a4b	Eif2s3x	Med21		
2700094K13Rik	Pcgf1	Ddx5		
Trav6n-6	St8sia4			
Atic	Bysl	Slc19a1		
Aox3	2310067B10Rik	Suv39h2		
D930048N14Rik	Soat2	Atg14		
Ntpcr	Sh3pxd2b	Cyp2b10		
Actr2	Syde1	Hunk		
Hdac1	Prex1	Rassf5		
Grb7	Mapk6	Sfrs18		
	Racgap1	Actg1		
Urod	Hsdl2	Csnk1g3		
Fam160b1	Cbfa2t3	Cct2		
Cdh10	Cct2	Mc2r		
Lsp1	Gnb2l1	Blvrb		
Ckmt2		Pkmyt1		
Pes1	Ifngr1	Iqcc		
Armc5	Ercc2	Sirt1		
Fam161a	Tpp1	Atp5g1		
Cacybp		Cnot4		
Olfr64	Smarcc1	Etf1		
Bdp1	Med4	Nudc		
Akr1a4	Prmt2	Zbtb20		
BC023814	Pdcd11	Fus		
Akt1s1	Map3k1	Zfpl1		
Atp5j	0610010O12Rik	Rps4x		
Itgad	Man2b1	Lpin3		
Cd7	Slc8a3	Apex1		
Actr6	Poln	Rcc1		
Fam98c	Mex3c	Dap		
Nkx2-2	Foxj3	Uchl5		
Wdtc1	Mapk12	Slmap		
Fmnl2	Tmub2	Csf3r		
Gars	2500003M10Rik	Gp1bb		
Pigq	Itgb6	Hax1		
Cab39	Sf3a3	Pbrm1		
Ncor2	Hdac7			
Baiap2	Apbb3	Srm		
Sun1	1700025E21Rik	Txnip		
Cept1	Gclc	Cept1		
Kcne4	Chrdl1	Evi2a		
Tmem167b	Rcc2	Naa50		
	Ptplb	Il2rb		
Clcf1	Atp6v1e2	Ugp2		
Tax1bp1	Riok2	Pi16		
Lyplal1	AW011738	Nacc1		
Col3a1	Ing3	BC048355		
Tfpi2	Ctsm	Sat1		
Abi2	Sfrs18	Plrg1		
	Fam53b	Dhx34		
Hsd3b2	Zhx3	Mylip		
P2rx2	Rpl13a	Msl2		
Fyb	Nup43	Brix1		
Stap2	S100a11	Lsm1		
Nup54	Isca1	Taf12		
Mvk	Mocs1	Btk		
Ap2m1		Mrpl30		
Cxcl13	Kif1c	1700021K19Rik		
Itpr3	Gykl1	Ostf1		
Gm15056	Txlna	Tesc		
Ninj1	Fyco1	Dom3z		
Pcp4	Dmrtc1c2	Cdkal1		
Tsen54	Lyz2	Ndufa6		
Taf1	Mapkapk5	Samhd1		
	Pptc7	Adcy4		
Eno2	F10	Klhdc10		
Klhl21	Chkb	Mcee		
	Igkv5-39	Gulp1		
Cacng5	Erv3	2400001E08Rik		
Akap3	Ntpcr			
Sfswap	Sgsh	Atp6v1g3		
Cpne7	Pdcd4	Smu1		
LOC677484	Immp1l	1500032L24Rik		
Gtf3c5	Erp44	Pyhin1		
Ptprf	Derl1	Coasy		
Tspo2	Arfgef1	Top3a		
Olfr464	Anxa7	Gsta4		
Kynu	Mrto4	Ppm1g		
P2rx4	Ramp3	Arid1a		
Itgb3	Gstz1	Fam73b		
Trpv1	Pde6h	Tbx10		
Inpp5e	Manf	Slc39a3		
Eif3i	Picalm	Zfp276		
Ptprz1	C430048L16Rik	Smyd2		
Cbx2	Hnrnpul1	Ndrg1		
Rb1	Cxxc1	Cript		
Lcmt2	Blvrb	Preb		
Kctd14	Cttn	Timp2		
	Tgfbr3	Rab27b		
Chm	Cuedc1	Rnasek		
Ghr	Nt5c3l	Rpl9		
Slc16a2	Tex21	Cdc37l1		
Mier3	Atrip	Mudeng		
1700014N06Rik	Smn1	Snx8		
Mcl1	C030046I01Rik	Tmem123		
Hspa8	Tmem42	Akr7a5		
Oxsr1	LOC640979	Glipr1		
	Rps4x	Pi4kb		
Psp		Wnt9b		
Rbm38	Rcsd1	Dcaf4		
Prr18	Agap3	Csprs		
Def8		1810030N24Rik		
Son	Ctsl	Esco1		
Cdc25b	Adk	Dnajc1		
Tchp	Naaa			
Trim26		Unk		
Dlgap5	Lrrc19	Clint1		
Krt10	Gcg	Fam53a		
Snx11		Agpat3		
	Dap			
Nit1	Rae1			
Sfmbt2	Gm166	Tcf25		
Cwc25	Calcr	Rbm10		
Ass1	Ube2r2	Magi2		
Sspn	Lrrk1	Xrn2		
Clpx	Poll	Tmem167		
Apcdd1	2410127L17Rik	Ngrn		
2210012G02Rik	2310002L13Rik	Taf1c		
Prrc2b	Wasl	Lime1		
Apoc3		Vamp2		
Cntn2	Tomm7	Col4a4		
Rtcd1	Bcl7c			
Fsd1l	Spata2	Cks1b		
Atad5	Rpl23a-ps1	Fam98c		
Cacna1s		Nek8		
Psme1	Gm5409	Nfkbia		
D10Bwg1379e	Pop1	Nlrp14		
Ttc13	Stx11	Tmsb4x		
	Ccnl1	Ccnk		
	Mrps18a	Ndufa11		
	Pcyt2	Ramp3		
Etnk1	Apbb1ip	Pik3r6		
Dusp5		2610305D13Rik		
C1qtnf3	Syf2			
Kdm4a	Nudt3			
Thra	Slfn8	Rgs4		
2810001G20Rik	Prpsap1	Itgb5		
Lim2	Klhdc10	Abl1		
Lgr4	Zw10	Mthfd2		
	Mark4	Pdzk1ip1		
Mapk1	Ttll11	Rcbtb1		
Ankrd40	Actr2	Kifc3		
Sidt1	Slc10a3	Rabggta		
Gna14	Sh3pxd2a	Khdrbs1		
Xpc	Fam49a	Pip5k1c		
BC048546	Fam32a	Tdgf1		
Rab27a	Neil1	N4bp3		
Ctnna1	Cog6	Mosc2		
	Chgb	Cnbp		
2610018G03Rik	Syngr1	Abca3		
Uggt1	Hps4	Rnpepl1		
Tsta3	Klhdc8b	Tcf4		
Gm6404	Parp1	Lsp1		
	Uggt1	Arl2bp		
	COX3	Anapc7		
	Gm9104	Mlf2		
	Sftpd	Tmem164		
	Msn	Fam100a		
	Pds5a	Renbp		
	Pycard	Taf13		
	Hint2	Pde4c		
	Cript	Slc25a42		
	Wdtc1	Incenp		
	Slx4	Serhl		
	Smg1	BC005537		
	Epha10	Abca2		
	Hmgb2	Fam96a		
	Rbm39	Arl4d		
	Ltf	Unc50		
	Polr2j	Ttll3		
	Nle1	Dusp3		
	Eng	Acly		
		Brap		
	Fkbp15	Nfe2l2		
	Ubb	Rcsd1		
	Sacm1l			
	Qars	Kdm5c		
	Trip6	Trim25		
	Rps6-ps2	Nfya		
	LOC677484	Cyb561d1		
		Scd2		
	Agpat3	Sav1		
	Rgs3	Ntpcr		
	Cabin1	Smarcd2		
	Fam58b			
	Dpp4	Gga3		
	Gm5901	Myl4		
	Mmaa	Rbks		
	Has3			
	Rab11a	Gm5820		
	Sarnp	Gigyf2		
	Abca3	Bglap-rs1		
	Gm5595	Sds		
	Ddx24	Haus4		
	Plekhh3	Tekt4		
	Rdbp	Nap1l1		
	Erf			
	Gng3	5430416O09Rik		
	Snx10	Gjc1		
	Zfp62	Jub		
	Slc24a3	Pdcd10		
	D5Ertd579e	Ets2		
	Commd4	Pcdhac1		
	Srpk2	Kcna5		
	Acly	Zw10		
	Ankrd12	Scaf11		
	Hnrnpm	Ecm1		
	Rmnd1	Stim1		
	Nsfl1c	B3gnt5		
	Nthl1	Ankrd37		
	P2rx4	Vwf		
	Rap1b	Krba1		
	Slc25a42	Mterfd2		
	Dnase1l2	Amica1		
	Ccbl2	4933417A18Rik		
	Arih1	2510039O18Rik		
		Tap2		
	Psmb3	Pafah1b1		
	2010007H12Rik	Shc2		
	Lrrc31	Cel		
	Prg3	Palld		
	Rsrc1	Clptm1		
	Ccnk	Tgs1		
	Cdk8	Atpaf2		
	Dnmt3a	Tgfb1i1		
	Polr2h	Rcn1		
	Ugcg	Ube2v2		
	Plcxd2			
	Grn	Hnrnpa3		
	Map3k5	Lrrc47		
	Uhrf2	Rae1		
	Pcmtd1	S100a11		
	Sec11a	Eng		
	Ccl24	Ythdc1		
	A3galt2	Ikbkb		
	Ndufv1	Ifi203		
	Lmbr1l	Hps3		
	Irf2	Plekha2		
	Rab6	Matn3		
		Sema6c		
	Anpep			
	Lrrc33	Hfm1		
	Mapt	Fam131a		
	Prkaa2	Nkg7		
	Sh2d1a	Rpl22l1		
	Abl1	Gm2382		
	Ctu2	Wdr75		
	Pcbd1	Smarca4		
	Atp11a	Zfp963		
	1810013L24Rik	Tmed6		
				
	Stx8	Rps6-ps2		
	C230096C10Rik	1810022K09Rik		
	Fam82a1	Slc6a4		
	Ivns1abp	Ddx52		
	Ccdc64	Klrk1		
	Bri3bp	Tmub1		
	Tlr1	Nono		
	Josd1	Csf2ra		
	Rel	Med12		
	Kif2a	Gng3		
	Ripk1	Map3k9		
	Sp4			
	Med8	Gabrr2		
	Unc50	Wrap53		
	Rpl9	BC048403		
	Srxn1	Ralgapb		
	Ears2	Rbm8a		
		F13a1		
	1110065P20Rik	Rab11fip3		
	Ptges3	Oprk1		
	Sf3b3	Syde1		
	Gp5	Lbx2		
	Kctd2	Grin2b		
		Tra2a		
	Sugp2	Atp6v1e2		
	Gm71	Gstt1		
	Agrn	Ccdc28a		
	Polr2i	Fam53b		
	Axin1	Hist1h2af		
	Doc2g	Lrig2		
	Kif1b	Wdr91		
	Grpel2	Tmem120a		
	Mrpl24	Psmc2		
	Rpl37a	Nup210		
	Actr5	Apoc2		
	Qrfpr	Sgsh		
	Cox10	Rapgef6		
	Spint2	Actr6		
	Crocc			
	Atg12	Atrip		
	Tcfeb	Nudt3		
	Dock8	Usp42		
	Dgcr8	Sparc		
	Kdm5c	Gm15645		
	Slc6a4	Cbx5		
	Flnb	Trim14		
	Matn1	Hsdl2		
	2310035K24Rik	Akr1a4		
	Phyh	Slc35d3		
	Gm4822	Snrk		
	Ptgds	Acbd4		
	Lime1	Kif21b		
	Shisa5	Fabp4		
	Arid1a	Map3k5		
	Klhl29	Fam49a		
	Epb4.1l4b	Cnbd1		
	Zkscan5	Sla2		
	Ckb	Rab3d		
	Stag2	BC028528		
	Slc22a4			
	Thap1	Polr1c		
	Dctn6	Cirbp		
	Csnk1g3	Gm6040		
	Serpina1e			
	Mapk3	Tada3		
	Abhd3	Akr1c13		
	Tpra1	Nup188		
	Heatr7b2			
	Dusp19	Dido1		
	Sfpi1	Htra2		
	Mc2r	Cdc123		
	Chd1l	Ctps		
	Gm6981	Il12rb2		
	Igf1r	Siva1		
	Fam113a	Phpt1		
	Car5b	Hnrnph2		
	Havcr2	Homez		
		Mrto4		
	Rcc1	Elf1		
	Nap1l2	Cul5		
	D10Wsu52e			
	Rbm10	Surf6		
	Abcb8	Ccnl1		
	Zmynd10	Trpv2		
	Tbxas1	Akr1c18		
	Acadsb	LOC100505283		
	Snrpb	Sez6l2		
	Spic	Stx11		
	Syt8	Glb1l		
	H3f3a	Doc2g		
	Plxdc2	Dus3l		
	Sdhaf2	Cd9		
		Scamp3		
	Laptm5	Ext1		
	Ndufb9	Casp9		
	Qprt			
	Snx11	Cldnd1		
		Alg9		
	Cct3	Elmod1		
	2600006K01Rik	Pdxp		
	Ccl17	Pla2g4a		
	Gtpbp1	Epn2		
	Pik3r2	Igj		
	1700061I17Rik	Rps5		
		Atp6v1a		
	Inpp1	Pdia6		
		Hgs		
	Gm12942	Nodal		
	Atp5f1	Cltc		
	Uchl5	F9		
	Pde4b	Cenpt		
	Atp5l	Nosip		
	Cog3	Tgfbr3		
	Ehd1	Tspan32		
	Mbnl2	Rdbp		
	Amz1	Rps27		
	Spice1	Fam45a		
	Nacc2	Arrdc1		
	Apex1	Mrps26		
	Nup210	Sgpp1		
	Pef1	Txk		
	Ppp1r3f	Rrp9		
	Polr2e	Poll		
	Mup20	Sf1		
	Tmem48	Ddx42		
	Rpl17	Crot		
	Gpank1	Wars		
	Vdac2	BC030307		
	Akirin1	Eef1e1		
	Gtf2h4	1110003E01Rik		
	Eapp	Ccdc88c		
	Prpf31	Adora2b		
	Mir17hg	Lcp1		
	Elk3	Uap1		
	Reep5	D030016E14Rik		
	Gys2	Ncbp1		
	Apip	Nubp1		
	Tbk1	Bbs9		
		Mir17hg		
	Tbca	Twf1		
	P2ry12	Hist2h2ac		
	Rps6kb2	Cd300e		
	Fam18a	Rdh9		
	Pfkfb1	Wdyhv1		
	Adamts14			
	Rab13	Fbxo5		
	Rbm8a	4921530D09Rik		
	Mia1	Lactb		
	Lactb	Apip		
	Gm8909	Hprt		
		Rpl32		
