AllCombined	Arc	BLA	BNST	CGC	CMA	dorCA1	dorDG	HB	ILC	InsularCortex	LC	LH	LS	MDT	MPOA	MS	NaCcore	NaCshell	PAG	PLC	PVN	Raphe	SNT	venCA1	venDG	VMH	VTA
ENSRNOT00000023594	ENSRNOT00000038195	ENSRNOT00000027346	ENSRNOT00000020401	ENSRNOT00000027811		ENSRNOT00000014552	ENSRNOT00000043554	ENSRNOT00000026797	ENSRNOT00000028411	ENSRNOT00000049127	ENSRNOT00000005076	ENSRNOT00000050372	ENSRNOT00000028818	ENSRNOT00000005773	ENSRNOT00000043365	ENSRNOT00000009044	ENSRNOT00000011784	ENSRNOT00000010712	ENSRNOT00000028678	ENSRNOT00000007917	ENSRNOT00000015283	ENSRNOT00000023478	ENSRNOT00000043554		ENSRNOT00000017454	ENSRNOT00000015283	ENSRNOT00000036472
ENSRNOT00000010157	ENSRNOT00000010229	ENSRNOT00000022921	ENSRNOT00000010367	ENSRNOT00000037902		ENSRNOT00000064914	ENSRNOT00000017652	ENSRNOT00000000313	ENSRNOT00000001533	ENSRNOT00000027682	ENSRNOT00000072890	ENSRNOT00000061975	ENSRNOT00000001198	ENSRNOT00000013745	ENSRNOT00000065867	ENSRNOT00000040954	ENSRNOT00000006329	ENSRNOT00000016540	ENSRNOT00000043521	ENSRNOT00000007004	ENSRNOT00000019184	ENSRNOT00000017102	ENSRNOT00000038579		ENSRNOT00000001690	ENSRNOT00000019184	ENSRNOT00000057845
ENSRNOT00000050223	ENSRNOT00000072099	ENSRNOT00000011869	ENSRNOT00000036151	ENSRNOT00000028487		ENSRNOT00000014650	ENSRNOT00000021801	ENSRNOT00000067333	ENSRNOT00000026591	ENSRNOT00000019256	ENSRNOT00000043545	ENSRNOT00000040291	ENSRNOT00000051027	ENSRNOT00000068132	ENSRNOT00000036717	ENSRNOT00000013994	ENSRNOT00000035788	ENSRNOT00000074032	ENSRNOT00000074772	ENSRNOT00000004113	ENSRNOT00000027260	ENSRNOT00000018074	ENSRNOT00000033468		ENSRNOT00000041727	ENSRNOT00000014038	ENSRNOT00000017090
ENSRNOT00000034567	ENSRNOT00000022627	ENSRNOT00000011384	ENSRNOT00000075540	ENSRNOT00000021075		ENSRNOT00000025223	ENSRNOT00000010993	ENSRNOT00000033010	ENSRNOT00000060810	ENSRNOT00000000011	ENSRNOT00000056903	ENSRNOT00000014859	ENSRNOT00000064472	ENSRNOT00000042562	ENSRNOT00000023623	ENSRNOT00000059813	ENSRNOT00000043461	ENSRNOT00000061187	ENSRNOT00000067939	ENSRNOT00000001207	ENSRNOT00000026821	ENSRNOT00000001938	ENSRNOT00000022951		ENSRNOT00000074423	ENSRNOT00000016150	ENSRNOT00000049259
ENSRNOT00000068323	ENSRNOT00000022387	ENSRNOT00000075151	ENSRNOT00000050795	ENSRNOT00000013703		ENSRNOT00000057187	ENSRNOT00000014859	ENSRNOT00000038313	ENSRNOT00000066549	ENSRNOT00000055978	ENSRNOT00000011747	ENSRNOT00000035948	ENSRNOT00000025174	ENSRNOT00000066940	ENSRNOT00000054830	ENSRNOT00000021507	ENSRNOT00000017373	ENSRNOT00000010601	ENSRNOT00000005942	ENSRNOT00000013745	ENSRNOT00000008987	ENSRNOT00000001305	ENSRNOT00000014054		ENSRNOT00000026708	ENSRNOT00000028186	ENSRNOT00000012321
ENSRNOT00000003926	ENSRNOT00000067298	ENSRNOT00000014749	ENSRNOT00000015351	ENSRNOT00000001490		ENSRNOT00000029701	ENSRNOT00000075601	ENSRNOT00000020497	ENSRNOT00000029587	ENSRNOT00000009327	ENSRNOT00000001938	ENSRNOT00000061693	ENSRNOT00000037399	ENSRNOT00000022329	ENSRNOT00000075504	ENSRNOT00000032535	ENSRNOT00000003240	ENSRNOT00000022661	ENSRNOT00000033017	ENSRNOT00000014787	ENSRNOT00000010989	ENSRNOT00000004742	ENSRNOT00000015383		ENSRNOT00000015176	ENSRNOT00000008987	ENSRNOT00000049832
ENSRNOT00000006777	ENSRNOT00000017053	ENSRNOT00000049424	ENSRNOT00000012811	ENSRNOT00000019524		ENSRNOT00000018634	ENSRNOT00000034261	ENSRNOT00000074771	ENSRNOT00000028633	ENSRNOT00000032162	ENSRNOT00000032439	ENSRNOT00000050764	ENSRNOT00000004161	ENSRNOT00000003349	ENSRNOT00000071459	ENSRNOT00000056278	ENSRNOT00000049344	ENSRNOT00000011208	ENSRNOT00000011270	ENSRNOT00000025904	ENSRNOT00000029439	ENSRNOT00000020925	ENSRNOT00000018634		ENSRNOT00000015296	ENSRNOT00000004351	ENSRNOT00000008281
ENSRNOT00000004278	ENSRNOT00000011094	ENSRNOT00000021577	ENSRNOT00000016833	ENSRNOT00000065531		ENSRNOT00000001797	ENSRNOT00000017400	ENSRNOT00000035285	ENSRNOT00000026102	ENSRNOT00000020051	ENSRNOT00000004320	ENSRNOT00000015387	ENSRNOT00000061761	ENSRNOT00000004853	ENSRNOT00000027266	ENSRNOT00000066069	ENSRNOT00000007773	ENSRNOT00000006306	ENSRNOT00000065521	ENSRNOT00000000792	ENSRNOT00000056420	ENSRNOT00000072682	ENSRNOT00000032289		ENSRNOT00000068400	ENSRNOT00000056420	ENSRNOT00000072190
ENSRNOT00000023017	ENSRNOT00000002540	ENSRNOT00000026235	ENSRNOT00000075151	ENSRNOT00000031254		ENSRNOT00000049889	ENSRNOT00000019317	ENSRNOT00000014600	ENSRNOT00000023623	ENSRNOT00000021968	ENSRNOT00000027445	ENSRNOT00000029237	ENSRNOT00000021812	ENSRNOT00000010627	ENSRNOT00000011784	ENSRNOT00000020809	ENSRNOT00000073738	ENSRNOT00000007472	ENSRNOT00000047194	ENSRNOT00000003349	ENSRNOT00000018548	ENSRNOT00000019158	ENSRNOT00000004274		ENSRNOT00000034342	ENSRNOT00000008677	ENSRNOT00000005366
ENSRNOT00000026654	ENSRNOT00000000716	ENSRNOT00000032163	ENSRNOT00000051720	ENSRNOT00000027641		ENSRNOT00000075601	ENSRNOT00000075536	ENSRNOT00000005367	ENSRNOT00000067840	ENSRNOT00000049848	ENSRNOT00000001766	ENSRNOT00000012463	ENSRNOT00000029021	ENSRNOT00000005885	ENSRNOT00000045053	ENSRNOT00000014800	ENSRNOT00000038096	ENSRNOT00000056192	ENSRNOT00000027963	ENSRNOT00000017019	ENSRNOT00000001644	ENSRNOT00000040954	ENSRNOT00000074384		ENSRNOT00000054934	ENSRNOT00000075349	ENSRNOT00000011130
ENSRNOT00000027782	ENSRNOT00000010637	ENSRNOT00000003928	ENSRNOT00000009187	ENSRNOT00000018416		ENSRNOT00000015387	ENSRNOT00000015387	ENSRNOT00000015387	ENSRNOT00000070794	ENSRNOT00000015944	ENSRNOT00000005172	ENSRNOT00000012657	ENSRNOT00000066850	ENSRNOT00000023952	ENSRNOT00000057368	ENSRNOT00000013467	ENSRNOT00000028380	ENSRNOT00000005258	ENSRNOT00000041753	ENSRNOT00000009370	ENSRNOT00000002809	ENSRNOT00000029723	ENSRNOT00000014859		ENSRNOT00000005665	ENSRNOT00000065926	ENSRNOT00000003188
ENSRNOT00000023526	ENSRNOT00000025939	ENSRNOT00000004147	ENSRNOT00000010027	ENSRNOT00000001816		ENSRNOT00000029237	ENSRNOT00000038436	ENSRNOT00000019167	ENSRNOT00000074695	ENSRNOT00000020720	ENSRNOT00000047439	ENSRNOT00000034560	ENSRNOT00000022945	ENSRNOT00000043384	ENSRNOT00000001675	ENSRNOT00000000595	ENSRNOT00000057738	ENSRNOT00000072573	ENSRNOT00000056612	ENSRNOT00000071728	ENSRNOT00000074075	ENSRNOT00000059813	ENSRNOT00000049889		ENSRNOT00000008471	ENSRNOT00000004772	ENSRNOT00000012175
ENSRNOT00000009665	ENSRNOT00000008035	ENSRNOT00000006862	ENSRNOT00000037397	ENSRNOT00000065105		ENSRNOT00000039336	ENSRNOT00000004383	ENSRNOT00000014053	ENSRNOT00000009436	ENSRNOT00000003473	ENSRNOT00000035017	ENSRNOT00000055506	ENSRNOT00000021036	ENSRNOT00000007649	ENSRNOT00000017201	ENSRNOT00000046314	ENSRNOT00000022661	ENSRNOT00000041753	ENSRNOT00000055570	ENSRNOT00000015668	ENSRNOT00000021715	ENSRNOT00000050494	ENSRNOT00000074771		ENSRNOT00000072526	ENSRNOT00000021715	ENSRNOT00000022349
ENSRNOT00000024952	ENSRNOT00000015571	ENSRNOT00000011078	ENSRNOT00000016452	ENSRNOT00000026378		ENSRNOT00000003207	ENSRNOT00000031064	ENSRNOT00000072481	ENSRNOT00000034426	ENSRNOT00000028646	ENSRNOT00000037389	ENSRNOT00000012432	ENSRNOT00000017857	ENSRNOT00000031979	ENSRNOT00000005402	ENSRNOT00000005753	ENSRNOT00000073811	ENSRNOT00000041106	ENSRNOT00000000831	ENSRNOT00000021756	ENSRNOT00000033285	ENSRNOT00000055048	ENSRNOT00000029055		ENSRNOT00000075483	ENSRNOT00000027061	ENSRNOT00000059069
ENSRNOT00000024712	ENSRNOT00000040645	ENSRNOT00000059951	ENSRNOT00000023143	ENSRNOT00000070986		ENSRNOT00000045346	ENSRNOT00000068666	ENSRNOT00000020137	ENSRNOT00000014993	ENSRNOT00000065921	ENSRNOT00000055048	ENSRNOT00000013621	ENSRNOT00000071166	ENSRNOT00000074384	ENSRNOT00000068020	ENSRNOT00000004121	ENSRNOT00000073019	ENSRNOT00000068739	ENSRNOT00000013228	ENSRNOT00000033406	ENSRNOT00000015875	ENSRNOT00000015367	ENSRNOT00000001600		ENSRNOT00000067546	ENSRNOT00000033285	ENSRNOT00000029312
ENSRNOT00000024568	ENSRNOT00000000083	ENSRNOT00000057055	ENSRNOT00000009316	ENSRNOT00000018170		ENSRNOT00000035846	ENSRNOT00000044279	ENSRNOT00000035846	ENSRNOT00000030135	ENSRNOT00000007369	ENSRNOT00000063899	ENSRNOT00000021671	ENSRNOT00000017353	ENSRNOT00000022716	ENSRNOT00000027995	ENSRNOT00000019307	ENSRNOT00000007472	ENSRNOT00000001640	ENSRNOT00000057745	ENSRNOT00000059780	ENSRNOT00000071211	ENSRNOT00000007197	ENSRNOT00000011074		ENSRNOT00000073088	ENSRNOT00000025948	ENSRNOT00000073677
ENSRNOT00000028743	ENSRNOT00000056380	ENSRNOT00000010396	ENSRNOT00000010939	ENSRNOT00000024581		ENSRNOT00000010375	ENSRNOT00000001050	ENSRNOT00000032366	ENSRNOT00000064860	ENSRNOT00000073790	ENSRNOT00000017967	ENSRNOT00000051027	ENSRNOT00000021568	ENSRNOT00000017400	ENSRNOT00000061187	ENSRNOT00000001228	ENSRNOT00000001476	ENSRNOT00000027057	ENSRNOT00000049448	ENSRNOT00000065347	ENSRNOT00000015961	ENSRNOT00000026009	ENSRNOT00000056496			ENSRNOT00000035240	ENSRNOT00000015401
ENSRNOT00000020537	ENSRNOT00000003950	ENSRNOT00000007588	ENSRNOT00000066395	ENSRNOT00000035606		ENSRNOT00000004383	ENSRNOT00000051027	ENSRNOT00000010375	ENSRNOT00000027439	ENSRNOT00000030135	ENSRNOT00000001477	ENSRNOT00000005332	ENSRNOT00000072917	ENSRNOT00000050764	ENSRNOT00000045233	ENSRNOT00000012947	ENSRNOT00000001577	ENSRNOT00000050804	ENSRNOT00000026387	ENSRNOT00000050289	ENSRNOT00000017301	ENSRNOT00000010409	ENSRNOT00000068351			ENSRNOT00000025472	ENSRNOT00000022142
ENSRNOT00000002882	ENSRNOT00000016669	ENSRNOT00000003843	ENSRNOT00000018685	ENSRNOT00000026752		ENSRNOT00000031064	ENSRNOT00000004834	ENSRNOT00000015818	ENSRNOT00000067904	ENSRNOT00000006329	ENSRNOT00000016939	ENSRNOT00000041034	ENSRNOT00000009555	ENSRNOT00000068351	ENSRNOT00000005811	ENSRNOT00000072384	ENSRNOT00000001418	ENSRNOT00000042181	ENSRNOT00000025808	ENSRNOT00000064914	ENSRNOT00000064572	ENSRNOT00000025072	ENSRNOT00000043724			ENSRNOT00000060132	ENSRNOT00000007917
ENSRNOT00000031472	ENSRNOT00000048781	ENSRNOT00000014763	ENSRNOT00000009975	ENSRNOT00000005190		ENSRNOT00000013621	ENSRNOT00000037399	ENSRNOT00000012432	ENSRNOT00000012190	ENSRNOT00000000687	ENSRNOT00000018960	ENSRNOT00000061761	ENSRNOT00000006849	ENSRNOT00000015387	ENSRNOT00000068562	ENSRNOT00000030532	ENSRNOT00000073432	ENSRNOT00000074341	ENSRNOT00000004477	ENSRNOT00000007649	ENSRNOT00000064661	ENSRNOT00000010419	ENSRNOT00000029565			ENSRNOT00000045314	ENSRNOT00000068003
ENSRNOT00000068033	ENSRNOT00000018874	ENSRNOT00000045845	ENSRNOT00000055274	ENSRNOT00000041808		ENSRNOT00000068666	ENSRNOT00000029021	ENSRNOT00000068666	ENSRNOT00000012222	ENSRNOT00000056725	ENSRNOT00000008901	ENSRNOT00000029021	ENSRNOT00000038623	ENSRNOT00000022867	ENSRNOT00000008882	ENSRNOT00000020532	ENSRNOT00000023659	ENSRNOT00000042117	ENSRNOT00000020925	ENSRNOT00000035474	ENSRNOT00000025948	ENSRNOT00000018960	ENSRNOT00000013097			ENSRNOT00000075790	ENSRNOT00000006566
ENSRNOT00000004725	ENSRNOT00000024452	ENSRNOT00000022585	ENSRNOT00000049221	ENSRNOT00000028328		ENSRNOT00000020103	ENSRNOT00000001449	ENSRNOT00000022679	ENSRNOT00000015092	ENSRNOT00000016625	ENSRNOT00000042207	ENSRNOT00000026724	ENSRNOT00000021693	ENSRNOT00000035743	ENSRNOT00000009202	ENSRNOT00000026897	ENSRNOT00000023637	ENSRNOT00000013271	ENSRNOT00000019158	ENSRNOT00000023555	ENSRNOT00000039991	ENSRNOT00000012385	ENSRNOT00000038543			ENSRNOT00000017147	ENSRNOT00000017834
ENSRNOT00000011237	ENSRNOT00000026789	ENSRNOT00000051564	ENSRNOT00000000907	ENSRNOT00000008138		ENSRNOT00000007326	ENSRNOT00000034421	ENSRNOT00000001050	ENSRNOT00000005402	ENSRNOT00000016540	ENSRNOT00000048711	ENSRNOT00000034421	ENSRNOT00000044006	ENSRNOT00000001050	ENSRNOT00000056192	ENSRNOT00000023773	ENSRNOT00000072573	ENSRNOT00000013987	ENSRNOT00000040954	ENSRNOT00000048332	ENSRNOT00000025472	ENSRNOT00000007802	ENSRNOT00000070994			ENSRNOT00000016468	ENSRNOT00000059854
ENSRNOT00000002194	ENSRNOT00000041374	ENSRNOT00000064309	ENSRNOT00000033837	ENSRNOT00000013762		ENSRNOT00000000826	ENSRNOT00000009803	ENSRNOT00000022050	ENSRNOT00000017407	ENSRNOT00000028380	ENSRNOT00000061234	ENSRNOT00000006533	ENSRNOT00000005645	ENSRNOT00000055270	ENSRNOT00000024380	ENSRNOT00000004701	ENSRNOT00000024701	ENSRNOT00000020767	ENSRNOT00000027256	ENSRNOT00000028213	ENSRNOT00000075790	ENSRNOT00000047698	ENSRNOT00000003012			ENSRNOT00000068747	ENSRNOT00000074514
ENSRNOT00000026633	ENSRNOT00000033858	ENSRNOT00000019674	ENSRNOT00000010396	ENSRNOT00000016163		ENSRNOT00000017240	ENSRNOT00000017353	ENSRNOT00000005050	ENSRNOT00000031117	ENSRNOT00000057738	ENSRNOT00000046529	ENSRNOT00000003895	ENSRNOT00000022921	ENSRNOT00000041569	ENSRNOT00000038807	ENSRNOT00000025657	ENSRNOT00000016423	ENSRNOT00000067849	ENSRNOT00000013994	ENSRNOT00000073550	ENSRNOT00000014586	ENSRNOT00000019307	ENSRNOT00000047224			ENSRNOT00000016987	ENSRNOT00000006087
ENSRNOT00000028089	ENSRNOT00000044449	ENSRNOT00000061389	ENSRNOT00000026156	ENSRNOT00000004619		ENSRNOT00000037399	ENSRNOT00000012519	ENSRNOT00000004161	ENSRNOT00000061187	ENSRNOT00000005866	ENSRNOT00000010127	ENSRNOT00000018436	ENSRNOT00000006200	ENSRNOT00000004161	ENSRNOT00000023637	ENSRNOT00000025410	ENSRNOT00000005942	ENSRNOT00000075073	ENSRNOT00000032535	ENSRNOT00000061693	ENSRNOT00000068747	ENSRNOT00000066774	ENSRNOT00000024968			ENSRNOT00000024408	ENSRNOT00000041908
ENSRNOT00000012240	ENSRNOT00000031928	ENSRNOT00000042263	ENSRNOT00000014826	ENSRNOT00000033695		ENSRNOT00000005332	ENSRNOT00000039475	ENSRNOT00000061761	ENSRNOT00000010601	ENSRNOT00000005258	ENSRNOT00000033934	ENSRNOT00000065553	ENSRNOT00000045719	ENSRNOT00000031044	ENSRNOT00000025477	ENSRNOT00000019346	ENSRNOT00000025325	ENSRNOT00000011085	ENSRNOT00000005715	ENSRNOT00000014519	ENSRNOT00000016987	ENSRNOT00000008342	ENSRNOT00000015818			ENSRNOT00000073317	ENSRNOT00000036990
ENSRNOT00000055879	ENSRNOT00000009817	ENSRNOT00000005143	ENSRNOT00000068778	ENSRNOT00000011455		ENSRNOT00000058900	ENSRNOT00000005348	ENSRNOT00000056243	ENSRNOT00000028660	ENSRNOT00000073432	ENSRNOT00000016289	ENSRNOT00000006053	ENSRNOT00000040204	ENSRNOT00000001449	ENSRNOT00000026862	ENSRNOT00000057361	ENSRNOT00000003788	ENSRNOT00000044788	ENSRNOT00000007197	ENSRNOT00000035781	ENSRNOT00000031739	ENSRNOT00000022534	ENSRNOT00000075681			ENSRNOT00000022304	ENSRNOT00000020493
ENSRNOT00000002996	ENSRNOT00000030823	ENSRNOT00000000577	ENSRNOT00000000718	ENSRNOT00000029025		ENSRNOT00000061761	ENSRNOT00000022921	ENSRNOT00000014023	ENSRNOT00000059868	ENSRNOT00000021530	ENSRNOT00000026897	ENSRNOT00000004236	ENSRNOT00000001153	ENSRNOT00000021790	ENSRNOT00000064477	ENSRNOT00000011999	ENSRNOT00000037072	ENSRNOT00000015871	ENSRNOT00000020809	ENSRNOT00000070978	ENSRNOT00000024408	ENSRNOT00000010183	ENSRNOT00000020917			ENSRNOT00000066303	ENSRNOT00000014787
ENSRNOT00000074829	ENSRNOT00000066740	ENSRNOT00000001690	ENSRNOT00000067389	ENSRNOT00000015283		ENSRNOT00000028416	ENSRNOT00000020440	ENSRNOT00000051754	ENSRNOT00000021527	ENSRNOT00000014548	ENSRNOT00000064947	ENSRNOT00000000510	ENSRNOT00000008837	ENSRNOT00000034421	ENSRNOT00000014415	ENSRNOT00000011005	ENSRNOT00000015308	ENSRNOT00000008507	ENSRNOT00000059524	ENSRNOT00000029237	ENSRNOT00000057096	ENSRNOT00000020717	ENSRNOT00000048875			ENSRNOT00000010835	ENSRNOT00000048020
ENSRNOT00000003460	ENSRNOT00000032943	ENSRNOT00000050941	ENSRNOT00000022681	ENSRNOT00000019184		ENSRNOT00000072796	ENSRNOT00000028116	ENSRNOT00000065882	ENSRNOT00000011138	ENSRNOT00000025325	ENSRNOT00000044278	ENSRNOT00000018782	ENSRNOT00000023965	ENSRNOT00000020401	ENSRNOT00000025281	ENSRNOT00000071853	ENSRNOT00000019720	ENSRNOT00000020014	ENSRNOT00000036853	ENSRNOT00000003207	ENSRNOT00000038212	ENSRNOT00000018378	ENSRNOT00000004834			ENSRNOT00000036738	ENSRNOT00000068132
ENSRNOT00000073429	ENSRNOT00000001014	ENSRNOT00000019597	ENSRNOT00000015010	ENSRNOT00000067097		ENSRNOT00000051307	ENSRNOT00000071420	ENSRNOT00000029021	ENSRNOT00000015384	ENSRNOT00000003788	ENSRNOT00000018953	ENSRNOT00000021553	ENSRNOT00000014749	ENSRNOT00000002938	ENSRNOT00000071433	ENSRNOT00000000083	ENSRNOT00000000325	ENSRNOT00000046370	ENSRNOT00000034266	ENSRNOT00000032997	ENSRNOT00000073317	ENSRNOT00000034146	ENSRNOT00000040162			ENSRNOT00000002869	ENSRNOT00000006966
ENSRNOT00000013600	ENSRNOT00000056051	ENSRNOT00000064310	ENSRNOT00000073587	ENSRNOT00000027260		ENSRNOT00000016637	ENSRNOT00000026187	ENSRNOT00000072007	ENSRNOT00000064450	ENSRNOT00000059892	ENSRNOT00000065529	ENSRNOT00000061826	ENSRNOT00000002109	ENSRNOT00000009944	ENSRNOT00000027963	ENSRNOT00000009612	ENSRNOT00000001595	ENSRNOT00000001890	ENSRNOT00000034708	ENSRNOT00000003012	ENSRNOT00000026021	ENSRNOT00000004609	ENSRNOT00000042200			ENSRNOT00000007687	ENSRNOT00000005623
ENSRNOT00000057924	ENSRNOT00000024272	ENSRNOT00000024069	ENSRNOT00000059167	ENSRNOT00000027421		ENSRNOT00000006984	ENSRNOT00000056114	ENSRNOT00000026578	ENSRNOT00000019075	ENSRNOT00000000325	ENSRNOT00000015374	ENSRNOT00000044690	ENSRNOT00000016755	ENSRNOT00000015692	ENSRNOT00000005067	ENSRNOT00000019389	ENSRNOT00000074543	ENSRNOT00000016842	ENSRNOT00000007802	ENSRNOT00000073985	ENSRNOT00000019923	ENSRNOT00000028173	ENSRNOT00000027297			ENSRNOT00000056862	ENSRNOT00000025904
ENSRNOT00000068497	ENSRNOT00000048550	ENSRNOT00000038566	ENSRNOT00000057260	ENSRNOT00000023379		ENSRNOT00000020401	ENSRNOT00000014749	ENSRNOT00000021568	ENSRNOT00000026212	ENSRNOT00000001595	ENSRNOT00000037612	ENSRNOT00000062137	ENSRNOT00000010466	ENSRNOT00000010367	ENSRNOT00000056612	ENSRNOT00000016578	ENSRNOT00000011270	ENSRNOT00000012655	ENSRNOT00000041394	ENSRNOT00000015818	ENSRNOT00000028876	ENSRNOT00000067169	ENSRNOT00000002291			ENSRNOT00000015864	ENSRNOT00000065261
ENSRNOT00000028732	ENSRNOT00000071663	ENSRNOT00000017012	ENSRNOT00000075341	ENSRNOT00000008987		ENSRNOT00000011181	ENSRNOT00000037397	ENSRNOT00000038830	ENSRNOT00000009202	ENSRNOT00000011270	ENSRNOT00000001019	ENSRNOT00000031331	ENSRNOT00000064726	ENSRNOT00000005348	ENSRNOT00000013009	ENSRNOT00000021116	ENSRNOT00000008160	ENSRNOT00000066855	ENSRNOT00000006195	ENSRNOT00000044279	ENSRNOT00000026909	ENSRNOT00000056449	ENSRNOT00000007326			ENSRNOT00000001856	ENSRNOT00000066940
ENSRNOT00000075602	ENSRNOT00000039864	ENSRNOT00000020817	ENSRNOT00000014510	ENSRNOT00000000142		ENSRNOT00000007889	ENSRNOT00000021577	ENSRNOT00000006849	ENSRNOT00000004042	ENSRNOT00000065333	ENSRNOT00000000336	ENSRNOT00000010019	ENSRNOT00000011078	ENSRNOT00000074636	ENSRNOT00000000078	ENSRNOT00000008106	ENSRNOT00000033940	ENSRNOT00000001305	ENSRNOT00000030532	ENSRNOT00000020335	ENSRNOT00000036738	ENSRNOT00000017053	ENSRNOT00000048166			ENSRNOT00000028549	ENSRNOT00000024193
ENSRNOT00000006607	ENSRNOT00000008281	ENSRNOT00000048947	ENSRNOT00000016475	ENSRNOT00000006800		ENSRNOT00000044006	ENSRNOT00000050195	ENSRNOT00000038872	ENSRNOT00000028763	ENSRNOT00000068739	ENSRNOT00000016784	ENSRNOT00000021577	ENSRNOT00000030706	ENSRNOT00000074558	ENSRNOT00000075580	ENSRNOT00000014252	ENSRNOT00000066191	ENSRNOT00000013502	ENSRNOT00000056995	ENSRNOT00000057472	ENSRNOT00000013933	ENSRNOT00000071541	ENSRNOT00000019351			ENSRNOT00000013390	ENSRNOT00000056225
ENSRNOT00000009705	ENSRNOT00000023506	ENSRNOT00000053624	ENSRNOT00000073404	ENSRNOT00000042070		ENSRNOT00000010361	ENSRNOT00000003092	ENSRNOT00000057509	ENSRNOT00000037742	ENSRNOT00000021120	ENSRNOT00000022387	ENSRNOT00000020079	ENSRNOT00000041551	ENSRNOT00000063938	ENSRNOT00000019618	ENSRNOT00000016321	ENSRNOT00000030015	ENSRNOT00000012407	ENSRNOT00000016289	ENSRNOT00000051027	ENSRNOT00000026929	ENSRNOT00000000716	ENSRNOT00000025174			ENSRNOT00000037101	ENSRNOT00000026514
ENSRNOT00000011314	ENSRNOT00000021898	ENSRNOT00000004065	ENSRNOT00000022585	ENSRNOT00000024779		ENSRNOT00000027785	ENSRNOT00000064141	ENSRNOT00000012519	ENSRNOT00000064841	ENSRNOT00000007455	ENSRNOT00000012875	ENSRNOT00000074626	ENSRNOT00000017264	ENSRNOT00000000018	ENSRNOT00000035973	ENSRNOT00000004448	ENSRNOT00000015185	ENSRNOT00000005172	ENSRNOT00000058301	ENSRNOT00000009150	ENSRNOT00000020425	ENSRNOT00000055343	ENSRNOT00000004161			ENSRNOT00000020749	ENSRNOT00000008934
ENSRNOT00000040430	ENSRNOT00000033719	ENSRNOT00000051371	ENSRNOT00000061503	ENSRNOT00000056420		ENSRNOT00000018695	ENSRNOT00000038180	ENSRNOT00000010367	ENSRNOT00000005258	ENSRNOT00000050804	ENSRNOT00000041493	ENSRNOT00000032163	ENSRNOT00000021289	ENSRNOT00000010955	ENSRNOT00000066977	ENSRNOT00000013142	ENSRNOT00000045721	ENSRNOT00000065001	ENSRNOT00000031464	ENSRNOT00000010891	ENSRNOT00000005157	ENSRNOT00000016414	ENSRNOT00000038431			ENSRNOT00000003473	ENSRNOT00000071728
ENSRNOT00000075733	ENSRNOT00000007523	ENSRNOT00000008961	ENSRNOT00000018815	ENSRNOT00000004172		ENSRNOT00000006200	ENSRNOT00000064526	ENSRNOT00000045841	ENSRNOT00000032193	ENSRNOT00000037529	ENSRNOT00000035597	ENSRNOT00000003928	ENSRNOT00000059951	ENSRNOT00000021577	ENSRNOT00000073529	ENSRNOT00000057826	ENSRNOT00000068739	ENSRNOT00000040954	ENSRNOT00000044945	ENSRNOT00000012632	ENSRNOT00000013864	ENSRNOT00000068457	ENSRNOT00000061761			ENSRNOT00000001696	ENSRNOT00000047653
ENSRNOT00000008120	ENSRNOT00000068535	ENSRNOT00000001923	ENSRNOT00000011823	ENSRNOT00000002520		ENSRNOT00000029244	ENSRNOT00000004578	ENSRNOT00000032495	ENSRNOT00000026207	ENSRNOT00000042117	ENSRNOT00000025403	ENSRNOT00000004147	ENSRNOT00000051883	ENSRNOT00000007655	ENSRNOT00000024752	ENSRNOT00000014153	ENSRNOT00000007662	ENSRNOT00000059277	ENSRNOT00000044567	ENSRNOT00000061761	ENSRNOT00000028549	ENSRNOT00000072983	ENSRNOT00000051754			ENSRNOT00000050018	ENSRNOT00000025147
ENSRNOT00000025878	ENSRNOT00000045379	ENSRNOT00000031170	ENSRNOT00000037546	ENSRNOT00000001644		ENSRNOT00000050708	ENSRNOT00000018685	ENSRNOT00000006053	ENSRNOT00000017617	ENSRNOT00000016458	ENSRNOT00000010637	ENSRNOT00000026010	ENSRNOT00000010396	ENSRNOT00000020079	ENSRNOT00000055570	ENSRNOT00000064438	ENSRNOT00000007812	ENSRNOT00000066678	ENSRNOT00000002790	ENSRNOT00000051754	ENSRNOT00000017110	ENSRNOT00000064557	ENSRNOT00000065882			ENSRNOT00000002987	ENSRNOT00000021756
ENSRNOT00000030931	ENSRNOT00000015286		ENSRNOT00000067271	ENSRNOT00000039059		ENSRNOT00000036374	ENSRNOT00000011078	ENSRNOT00000022932	ENSRNOT00000064985	ENSRNOT00000055232	ENSRNOT00000024323	ENSRNOT00000011078	ENSRNOT00000037291	ENSRNOT00000041551	ENSRNOT00000013912	ENSRNOT00000018564	ENSRNOT00000066480	ENSRNOT00000057422	ENSRNOT00000057953	ENSRNOT00000028086	ENSRNOT00000028057	ENSRNOT00000039166	ENSRNOT00000017169			ENSRNOT00000020472	ENSRNOT00000041177
