SFTU	SFRC	SFNC	SFRN
Pparg	Ap1g2	Vdac3	Uchl4
Mta3	A2m	Ubn2	Gm19710
Eif1b	Epb4.1	Itih3	Gm10451
Gtdc1	Baiap3	Faxc	Ccdc117
Wdr35	Prap1	Klhl40	Bcl2l1
D3Bwg0562e	Sp3os	Akirin2	Dnajb3
Msl2	Nelfcd	Nrf1	Tsr2
Trpc5	Nat8l	Sox4	Smad7
Ap3s1	Gtf2i	Rbm44	Nphs1
Ahcyl2	Itfg2	Prkcdbp	Cyp20a1
Ehd1	2210016F16Rik	Gtf2i	Mok
Pgam2	Hmgb3	Csmd1	Oxtr
Itpk1	Pml	Ergic3	Ywhaz
Eny2	Drap1	Rtfdc1	Zfp661
Efhc2	Myl4	Adcy9	Usp32
4930570G19Rik	Adrbk2	Cbr4	4933427D14Rik
Nefm	Gstm7	Taf12	Sptb
Galnt16	Ccdc23	Lrrc75a	Cyb561d1
Elk3	Gabarap	Gns	Gtpbp8
Dpyd	Anxa5	Magef1	Prkcq
Rtn4rl2	Akt2	Pstpip2	Smco3
Slit3	Odf2	Rnf114	Cep131
Zfp949	Vkorc1l1	Klhdc8a	Rgs2
Mex3a	Gm11744	Dnm1l	Pde8a
Vprbp	Huwe1	Dpy19l3	Fasn
Chek2	Greb1l	Ulk2	Dnajb5
Trak2	Ankrd39	Thy1	Cyp2c65
Wnt16	Ewsr1	Map1lc3a	Kptn
Tpst2	Ccdc91	Kcp	Atp6v0a2
Cyp2d22	Pcdh10	Pbdc1	4932418E24Rik
A2m	Primpol	Dusp14	Rogdi
9830166K06Rik	Dpyd	Psd2	Ccdc94
Lrrc10b	4933427D14Rik	Fubp1	Acta1
2900052N01Rik	Tor1a	BC028528	Pcsk2
Tmem217	Nudt18	Ntn1	Map4k1
Cetn2	2310009B15Rik	March2	Wisp1
Ppp1r1a	Gm5141	Gm17750	Slc9a5
Dtna	Gm1976	1700008O03Rik	Zfp811
Adam23	Inha	Xpo1	Slc35c1
Rnf157	Tars2	Msmb	Fam184b
Klhl26	Sel1l3	Rhoq	Tef
Neurod1	Tle2	Carns1	Nptx2
Nap1l1	Sec1	Rasgrf2	Dmtf1
Iqgap2	Aox1	Smyd2	Pwp2
Inhba	Specc1	Smpd3	Ncoa4
Plat	Srebf2	Trim44	Akr1a1
Ryr3	Xkr6	Zfp954	Exo5
Fgf4	Rabgap1l	Gm14169	C130073F10Rik
Dand5	Syndig1	Mgat4c	Glrx
Unkl	Cldn3	Hs1bp3	Klk1b24
Arhgef26	Asxl3	Pold4	Gpr85
Jph4	Hps4	Unc13b	Lats1
Pno1	Frmd4a	Gm20754	Tbx21
Tekt5	Styx	Btbd3	5730455P16Rik
Hipk2	Lrba	Sgsm3	Gdnf
Acaa2	Spink10	Csdc2	Gm5124
Rnf31	Kdm5a	Chrdl2	Xkr8
Polr2h	Tbl2	Lphn3	Tmbim4
Nek3	Nelfb	Cd81	Tubb4a
Mylip	Pafah1b3	Pdzd11	Neb
Stx2	Fkbp2	Sin3b	Pcolce2
Ipo8	Cstf2	Tubb2b	Cnst
1110007C09Rik	Smug1	Hsd3b2	Mtf1
Hist2h2be	Slitrk1	Rps6ka1	Nktr
2310010J17Rik	Dgki	Phxr4	Esrrg
Chm	Neurl1b	Slc39a1	Katnal1
Apol8	Casc4	Nipsnap1	Ifit3
0610031J06Rik	Gm715	Reps1	Rabac1
Plrg1	Prrx1	Gpr152	Syt1
Fam124a	Eif1ax	Wdr54	Mrpl27
Gopc	Urod	1700123I01Rik	Tmem39a
Rnh1	Tmem255a	A530016L24Rik	Amer1
Tdgf1	Cep152	Kdm4a	Chd7
St3gal4	Tsr2	Slc22a30	Dstn
Nop10	B3galt2	Trabd2b	Bola1
Bcl2	Lhfpl5	Mllt10	Tsen15
Pnmt	Aldh3b1	1700008I05Rik	Trem2
Ggta1	Syce2	Arfgap3	4930578M01Rik
Ak5	Nxt1	Ncf4	Rps19
Trpc1	Gpnmb	Pspn	Rpl4
Dync2h1	Tmem181a	Tardbp	H2-Ke6
Ccdc134	Abcb7	Fam187b	Zbtb37
Cdadc1	Git1	Spata2	Vps13c
Pank1	Meg3	Pgd	Casp8
Rap1b	Mre11a	Kat2b	Papl
Tle4	Kit	Daglb	Frmd4b
Thy1	Rab22a	Yeats4	Pbx3
Gtf2e1	Ndufs7	Trpc2	Dusp5
Lincpint	Adam19	Ckap4	Ccr10
Arhgef6	Gtl3	Aldh5a1	Dkk3
Lhfpl5	Tsen34	Sertad3	Tbx19
Hap1	Ccdc94	Dnajb3	Card14
Syt3	Pcsk2	Pard6b	Uba6
Pdgfra	Ppp1r7	Hapln3	Map6
Rdh12	Zdhhc15	Tnfrsf19	Pvt1
Slit2	Notch4	Nwd1	Adcy5
Gm17597	AI464131	Nrbp2	Thrb
Dbf4	Elf5	Snx11	Rnase4
Krt10	Atxn10	Plin5	Zfp664
Atp6v1b2	Ncoa3	Abo	Cwc15
Scd2	Ngef	Asb5	Zfp874b
Cacna1c	Ddit4l	Zfp580	Ceacam10
Mettl13	Mpp7	Lin52	Taf9b
Gng7	Wbp1	Huwe1	Ubxn6
Mblac2	Gfra4	Adcy8	1700086L19Rik
Cxcl12	Msl2	Gzmm	Dkk4
Fggy	2210015D19Rik	Prap1	Nacc2
Amy1	Stxbp6	Recql5	Dcaf15
Efcab1	Mblac2	Zfp637	Ndufb5
Ppp1r3g	Ercc6l2	Tyrobp	Dnajc18
Nppc	Scd2	Alkbh3	D630033O11Rik
Nap1l2	Mmaa	Primpol	Pdia3
Marf1	Pdzrn3	Pdcd6	Dld
Tmem47	Vprbp	Kif12	Efhc2
E2f6	Tomm34	Hip1r	6230400D17Rik
Mapk3	Rpl4	Kmo	Dusp28
Swt1	Nefl	Gucy1a2	Oard1
Mtmr11	Cryzl1	Arhgef6	Atp5g2
Fibcd1	Usp18	Triap1	Cacna1g
Phf2	Hsp90b1	Ctsa	Cep170
Lrba	Numbl	Neo1	Usp40
Htatsf1	Matn2	Cxcl14	Large
Bag2	Zfp3	3300002I08Rik	Myo3b
Tmem263	Scoc	Tmc7	Zfp692
Abca3	Gramd1a	Osbpl7	Ncapd2
Map1b	Gpt	Fzd5	Trim17
Pmm1	Fbn1	Rph3a	Eif4b
4930503L19Rik	Mkrn1	Dnajc12	A930004D18Rik
Emp3	0610011F06Rik	Tbk1	Mir1931
9430041J12Rik	Jph4	Sh3gl1	Rpa1
Adamts18	Polk	Lzic	Slu7
BC028528	Sulf1	Ankrd44	Pdcd11
Glra2	Vstm4	Ahcyl2	Ppp4r1
Myl4	Htatsf1	Pabpn1	Rasl11b
2310022B05Rik	Sh3bp4	Rwdd4a	Izumo1
Oprd1	Crebl2	Theg	E330009J07Rik
Map3k12	Chd1l	Gba	Prkce
Trmt10a	Anxa4	Mettl15	Hand2
Kdm5a	Syngr3	Cpsf6	Morc2b
Idh3b	Zfp692	Lhx2	Sarnp
Ctsb	Nob1	Lama3	Nfia
Kctd4	Zc3hav1l	Mab21l3	Cnpy2
Cth	Ubc	5830432E09Rik	Rccd1
Mpc2	Cox7a1	Gss	Efcab10
Psen1	Ipo9	Hoxa7	Tusc5
Tspan2	Sertm1	Cntn4	Msantd2
Ednrb	Eif4g2	Atp6v1g1	Fabp4
Srsf7	Lgi3	2610005L07Rik	Thsd1
Sulf1	Alkbh2	Grip1	Hoga1
Prelp	Setd6	Tgm4	Atp5sl
Mgat5b	Epn2	Vldlr	Idh3b
Pcdhb3	Gstm1	Mir1931	Rfxank
Kcnk2	Pcif1	Arrdc3	Gm17733
Polr3g	Spg21	Mllt6	Pnpla8
Polr3e	Srl	Sh3d19	Med22
Crocc	H2afv	Capg	Acvr2b
Ice2	Gm9899	Gap43	Fut4
Slc39a1	Klhl22	S1pr2	Rhot2
Pla2g4e	Cenpp	Gm17597	Ehhadh
Chtop	Top2b	St3gal4	Pla2g2f
Rpap3	Akip1	Axin2	Trabd
2810468N07Rik	Vcam1	Slc46a1	9430020K01Rik
Alg11	Rspo3	Lgmn	Syn1
Trp53i13	Zfp740	Lgr4	Lef1
Ttc9b	Tmem198	Ptgfrn	Mid1ip1
Ptpdc1	Jak1	Bpifb9b	Edem1
Tardbp	Isoc1	Mrpl28	Crcp
Ccpg1	Acad8	Pgpep1	Acvr1
Rprd1a	Ankrd13b	5830411N06Rik	Kifc3
1300017J02Rik	Cbx2	Galnt18	Ddx23
Smim14	Lgals3	Iws1	Syce2
Osbpl3	Plxdc1	Efcab6	Fkbp6
Scd1	Sema4a	Iqgap1	Crygn
Tarbp2	Fam131b	Ap1ar	Smek2
Edc3	Fnbp1l	Cdh13	1810013L24Rik
Tbl2	Unc5c	Ifi27l2b	Sipa1
Tubb4b	Nacc2	Ano6	Safb2
Lphn1	Snap91	Rora	Pde4a
Cela1	Wfs1	Celf6	Cxcl12
Fgf5	Dnajc16	Gad1os	Stx2
Lrp4	Ubap2l	Umps	Cdc25a
Camkv	Fbxl7	Cdca7	Rangap1
Snhg11	Pld3	Ggt7	Zfyve21
Frmd4a	Hk2	Map3k5	Cnep1r1
Mif	Nfs1	Cdc42ep2	Sorcs2
Tbc1d2b	Rab32	Mpv17	March9
Aff3	Gprc5c	Lrrc8a	Dll3
Yif1b	Midn	Slc16a11	Sema3a
Eif1ax	Fbxo31	Cd38	Unc45a
Mpp7	Klf7	Ostm1	Srebf2
Inpp5f	H2-DMa	Degs1	Mrpl11
Helz2	Fam19a2	Abcd3	Inpp5a
Ccdc85a	Hsbp1	Abcb7	Ccdc85b
Sbf1	Tmem229a	Nxn	Aire
Peli1	Nup88	Nrsn1	Enpp6
Ddx46	Gm5124	1700025G04Rik	Bach1
Pitpnm1	Gle1	Synj2bp	Prps1
Med22	Efnb3	Mtch2	Ces2f
Slamf9	Htatip2	Nup88	Scrib
Tyrobp	Vwa1	Cacna1c	Galk1
Fgg	Pet112	Trim27	Nwd2
Atp6ap2	Igfbp7	Trpc1	Clec2l
Usp54	Tcof1	Rai1	Dpp7
Aif1	Galnt18	Gla	Rab27a
Fgfbp3	Trim44	Commd4	Wdr44
Caskin1	Nfia	Megf6	Lrrn2
Tle2	Ccdc160	Tox3	Blnk
Cdon	Slc39a3	Fam101b	Skida1
Vgf	Rnaseh1	Dnm3	H2-Q10
Fam120b	Rhoq	Mettl13	Spon1
Fam19a2	Ssbp3	Gnptab	AI854517
Lix1l	Cecr2	Bhmt2	Mirg
Smurf1	Ikzf4	Capsl	Bag3
Ina	Mipep	Polr3e	Rfesd
Frem1	Ssr1	Arpp21	Fam196a
Ergic1	Prkcg	Atxn1	Gas5
Adam11	Tnip2	A830082K12Rik /// A830082K12Rik	Lsm1
Tdrd3	Prorsd1	Cyp11a1	Dag1
Pirb	Mertk	Vmn1r44	Mcfd2
Drap1	Tmod3	Abhd2	AU040320
Cdk14	Slc16a2	Ryr3	Mecr
Nefh	Tmppe	Gpr64	Gad1os
Rnf8	Lrrc4	Ppp1ca	Prkag1
Chd3	Mtfp1	Tmem86a	2810032G03Rik
Alcam	Akap9	Cish	Tmed3
Pou4f1	Adam23	Tpbpb	Rfc2
Il16	Ccdc28b	Oxsm	Psmd4
Desi1	Slc5a5	Ctsb	2810029C07Rik
Pou6f1	Tspan17	Serpina9	B9d2
Cttn	Cux2	Plcd3	Ap5s1
Pbdc1	Mapk12	Tbc1d7	Ccdc124
2810459M11Rik	Gem	Irf7	Syt17
Mgst1	Hmgcr	Tomm20l	Knstrn
Itpkc	Sf3b2	Mypop	Smim23
Sort1	Lbp	Wdr1	Cidea
Nfasc	Use1	Pappa2	Zp2
Mcm9	Slc38a10	Rgs10	St5
6330403K07Rik	Kbtbd11	Cpne4	Zhx3
Spata7	Slc35f2	Snapc4	Zpbp
Hs1bp3	Plvap	Irak1bp1	Farsa
Larp6	Arsi	1700069L16Rik	Cdk5r2
Kifc3	Il10rb	1300017J02Rik	Rchy1
Rab5a	Ppp4r1	Epha3	Cts6
F8a	Htr4	Oasl1	Slc38a3
Rhot2	Ubqlnl	Trim67	Tmem210
Srgap1	Tctn1	Csnk2a2	Tmem216
Sntg2	Ndufa5	Slitrk5	Slc29a4
Id2	Slc17a7	Pofut2	Eid1
Atp6v1d	B4galt1	Lat2	Babam1
Siva1	Smpd1	Shb	Etv6
Tram1l1	Ap3m2	Pag1	1700029I15Rik
Dll1	Adamts6	Fam46c	Cc2d2a
Chrm1	Tnnt2	Phf11d	Enpep
Icam1	Nfyc	Syncrip	Myo9a
Angptl2	6330403K07Rik	Lamtor3	Myg1
Atp9a	Ankdd1b	Cdcp1	Snx33
Sel1l3	Ppp3r1	Pon3	Rps3
Pex5l	Peli1	Opn1sw	Trim41
Tdo2	4930503L19Rik	Tpst2	Gimap8
Frmd4b	4930570G19Rik	Pitpnm1	Timm21
Gpr146	Zfp612	Rit1	Trak1
Cthrc1	Iigp1	Doc2a	Eif2ak3
Zc3hav1l	Ift43	Col5a2	Wdr77
D430019H16Rik	Lyz2	Pkp4	Tmem107
Kcnk1	Antxr2	Il1f5	Phf5a
Anapc13	U2af1l4	Clec4a3	1700123I01Rik
Taf1d	Nagk	Bola3	Cpb1
Arhgdig	Krtcap2	Prkar2a	1600014K23Rik
Purb	Baalc	1700018A04Rik	Ppp1r26
Crip2	Crebrf	Tdrd3	Ubr7
Adcy9	Dennd6b	Fam120b	2700060E02Rik
1700069L16Rik	Klf6	Abca3	Cds2
Cobl	Cys1	Insig2	Tvp23b
Ssr1	Kremen1	Sesn1	Pus1
Edem1	Atp6ap2	Napb	Tmem159
Arl2	Rab5a	Adamts20	Zbtb12
Asb6	Shisa9	Tmem60	Toporsos
Scoc	Mettl7a2	Sema7a	Cox10
Syt4	Dazl	Nelfcd	Nlgn2
Htr5b	Nrarp	Kirrel3	Cpne8
Osbpl10	2310010J17Rik	Hk2	Il25
Sema7a	Fam203a	Mien1	Selm
Tnfsf10	Plp2	Npb	Srd5a2
Kcnk13	Coa5	Mvp	Ccdc106
Dcx	Dcc	Neil3	l7Rn6
Adamts4	Gna13	Slamf9	Fxyd2
Klc3	Slc26a2	Hopx	Shoc2
Cpd	Lmo4	Camp	Pigt
AW495222	Alox8	Tbc1d8b	Rnf219
Nat8l	Mapk4	Tnni1	App
Litaf	Plcg2	Dysf	Fbxl18
Paics	Rccd1	Bpgm	Gbe1
Skida1	Chd3	Zbtb7b	Psmc3ip
Rspo2	Gstt1	Tmem40	Nme5
Osmr	Sdk2	Fam114a1	Dnm1l
Rnf207	Itpk1	Zmat3	Xrcc1
Slc17a6	Erlec1	Serpinb9b	4930511E03Rik
Plekha6	Dscaml1	Epb4.1	Snhg18
Cebpb	Fgf5	S100pbp	Mllt6
Ap1g2	Ccdc85a	Srd5a3	Ggnbp2
Tmpo	Efcab1	Pcdhgc4	2610028E06Rik
Nmur1	Caln1	Spon1	Bhmt2
Gpatch3	March3	2610035D17Rik	Syt11
Insig2	Pparg	Mrps25	F8a
Nbas	Scd1	Pwp1	Zfp787
Zdhhc15	Gsn	Trim13	Vps35
Snapc5	Nap1l2	Fam134a	4933404O12Rik
Smarcal1	Cela1	Ddx50	Vrk3
Nap1l3	Clip1	Lox	Wrap73
Shisa7	Trpc5	Pnkp	Ypel1
Zfp711	Ostf1	Cad	Rfc1
Wbp1l	Usp54	Cd44	Col25a1
Dkk3	Fto	Rabgap1l	Rorc
Caml	Slc38a3	Mapk8ip1	Marf1
Ppapdc1a	Prpf38b	Paics	Gpm6a
Ppp6r1	Plekha6	Crat	Nefh
Sh3rf3	Hsdl1	R3hdm1	Gm5141
Dscaml1	A330050F15Rik	Fam196a	Ngfr
Arid3b	Scn1a	Gpatch3	Nrf1
Otop2	St3gal3	AI462493	4933407K13Rik
Smoc2	Tubb4b	2300002M23Rik	Tspan5
Shisa9	Thbs3	Erlec1	Armcx1
Uhrf1bp1l	C1qc	Wbp1l	Ndufaf6
Eqtn	Tiam2	C2cd2	Tgfbr1
Prdm8	Tst	Efemp1	Nedd9
Nudt3	Ss18	Krt23	Fitm2
Akr1b10	Pgs1	Zfp536	Haghl
Fam126b	Tnnc1	Slc25a38	Cd44
Nagk	Canx	Unc50	Hif1an
Ctns	Haus4	Eps8l1	Ift88
Eepd1	Msrb2	Slc5a5	Stard3nl
Sgcb	Jup	Dlk2	Pgap1
Srl	Hdgfrp2	Rftn1	Sept8
1700052N19Rik	Gng7	Erbb2ip	Ccdc22
Plec	Col6a2	Ube2t	Prkcg
Dyrk2	Sdc2	Fhl2	Slc39a4
Casc4	Rprd1a	4930500F04Rik	Ube2h
Speg	Ppp1r26	Psors1c2	1700023F06Rik
Ralyl	Nek3	Dbi	Cfd
Ccdc122	Cxcl10	Rnaseh2a	Nudt22
Tgfbr1	Arglu1	Hist1h2bp	Dync2li1
Kpna2	Adamts20	Parp2	Pigyl
Cdca7	Pim1	Smoc2	Fut10
Meg3	Rnh1	Smug1	3010026O09Rik
Klf15	Snhg10	Snapc5	Ptrhd1
Adamtsl2	Trub1	Stk40	Slc17a5
Slc24a2	Abca5	Mettl21e	Arhgap1
Acvr2b	Npc2	Arsb	Dll1
Fastkd3	Pcdh19	Fat3	Med14
Gls	Caskin1	Tac1	Mmgt2
Ahrr	0610009L18Rik	Prmt6	Polr3a
Tdrp	St3gal5	Abhd16a	Tcf15
Manea	Id3	Speer4f	Atp6v1h
Pou6f2	Csdc2	1110008P14Rik	Cd3e
Smc2os	1810026J23Rik	Mrpl34	Slc43a1
Aprt	Usp46	Trim29	Wdr73
Srxn1	Sufu	Sccpdh	Cxcl15
Maged1	Ifi27l2b	Syt17	Gm5083
Chil1	Emc2	Mrps23	Plekhh1
Nudt18	Chtop	Macf1	Rbms3
Fam171a2	Lgals3bp	Ins1	Dyrk3
Ubap2l	Plod1	Arhgap19	Zfand6
Chrna1	Fam193b	Icam1	B930041F14Rik
Nudt8	Mro	Fam124a	Trpv4
Traf7	Grik3	Tmem179b	1110008P14Rik
Zfp354b	1810010D01Rik	Spata17	Sox9
Fcgr2b	Qtrt1	Rnf165	Spry2
Gdpd3	Ifngr2	Ggta1	Srpk1
Ccne2	Suv39h1	Tspan32	Ahnak2
Trpm3	Ccdc28a	Araf	Dcaf4
Ccdc12	Grm8	Ehd1	Xpo1
Alkbh3	Spop	Mpc2	Vamp2
Thsd7a	Scn2b	B9d2	Mrpl40
Msn	Sap30l	Ik	Akr1e1
Ston2	Phactr1	Gpr155	Ache
Ikzf4	Tmsb4x	Zcchc14	Qsox1
Cux2	Rph3a	Podxl2	Exoc1
Ccdc28b	Cox6b2	Cttnbp2nl	Fam26e
Lyz1	Prtg	Pcmt1	Vmn1r44
Gm11681	Slc35c1	Diap2	Ube2t
Serpinb6e	Slit3	Tbc1d10a	Myl10
Smc4	Ipo8	Fam151a	1810032O08Rik
Dcun1d3	Arhgap19	Akap8	Foxo3
Ubc	Atl1	Lgals3bp	Tdrd12
Tef	Ahrr	Knstrn	2700049A03Rik
Capg	Rgs10	Dctpp1	Fhl5
Vwa1	Cdca8	Sfswap	Fbln1
Gnptab	4933404O12Rik	Amer3	Haus1
Ctxn2	Slc31a2	Matn2	Zfp850
Sin3a	Pcna	Glb1	Cldn26
2810032G03Rik	Aldob	Psat1	Bckdha
Pcdh19	Timp1	Rbp4	Dact1
Hexb	Polr3a	Lysmd1	Fam32a
Dusp14	Gtf2e2	Ms4a3	Jph1
Kcna5	Serpinh1	Cdh4	Usp29
Ep400	Mettl7a1	Socs2	Dtnbp1
Gap43	Manea	Chm	Kbtbd4
Plxdc1	Oprd1	Efr3a	Tmed9
Dazl	Emp3	Tbc1d10b	Fyco1
Tlr2	Shisa7	Slc52a2	Pcdh8
Pcmt1	Tubb2b	Taf1d	Dnajc22
Cish	Mien1	Fgf8	Fbxo2
Exosc2	Zdhhc22	Ppp1r3e	Flg
Wdr91	Bahd1	9430038I01Rik	Psmb4
Mpv17l2	Map7	Mcm6	Ppp3cb
Dzank1	Ttc9b	Gatsl3	Tmem134
Park7	Slc7a10	Commd3	Cyth1
Ap1ar	Mettl14	Lmnb1	Psen1
Igsf9	Dyrk2	Ssbp3	Prune
Cml3	Sin3b	Ppp2r5c	Trnp1
Spink10	Kpna2	Phf21a	Glt25d1
Timp1	Eps15	Reep5	Utrn
Tmppe	Abcd3	Polr3c	Higd2a
Ogfod1	Kras	Prkaca	Pdcd2
Cyp4f15	Ddx46	Zfp708	Pyy
Ddit4l	Tmsb15a	Zfp616	Gorasp2
Pold3	Hdac1	Ldoc1l	Cactin
Stx6	Mfsd3	Eny2	Stac2
Fkbp2	Sin3a	Car2	5830415F09Rik
Slc22a23	Cttn	Atp6v1f	Fancc
Reps1	Hint3	Dnaic1	Pecr
9430038I01Rik	Haus5	Plekhh3	Snap25
A830082K12Rik /// A830082K12Rik	Hkdc1	Grm3	Usp50
Endou	Frem1	Xpr1	Prss2
Lrrc20	Osbp2	Cmya5	Casp12
Caln1	Smarcal1	Nop10	Tcp11l2
Mrpl54	Smdt1	B3galt2	Oser1
Plcd3	Lypd1	Fam13a	Etnk1
Samhd1	Chga	Ipo9	Lrrtm3
Tspan17	Swt1	Csf3r	Asic2
Dctd	Tle1	Tmem8c	Cecr5
Cdh8	Napb	Mtcp1	Tmco6
Prim1	Tgm4	Tfpi	Ap3b2
Hdac1	Panx2	Igfbp1	Tomm34
Pcolce2	Kcnk2	Khdc1a	Ugp2
Prkcdbp	4930452B06Rik	C1qtnf7	Caly
Diras2	Prex1	Tmem263	Arc
Itga8	Asphd2	Pdcd10	Ptk6
Eci1	Ppp2r3a	Ppp1r14a	Ap3m2
Gpr176	Prokr2	Fbxo30	Plscr2
Mcm8	Smap1	Dtna	Mypn
Pkia	Kirrel3	Helq	Phox2a
Ngef	Prelp	Ube2e1	Slc2a9
Lrch1	Nsmce4a	Fgf14	Th
B3gnt5	Mylip	Cln5	Ccdc6
Sult6b1	Eny2	Ccdc53	Rims1
Atp6v0c	Raph1	Enpp4	Kdm8
Mfhas1	Lzts3	E2f6	Cd1d1
Megf6	Aff3	Zfp593	Rspo2
Odf2	Vmn2r29	Cpq	Rps6
Slc22a30	Bcl2l2	Snhg8	Cnpy3
Agmat	Msn	1810041L15Rik	Mlkl
Tspan5	Actr10	Ctxn3	Slc17a7
Rpl35	Ehd1	Fabp4	0610031J06Rik
Rhou	Ifitm3	D830026I12Rik	Nit1
Gpr19	Cryz	Pgls	Nob1
Sfxn2	Pdcd6	Armcx2	Glyr1
Wfs1	Aagab	Nudt3	Nr2e3
Zfp664	Fitm2	Gsx1	Fgf23
Nelfb	Liph	Ift88	Pfdn2
Rsu1	Brd9	Nxpe4	1700001K19Rik
D17H6S56E-5	Lamb1	4933426M11Rik	Kif23
Capza2	Fgf13	Nap1l3	Eif3k
Bsdc1	Sgk1	Eif2d	Sept11
Tbc1d16	Stx1b	Wnt9a	Mapre1
Anxa4	Mkl2	Clock	4930524C18Rik
Eya4	Wee1	Mrpl3	Slc39a2
Hps4	Fgfbp3	Snrk	Psmg1
Asic2	6430548M08Rik	Rfx1	Gnb2l1
Foxj2	Zfand5	Lrp10	Tmem42
Adam19	Map2k5	Ccnb2	Nceh1
Igfbp7	Mfsd10	Pdyn	Clasrp
B4galnt4	Fbxw10	Riok2	Pnma2
Kdm8	Dlg5	Fbxo45	Sdc2
Efemp1	Aurkaip1	Ly96	Ncoa6
Cyp11a1	D130020L05Rik	Tmem241	Chmp2a
Rora	Dcps	Stambpl1	Ercc1
Htr4	Dtna	Prkrir	Dph5
Fbxo31	Dbf4	Id3	Zfp180
Naa35	Ddt	Tmem42	Fau
B2m	Calhm2	Nop16	Rnmtl1
Atp10d	Ahcyl1	Rbm34	Hhipl1
Nucb1	H2-K1	Mgst1	Shmt1
Ppp1r7	Rhoj	Cyp4f13	Pno1
Braf	Cacna1d	Ptchd3	2610035D17Rik
Ifitm3	Rbm33	Gm11744	1700029J07Rik
Mbd5	Prr14l	Armc6	Lsm7
Thbs3	Sort1	Serf1	Get4
Slc8a2	Emg1	Ndufs7	Ttpal
Clec4a3	March4	Snrpc	Wdr74
Fibp	Zbtb41	Trpm5	Dnajc6
Adamts3	Elmod3	Krt12	Fam195a
Zfp740	Agmat	Pld3	Slc25a38
Vstm2b	Dnajb4	Omg	Rbbp5
Ssr4	Pfkl	Inha	Snrpb2
Arf4	Kcnk1	2810471M01Rik	Bcas3
Ankrd36	Adra2c	Ccdc181	Pgs1
Cars2	Adam8	Gnai1	Cox6a2
Scml2	Casp2	Cyp2c50	Ilf3
Tanc1	Coq7	Fgg	Dhodh
Mpp6	Cyp4f15	Xpa	Gls
Praf2	Kcp	Med14	Ifngr2
Hexim2	Pou4f1	Myo18a	Zdhhc13
Aste1	Map2k3os	Utp14a	Arid3b
Reep5	Pkd1	Txnrd3	Tefm
Rnf122	Fkbp7	Ap1s2	Tmem135
Trim30a	Stk19	Gpam	Rnf157
Stag2	Bsdc1	Krt71	Dusp10
Pqlc2	Pou6f2	Endou	Enkur
Slc35a5	Pold3	Homer3	Ankrd32
Casp2	Ppp2r2b	Insc	Tcerg1
Tmem198	Foxo1	Gm11681	Map9
Ankfy1	Adamts4	Stx6	Nvl
Kcnk3	Slc9a7	Supt6	Ly6e
1810014B01Rik	Arhgef11	Islr	Adamts6
Vash1	Pcbd2	Tcf21	Ksr2
Tmem203	Bcas3	Ramp1	E4f1
Sdhaf2	Mxd4	1200014J11Rik	Thap2
Mre11a	Ckap4	Rgs9	Cdk5rap3
AI854517	Efr3b	Zfand1	Rasl10a
Mettl14	A630072M18Rik	Snrnp48	Mrps31
Pot1b	Rbbp8	Dgki	Dmpk
Ccnf	Nop10	Hoxd9	Mpzl1
Nefl	Zswim7	Tln1	Pop7
Gstm7	Syt3	Ctnnbl1	Ttyh1
Ccl5	Mtmr11	Nfu1	Txnl4a
Pcna	Csnk1d	Mkrn1	Plekhg5
Sypl2	Gpc6	Agk	Tnfaip1
Vldlr	Arhgdig	Alg11	Mrpl49
Alkbh1	D330050G23Rik	Amy1	Camk1d
Ppp3r1	Map3k12	Rgs8	Mapkapk2
Fam53c	Pou6f1	Rps9	Cpne6
Tmem255a	Arhgap24	Zbtb16	Lhx9
Napepld	Nae1	Fndc4	Ndufc1
Arl10	Srxn1	Ston2	Clcc1
Mrpl3	Zfp703	Hmox1	Gucy1a2
Ccdc61	Chm	Chrna4	Ncoa5
Ttc39b	Id2	Shcbp1l	P4ha3
Plk2	Pla2g4e	Slc22a16	Fbxw7
Chrna4	Sgsm3	Il10rb	Ppp4c
Tmem241	Lrrc42	Cdh6	BC035044
Tcof1	Myh3	Syt3	Htra2
Enc1	Il2rg	Slc24a2	Kbtbd11
Fgf8	Chrdl2	Jade2	Ip6k1
Zcchc8	Ncf2	Pmpca	Fam120c
Pet100	Baz1a	Rgs2	Gstt1
Parm1	Tdrp	Exoc2	Olfr1509
Ttc14	Scrt2	Il12rb2	Olfml1
Stard3nl	Dusp5	Cul7	Kri1
Ndfip1	Mgat5b	Heatr3	Mthfd1
Mrps12	Col27a1	Zfp365	Edem3
Tomm20	Tpst2	Smim14	Bbc3
Myl6b	Slc5a6	Mylip	Sult6b1
Mapk4	Mast3	Slit3	Rbmx2
Adrbk2	Pde12	Ffar4	Lage3
Pdyn	Ndfip1	Lrrfip1	B4galt4
Bola3	Sod1	Gabrd	Ttc33
Iws1	Slc35g1	AI464131	Atp5j
Helq	Dyrk3	Bpifa1	Cnrip1
Sufu	Prkce	Krt77	Smcp
Angptl4	Rps10	S100a10	Specc1l
Prkag2	Ahi1	Cyth1	Bub3
Esrrg	Gpn1	Samd5	Bmpr1b
Aurkaip1	Rap1gap	Cyth3	Ap3s2
Txndc5	Iqsec3	Nfkbiz	Kbtbd7
Slc39a3	Cyb5r3	Dynlrb2	Grpel2
Map7	Prrc1	Yipf1	Atp13a5
