SFTU	SFRC	SFNC	SFRN
Susd5	Sipa1l2		
Coro7	Echdc1		
Nars2	Heca		
H3f3a	Bst2		
Ebpl	Chrna6		
LOC100047123	Arl6ip4		
LOC100125594	Atxn7l1os2		
Csf3r	Camk2g		
4930548H24Rik	Cox11		
Ldha	9130008F23Rik		
Prrg1	Gjd2		
Lypd8	Svop		
Zfp719	Hdac11		
Sept6	Acy3		
Mapkapk2	Vmn1r40		
Irf2bp1	Ephx3		
Smad7	Tm9sf1		
Cdk1	Slc26a1		
Upp1	Sez6l2		
BC018242	Smad1		
Serpinb1b	Rai1		
Runx1	Xrcc5		
Rnf44	Oma1		
Egln2	Esf1		
Polr2a	Myo3b		
Rhobtb1	Scaf4		
Tac1	Smarcd3		
Deptor	Ap4b1		
Taf12	Dmbx1		
Gpm6b	Vkorc1		
Ppm1b	BC100451		
Vmn1r56	Wdr45		
Cdca8	Ppp2cb		
Ror1	Icam5		
Tmco5	Rgl1		
Mettl16	Mylk2		
Itgb2	Pptc7		
Prpf40a	Zfp93		
Dmbx1	Fam168b		
Rpl13a	Akap17b		
Zfp52	Ccdc104		
Ndnl2	Ccdc88c		
Inip	Txndc16		
Megf11	Slc39a10		
Fdx1	Ppp2r5d		
Sec11a	Stx19		
Mxra7	Gp1bb		
Fgd1	Stx12		
Mtf2	Fam83f		
Cyp17a1	Zhx2		
Gm13446	Kcnh5		
Zfp563	2310016D03Rik		
Vav3	Col6a4		
Acad8	Msrb3		
Smpdl3a	Nkain1		
Ntng2	Mtrf1l		
Cacnb3	9630033F20Rik		
8030462N17Rik	Ufc1		
Mlf2	Vpreb1		
Ash1l	Rarb		
Aars2	Tmem14c		
Myl12a	Cyfip1		
Cadm2	Smg9		
AA467197	Ago1		
Kat5	Lyplal1		
Egfr	Cyp2u1		
1700019P21Rik	Cybrd1		
Lca5	Adam33		
Wls	Mrpl41		
Ppp2cb	Ins1		
Usp25	Rpf1		
Ctcf	Eif3k		
Fam60a	St3gal2		
Hsd17b1	Pmvk		
Rfesd	Vps51		
Vps45	Micu3		
Slc33a1	Cacna1b		
Bbip1	Mospd1		
Chl1	Stat5b		
Arl4d	St6gal2		
Tmem25	2510039O18Rik		
Gpi1	Smarca5		
Ap3s2	Tmem129		
Clta	Spn		
Mms19	Rheb		
Mrpl12	Plscr2		
Kmt2b	Tial1		
Usp48	Nus1		
Lin7c	Sult1a1		
Rmnd5b	Cdc23		
Zxdc	Atp2b1		
BC068157	Gdpd2		
Uxs1	Ankrd6		
Ccdc25	Mtpn		
Gja4	Gde1		
Exoc2	G3bp2		
Dsg2	Serbp1		
Zfp30	Mcmbp		
Rgs5	Rpl7a		
Il17rb	Chd9		
Ppp4r4	Mcl1		
4930524N10Rik	Fryl		
Strada	AA467197		
Sipa1l2	Zfp39		
Prps1l3	Srcin1		
Pnkp	Gtse1		
Ppp2r2d	Atad5		
Ppp1cb	Arf3		
Ddost	Gatsl3		
March8	Slc44a1		
H2-Ke6	BC034090		
Rela	Abo		
Akap7	Erich6		
Mecr	Insc		
G3bp1	Rab3d		
Aldh3b2	Fam162a		
B3gat2	Habp4		
Myh4	Golga3		
Dedd	Pi4k2a		
Lamc1	Snap23		
Nrip1	Chst5		
2810471M01Rik	Ubap1		
Slc29a2	Sptbn1		
Morc3	Fbxo43		
Hoxb2	Kifc2		
Fut8	Dusp2		
Zfy2	Gmpr		
Mknk2	Kif4		
Enthd2	4933433F19Rik		
Tex35	D17Wsu92e		
Krt6a	Ip6k2		
Hck	Rd3		
Gm17750	Rnf5		
Tsen34	Fndc7		
Wnt8b	Rsad1		
Mx2	Hoxa7		
Reep3	Gm12371		
Wdr17	Pi4k2b		
4933404K08Rik	Cdk17		
Apex2	Gpr107		
Hspb3	BC029214		
Lrrc9	Tmem63c		
Fmnl2	Hnrnpm		
Zfyve27	Gja10		
Chmp4c	Ccdc30		
Ttc26	Shisa4		
Agap3	Arhgap33		
Lpin3	Fam183b		
Asah1	Gm5595		
Cotl1	Hddc3		
F2r	Txlna		
St6galnac6	1700026D08Rik		
Bclaf1	Ccdc137		
Plin5	Pdxdc1		
Psma4	Klhl10		
Dicer1	Hist1h2bp		
Uap1	Fndc5		
Fpr-rs3	Spdya		
Rsad2	Fam193a		
Pdpr	Zfyve20		
Foxn3	Pld4		
Cldn2	Rsrc1		
Fbxo43	Ap5z1		
Cercam	Myrfl		
Hivep1	Tmem128		
Aptx	Bub1b		
Nr2c2	Homer3		
Atf7ip	Wnt2b		
Rnf2	4921524J17Rik		
Kmt2d	Klf5		
2810429I04Rik	Calr3		
Rnmt	1700008I05Rik		
Tom1l1	Nr2f1		
Bmper	Lpin3		
Slc25a46	Ttyh3		
Kif26b	Ndufs3		
Ptprt	Tcea3		
1700109H08Rik	Sdccag8		
Bbs1	Zfp30		
Tigd5	Hmox2		
Kif18a	Slc48a1		
Casp6	Wtip		
Bud31	Pcsk1		
Ercc3	Galnt2		
Usp18	Cox8b		
Hs3st6	4930469G21Rik /// 4930469G21Rik		
Gzmn	Cnih3		
Tmem129	Tmem212		
Nrk	Mmp23		
Lce1h	Cul7		
Hmgb4	Rasal1		
Ikzf2	Itm2a		
Cit	Zfp651		
Nrxn2	Mroh2b		
Kcnj12	4933412E12Rik		
Fshb	Rasl11b		
Tomm70a	Nbn		
Ptprm	Sfr1		
Hip1	Gm13238		
Calu	Kif2c		
Agtrap	Rfwd3		
Slc7a5	Atp5c1		
BC004004	Ifitm2		
Swap70	Erlin1		
Dcps	Nup205		
Mtmr4	Sycp2		
Tnrc18	Ngdn		
Sfxn1	Cks2		
Sf3b2	H3f3a		
Gnrhr	Rab13		
Armc9	Mga		
Nat10	Crcp		
Stk32c	Atp7a		
1700017L05Rik	Ccny		
Arid3a	Nono		
Myh7	Lysmd3		
Mtrf1l	Limk2		
Wnt2b	Plekhj1		
Draxin	Mndal		
Lhfpl2	Gabra2		
Chml	3632454L22Rik		
Trim40	Arl14ep		
Sdsl	Gtf3c4		
Osbp2	Sobp		
Ip6k2	Cdh22		
Fam122a	Cln3		
Tm9sf3	Mtus2		
Txnrd2	Ptf1a		
Atg16l2	Cxcr4		
Golga3	Cyb561a3		
Kpna6	Farsa		
3930402G23Rik	Usp38		
Zfp503	Dnajc3		
D1Ertd622e	Gnaq		
Atp2a2	Fam163a		
Plekhg5	Bsg		
Plcl2	Plcl2		
Stat1	Gramd1c		
Rwdd3	Echdc3		
Gm16740	Slc23a2		
Apoc1	Hivep1		
Tbr1	Cep97		
Clmp	Slc6a8		
Nr2c2ap	Cep170b		
Sphkap	Mbnl2		
Rpe	Prickle1		
Cutal	Entpd2		
Jak1	Grem2		
Cd209g	Wfdc17		
9130019O22Rik	Banf1		
Nr2f1	Rnf141		
3300002I08Rik	Dusp27		
Tdrd7	Kbtbd8		
Dennd5a	Rnf25		
Slc17a2	Syne4		
Tesk2	Far2		
Msh3	Psma7		
Scnn1a	Fndc4		
Ceacam1	Crygd		
Hspa8	Slfn5		
Ankib1	Resp18		
Pygm	Grpr		
Tbx15	Rbms1		
Scn4b	Nav1		
Lrrc34	Cx3cl1		
Nkrf	Rbmx2		
A830018L16Rik	Ccdc101		
Cdip1	Tm6sf1		
Cnga1	Commd3		
Trpc7	P2rx5		
N6amt1	Traf5		
Cldn1	Amer1		
Scg5	Rbms3		
Kdm4a	Zfp446		
Snrk	Shroom4		
Spdya	Cops3		
Clcn3	Gzf1		
Ferd3l	Btf3		
Zfp36	Prss30		
Mapk6	Mgat4c		
Klhl10	Crybb2		
Cdh18	C1ql3		
Bves	Mex3d		
C87414	Cux1		
Cystm1	Prss50		
Zfp825	Slc35c2		
Tcf25	Snx33		
Ptpn9	Pdia3		
4930451G09Rik	Ethe1		
Fzd1	Nat10		
Prkcb	Clu		
Tex14	Slamf1		
Dcaf11	Pcyt1a		
Myh2	Pabpn1		
Sdc4	Pgm1		
Amigo2	Hsd3b2		
Cfd	Egln1		
Cyba	Gnb1		
Clstn2	Igsf21		
Mtap	4933429O19Rik		
Mrpl47	Fth1		
Cpb2	Anapc5		
Psg16	Mob3c		
Smc2	Epha7		
Bod1l	Calr		
Mgst2	Alg1		
Mtus2	Nars2		
AU023762	Arid3a		
Tpst1	Arhgef7		
Prr18	Wdr41		
Cdc25b	Vdac1		
Ldb3	Dph3		
Thpo	Ptbp2		
Porcn	Adamts10		
Rmdn3	Gm10857		
Slc17a5	Otud7b		
4930504O13Rik	Impg1		
Tha1	Zkscan1		
Il17rd	Sema4g		
Pan3	Rangrf		
Mrps18a	Rwdd2a		
Zfp316	Invs		
Flrt1	Rassf4		
Ephx4	Arhgap12		
Pnmal2	Ostm1		
Grem1	Dnmt3a		
Cenpi	Spock2		
Kynu	Fam188a		
Per3	Klf3		
Rsrc2	Fshb		
Poc1b	4933402J07Rik		
6430590A07Rik	Med27		
Fbxo34	Kcnq1		
Cacng7	Vapa		
B9d1	Slc35b1		
Aqp5	1200014J11Rik		
Nnt	Eaf1		
Ezh1	Fam81b		
Polr1d	Hes5		
Phc3	Pdk3		
Luzp2	Mkrn3		
Slc25a22	Fzd6		
Kcnh5	Cox6c		
Epc2	Kif12		
9530026P05Rik	Rbm46		
Ywhab	Fam69b		
Gimap4	Spint2		
Cdsn	Brsk2		
Elmo3	Scara3		
1500015O10Rik	Pgr		
Slamf8	Svep1		
Pnpla5	Kif13b		
Srsf2	Heatr5b		
Shprh	Polr2c		
Treh	Tmem261		
Zdhhc4	Osbp		
Slc26a1	Cmya5		
Slc18a3	Slc1a3		
Tmem110	Pawr		
Ptpn22	Hps6		
Kctd6	Dos		
Vps13b	Hsd17b7		
Nup205	Ppa1		
Pcdh12	Tnni3k		
Itgal	Ifnb1		
Zfp180	Zfp956		
Mcee	Ang		
Opn1mw	Stx4a		
Ackr4	Prss22		
Gdpd1	Dhx40		
Lrrc73	Oxnad1		
Lmnb2	March8		
Rec8	A730017C20Rik		
Vsx1	Ascc3		
Bpifa1	Mthfsd		
Lnp	Pnlip		
Kap	Vdr		
Myrfl	Ywhaz		
Vps25	Cldn11		
Srsf10	Setmar		
Tcn2	A330076H08Rik		
Rb1	Emilin3		
4833424O15Rik	Rnf166		
Tspan3	Lrrc9		
Zfp937	Slc35f1		
E130309D14Rik	Fez1		
Igsf3	Rnf181		
Rbmxl1	Pacs2		
1700019G17Rik	Rasgef1b		
Eral1	2610020C07Rik		
Dhx40	Apaf1		
Pdhx	Esr1		
Mtpn	Tmem232		
Ly96	Ferd3l		
Zdhhc20	Sncb		
Slc25a33	Npl		
Tnk2	A430033K04Rik		
9530068E07Rik	Ncor2		
Nrbf2	Cenpo		
Alkbh7	Pnoc		
Fam188b	Peg3		
Uspl1	Ncf1		
D630024D03Rik	Mrpl12		
4931415C17Rik	Hspa4		
Ret	Irgm2		
9430065F17Rik	Trappc4		
Espl1	Def8		
Blvra	Hltf		
Banp	Rasgef1c		
Susd1	Rint1		
Pdzd4	Tpr		
P2rx5	Cotl1		
Cmah	Dusp11		
Glt8d1	Nqo1		
Timm8b	Bud31		
Foxf1	Parp6		
2610507B11Rik	Xylt2		
Clstn3	Scaf11		
Cdk17	Exog		
Gzmd	Ddr2		
Cnih3	Loh12cr1		
Trim69	Slc13a3		
Zmat3	Ifnar1		
Pemt	Kdm6b		
Cyp20a1	Ppp3cc		
Luc7l	Daxx		
Nod1	Allc		
Txnl4b	Pprc1		
Chst1	4833417C18Rik		
Mrps36	Proz		
Raver1	Klc4		
Krt222	Dclre1a		
Sqrdl	Ropn1l		
Sorbs1	Vmn2r88		
Ciao1	Polg2		
9630033F20Rik	1700034I23Rik		
R3hdm2	Egr2		
Kcnd3	Arhgap35		
Ifnb1	Rnf114		
Slc48a1	Ttll7		
Mrps31	Arg2		
Snx3	Trim30d		
Stmn3	Ahr		
Rom1	Zdhhc5		
Htra1	Snai2		
H2afy2	Tfg		
Spast	Efcab6		
Lrrc3	Usp6nl		
Fam101b	Gm13648		
Espn	Thbs2		
Zswim1	Stbd1		
Lat2	Zfp503		
Dcaf15	Serpini1		
Rcan1	Fgf18		
Vwf	Cep95		
Znrf3	Nr4a1		
Uty	Arhgap15		
Ppargc1b	2610507B11Rik		
4931431F19Rik	Wdr17		
Pdha1	Nxpe3		
Kif4	Mlxip		
Elp6	Cpsf6		
Trim47	Adra1a		
Vezt	Selenbp1		
	Cpb1		
	Wasf3		
	Ptbp1		
	Gphn		
	Sf3b3		
	Ceacam11		
	Nsa2		
	Slc25a24		
	Rtn3		
	Tgfbi		
	Snapc4		
	Cpsf7		
	Fbxo3		
	Ypel1		
	Btbd7		
	Dapp1		
	Eftud1		
	Hsd17b11		
	Trib1		
	Vgll2		
	Dnah1		
	Gtf2h2		
	Tekt4		
	Klhl7		
	Alpk3		
	Slbp		
	Zcchc14		
	Filip1		
	Ddrgk1		
	Lrp2		
	Ankrd32		
	Hist2h2aa2		
	Ido2		
	Mogat2		
	Tbc1d23		
	Samd4b		
	Ak1		
	Plk3		
	Cd209c		
	Pgam5		
	Ylpm1		
	Ash1l		
	Usp44		
	Srrt		
	4930402F06Rik		
	Ccl8		
	Angptl6		
	Ccdc127		
	Fam124b		
	2610206C17Rik		
	Fam161a		
	Ppara		
	2810474O19Rik		
	Mpped2		
	Setd8		
	Ccdc65		
	Dgkd		
	Tnfrsf12a		
	Luzp1		
	4833418N02Rik		
	Itpripl2		
	Smyd5		
	Rpl7l1		
	Slc23a3		
	Mettl10		
	Gprasp2		
	Flcn		
	Serpine1		
	Usp4		
	Fam43b		
	Slc10a2		
	Lce1f		
	Paqr7		
	Ncam2		
	Adora1		
	B4galt4		
	Cabp5		
	Rb1		
	Scyl1		
	Eya3		
	Ephb3		
	Psma1		
	Pdilt		
	Apbb1		
	Kat5		
	Spag16		
	4930589L23Rik		
	2810417H13Rik		
	Wwp2		
	Wnt7b		
	Nsun4		
	Gas2		
	Cep83		
	Tars		
	1700047M11Rik		
	Naa20		
	Acaca		
	Tmem150b		
	Mgl2		
	Wwc2		
	D630024D03Rik		
	0610009O20Rik		
	1110032F04Rik		
	Kcnu1		
	Slc17a2		
	Gart		
	Hsd17b14		
	Zbtb8b		
	Stub1		
	Klf12		
	Txn2		
	Sowahb		
	Casp12		
	Ifnlr1		
	Dixdc1		
	Rhobtb1		
	Wdr73		
	Ilkap		
	Ppm1a		
	Gsto2		
	Pard3b		
	Crim1		
	Olfr73		
	Rep15		
	Rem1		
	Ninj2		
	Rere		
	2810004N23Rik		
	Fabp5		
	Fam32a		
	Mkln1		
	Gpx8		
	Ahnak2		
	4930448F12Rik		
	Arhgap20		
	4933416E03Rik		
	B930041F14Rik		
	Atp6ap1		
	Ifitm1		
	Pde4a		
	Smim8		
	Galnt14		
	Shcbp1		
	Bcl7c		
	Il4ra		
	Strap		
	Lrig1		
	Tmem194		
	Dpp10		
	Nudt17		
	Dcst1		
	Fndc9		
	Actr1a		
	Nt5m		
	Klrc2		
	Pxmp4		
	Tubgcp4		
	Slco1c1		
	Aqp5		
	Extl3		
	Wnt10b		
	Casp9		
	Senp2		
	Car10		
	Rplp2		
	Foxk2		
	Rpp25		
	Egfr		
	Simc1		
	Cnksr1		
	Rnf38		
	Rab38		
	Adi1		
	Hilpda		
	Rpl27a		
	Cdc42ep1		
	Elovl4		
	Scfd2		
	Camk2n1		
	Ptar1		
	Clock		
	LOC102640387		
	Arfip1		
	Slc12a4		
	Mirlet7bhg		
	Junb		
	Cartpt		
	Tceal1		
	Vezt		
	Serpinb1b		
	Uqcrc2		
	Paqr8		
	Utp11l		
	1700066M21Rik		
	Snapin		
	Dhx57		
	Msh3		
	Rcc2		
	Oxld1		
	Ccl17		
	Pdzd4		
	Endod1		
	Cacng7		
	Col19a1		
	Dnajc28		
	Hunk		
	Gpn3		
	Trip4		
	Map4k4		
	Zdhhc20		
	Smc2		
	Gna12		
	Brca1		
	Adal		
	Anapc15		
	Gmnn		
	Gpr114		
	Rabl6		
	Zfp853		
	Ccdc71l		
	Sirt5		
	Dusp18		
	Tnfrsf13c		
	Cinp		
	Ccdc55		
	Cabp4		
	Wdpcp		
	Dmpk		
	Rab40c		
	Dhtkd1		
	Thrsp		
	Epb4.1l1		
	Bex2		
	Bmpr1b		
	Zfp317		
	Hcfc2		
	Clca2		
	Fjx1		
	Mbd2		
	Trim60		
	Ush2a		
	Klhdc2		
	Orai2		
	Napg		
	Immt		
	Sept11		
	Atmin		
	Zkscan14		
	Kcna1		
	Clcn4-2		
	Siae		
	Espn		
	Gm4980		
	Thpo		
	Hbs1l		
	Prep		
	Dclre1c		
	1700042G07Rik		
	Pik3r1		
	Nucb2		
	Mgll		
	Eif3f		
	Tagln		
	Gxylt1		
	Ccnh		
	Calcb		
	Gpr101		
	Rab44		
	Gm7120		
	Dennd5a		
	Ildr2		
	Tmem150a		
	Ythdf3		
	Plp1		
	Crtc2		
	Nphp4		
	Cacna1s		
	Ube3b		
	Gan		
	4833424O15Rik		
	Tfpi		
	Dyx1c1		
	T2		
	Tshz3		
	Tmem196		
	Ppif		
	Hipk1		
	Mvd		
	Pde11a		
	Scnn1g		
	Apoc1		
	Lima1		
	Ubxn10		
	Lipt1		
	Samd8		
	Rps6ka5		
	Zmym4		
	Kdm1a		
	Sall2		
	Mettl16		
	Swap70		
	Lins		
	Golga4		
	Olfr66		
	Pex2		
	Gm4871		
	Sbno2		
	Clstn2		
	4930554C24Rik		
	Smad9		
	Msmo1		
	Ppp6r3		
