SFTU	SFRC	SFNC	SFRN
Coq10b	Lcmt1	Sec16b	
Tmem170b	Gem	1700011A15Rik	
Ppcdc	Polb	Ubap2	
Stat5b	Lama3		
Lsm4	Slc35f2		
Sema4g	Dhcr24		
Fdft1	Glis2		
Ank3	Bmpr2		
G2e3	Gins1		
Adarb2	Rab8a		
Gm14005	Cwc25		
Simc1	Dgcr2		
Hps4	Reps1		
Pet112	Pcdhb15		
BC003331	Zbtb4		
Endod1	Timm44		
4930447F24Rik	Vwf		
Sumf2	Zfp3		
Phlda3	Itga5		
Farp1	Pbdc1		
Cpa1	Cep97		
Naa40	Jund		
Cep170	Adh1		
Tulp1	Zmat1		
Dcp1a	Tbxas1		
Tmed5	Slc1a2		
Nmral1	Vat1		
Bsg	Brca2		
Cnot2	Dlgap5		
Sdsl	Pom121		
Fam105a	Map4k2		
Acaca	Nmral1		
Lck	Ttll7		
Ddx1	Dtx1		
Wls	Dpcd		
Itga2b	Sost		
Slirp	Plekhh3		
Eya4	Gimap4		
Tmc8	Hk3		
Myef2	Tctn1		
Cda	Thpo		
Vmn2r29	Ttc14		
Tfdp2	Mrps9		
Lmln	Ndufaf6		
Nmnat2	Suco		
Ndufaf6	Urod		
Vstm2l	Akt2		
Tmem213	Frmd6		
Parp3	Sec22c		
Rhobtb1	Wdr17		
Abcc5	Zfp36		
Ints7	Mkks		
Tmem100	Limch1		
BC051628	Efcab10		
Sh3bp5l	Prss39		
Magee1	Cnih4		
Cdkn2d	Ccdc77		
Trpc3	Tmem87a		
Xpo1	Ckb		
Adcy9	Zfyve27		
Dhx29	Ap1b1		
Adora1	Lingo3		
Tex33	Ccdc134		
Slc26a11	B3gnt6		
Phf19	Gm16532		
Acot6	Lat2		
Hat1	Dcbld1		
Ccl8	Tctn2		
Tesk1	Obfc1		
Slc16a14	Tacc1		
Ahsp	Cadps2		
Pdia6	Thumpd2		
Gfra4	Tbc1d9		
Pcsk1n	Sgsm2		
Acp2	Dlgap4		
Chrdl2	Map4k1		
Lce3b	Prps2		
Fbp2	Tube1		
Cdhr5	Cd33		
Mvd	Cyr61		
Cacna1e	Surf1		
Pnmt	Sin3a		
Cep152	Mal2		
Lrrc1	2810055G20Rik		
Grb10	Gne		
Rps10	Acaa1b		
Orai1	Ogdh		
Smurf1	Ndn		
Llgl2	Zfp365		
Ms4a6d	Atp6v1a		
Hmmr	Erlin1		
Mis18a	Atat1		
BC026585	Ciao1		
Lzts3	Gtpbp2		
Slx4	Ccdc94		
Acaa1b	Rbmx2		
Ppfibp1	Gpr64		
Nepn	Cbx6		
Ddah1	C2		
Polr3k	Ptms		
Kansl1l	Trpc4ap		
Ikzf4	Zdhhc9		
Nob1	Fcgr4		
Wdr45b	Mbd2		
Pogk	Akap8l		
Nucks1	Rps6kc1		
Galnt1	Snx4		
Rsph1	App		
Pot1b	Ninj1		
Slc27a4	Stmn2		
1700003H04Rik	Mri1		
Slc10a1	Nfic		
Ppp2r2c	Zfp398		
Paqr3	Gabpa		
Pawr	Naa20		
Ddx3x	Mthfr		
Pdlim2	Carns1		
Kcnj16	Ppp4r1		
Pkia	Mtch2		
Smim15	Asap1		
Zfp637	G2e3		
Chst5	Klhl18		
Rrp1b	Trim13		
Pcdhb7	Hopx		
Kremen1	Chchd1		
Tmem132e	Mtss1l		
Nxph2	Fancm		
Fut8	Scn2a1		
Zbtb17	Sri		
Gtf2i	Pcdhb7		
Slc12a6	Scaper		
Tceanc2	Tmtc3		
Gpr114	Slit3		
Nrsn1	Zfp827		
1700108F19Rik	Kremen1		
Tbc1d2	Klhl17		
Mpp6	Gpr137c		
Blnk	Mdn1		
Sdcbp	Rgs8		
Syde2	Kifc3		
Tnfrsf1a	Spsb1		
Sec16a	Vmp1		
Mns1	Fxn		
Kcnu1	Ptpn2		
Clu	Col22a1		
Crebl2	Gtf2b		
Luzp1	Sncaip		
Ifngr1	Tarbp2		
Scamp2	Psmb8		
Tbc1d32	Hmgcs1		
Sumf1	Zc3h7b		
Cmya5	Tpgs2		
Fam169b	Rtn4rl1		
Cdc42ep2	Eif1b		
LOC102636151	Gprc5d		
Bcl9	Tmem39a		
Mnt	Slc25a23		
Fbxo28	Ring1		
Elovl5	Ubqln1		
Caps2	Rab29		
Cyp2d22	Pdpk1		
Tcof1	Tmem194		
Dnah11	Tmem192		
Fbxw10	Trmt11		
Ggt7	9330133O14Rik		
Fam213b	Actr3		
Nnt	Irf7		
Ankrd13d	Slc44a4		
Tmem218	Tagln		
Hipk2	Mtmr4		
Fzd1	Neurog3		
4933432I09Rik	Aebp1		
Haus5	Tmem238		
BC021891	Wee1		
Igfbp2	Vps11		
Bmi1	Ppm1m		
Ppp2cb	Tm4sf1		
Grip1	Ctla2b		
Neurog3	Paics		
Rhpn1	Aldh9a1		
Sfpq	Smarcd3		
Cebpd	Agap3		
Gtf2h2	Grin3a		
Tcaim	Bcan		
Zfp536	Fat1		
Tmem185b	Slc25a34		
Toporsos	Nufip2		
Psmg2	Klhl15		
2700094K13Rik	Msrb3		
Tspan3	Nexn		
Zfp467	Gad2		
Ifitm1	Gpkow		
Tmem230	Tprgl		
9130401M01Rik	Ext1		
Sass6	Arhgap36		
Ubac1	Lrrc42		
Kifc3	Zswim1		
Zdhhc9	Qser1		
Top2b	A530016L24Rik		
Rd3	Mlh1		
Scnn1a	Ltbp4		
Hnrnpk	Hipk2		
Gdap1l1	Mcm5		
Tmem9b	Slc39a10		
Fgf13	Amn		
Fam229b	Slc25a1		
Tbc1d25	Ankfy1		
Zfand4	Ptchd2		
Malt1	Jade1		
AU022252	Crygb		
Lat2	Vps33b		
Luc7l	Slc16a14		
Plod2	Kalrn		
LOC102636980	Ndufs1		
Hes2	Sult1a1		
Tbca	Thsd1		
Gm16740	Primpol		
Defb42	Tax1bp3		
Ufsp1	Npl		
Col9a3	Tti1		
Dhtkd1	Rela		
Ankrd9	Nup160		
Il1rap	Ggct		
Nfyc	Nrsn1		
4933403O03Rik	Lgi1		
Gad2	Vgll2		
Fxyd7	C1qbp		
Fxyd1	Sdad1		
Gip	Dclre1a		
Ccdc6	Dach2		
Trpc4ap	Bnip2		
Sec61a2	Nup85		
Ikbkg	Fbxl5		
Ptp4a3	Ppargc1b		
Prosc	Atad2b		
Slc6a20a	AI597479		
Rrm2	Tef		
Ap3m2	Star		
Manba	Acbd7		
Catsperg2	Iqsec1		
Pcnp	Stk33		
Mctp1	Sdcbp		
Bnip2	Ctxn3		
Dctd	Fen1		
Sin3b	Eya4		
Clec16a	Arl4d		
Fam26d	Insr		
Rab22a	Acot13		
Pwwp2b	Ephx2		
Fam174a	Pdia3		
Slc29a2	Mrpl41		
Nfil3	Epn2		
Cnnm2	Slc25a30		
Snph	Etv6		
Zfp53	Tars2		
Ablim3	Stx17		
Mfsd5	Usp13		
Zfp719	Zranb2		
Rdh14	Col18a1		
Lsr	Pld2		
Anp32a	Trim35		
Mis12	Slc25a45		
Sez6l	Srr		
Mapk6	Egln1		
Pno1	1200014J11Rik		
Gtf3c1	C3ar1		
Nat2	Serpinb1b		
Sin3a	Ppif		
Stx1b	Reep5		
Utp11l	Jazf1		
8030474K03Rik	Cthrc1		
Wdr37	Gpr126		
Lrrc4	Acta1		
Fat3	C2cd2		
Pttg1	Mphosph6		
Spidr	Zfp260		
Hsd11b1	Sh2b3		
Creb3l3	Slc30a1		
Gopc	Lrrfip1		
Reck	Gpc4		
Gdpd5	Lcn2		
Syce3	Abhd14b		
1110004F10Rik	Nkain1		
Alg12	Lrrfip2		
Nme5	Kank3		
Klrg2	Usp9x		
Rhou	Wdr45b		
Hbp1	Pgls		
Scaper	Hs6st1		
Grb7	Kat2a		
Dixdc1	Dchs1		
Acad12	Rpa1		
Chrm1	8030462N17Rik		
Oat	Zfp354b		
Akr7a5	1700019G17Rik		
Cstad	Klhl22		
Poli	Gdap1l1		
Arhgef39	Ift74		
Trim13	Atxn10		
Gm20324	L2hgdh		
Ccdc160	Khdrbs3		
1700011L22Rik	Ppp1r26		
Zfp954	Naa16		
Scd2	Ovca2		
Ccdc126	Csf3		
Zfp263	Lrrc48		
5730508B09Rik	A630023P12Rik		
Cyb5r4	Ccdc126		
Samhd1	Armc10		
Ccl3	Cdk10		
Tgfb3	Ano3		
Mapkapk3	Rapsn		
Sfr1	Hnrnpk		
Foxm1	Upk1b		
Tshb	Plekhm1		
Tmem81	Bcl9		
Nkx3-1	Psmb10		
Dtx1	Fcgr2b		
Evpl	Plod2		
Braf	Cstb		
Ppm1h	Naf1		
Ltbp1	Asb13		
Cass4	Lsp1		
Mlf2	Ttc28		
Prps2	G3bp1		
Ipo5	Ptprcap		
Nkain1	Gnb1l		
Plcb4	Rfng		
Mgst3	1500012F01Rik		
Dll3	Mrpl28		
Cuta	Adora1		
Arhgef5	Rps4x		
Pea15a	Armc2		
Sorbs2	Tmem130		
Serpinb1b	Scd3		
Mcm8	Chtf8		
Nbl1	Camkmt		
Meaf6	Dera		
Osbpl11	Fgf11		
Ugcg	Marc2		
Angel2	Relb		
Eif6	Fam135a		
Grm8	Lect2		
Primpol	Neu1		
Loxl1	Casp8		
Kcnj12	Gap43		
Pik3ip1	Farp2		
Cemip	Wdr54		
Mpp3	Btbd2		
Sec11a	Cpsf2		
Mast4	Otop3		
Insm1	Herc6		
Erap1	Fzr1		
Ccnd1	Xpo6		
Rab29	Zfand4		
B3gnt5	Manba		
Col22a1	Lrig1		
Sctr	Nat2		
Sept6	Gm16364		
Ccm2	Commd3		
Fitm2	Mrps35		
Mdh1	AA986860		
Srgap1	Arhgdib		
Kri1	Shox2		
Rab36	Mtmr12		
Wdr17	Mob3b		
Srsf9	Acaca		
Dap	Dcaf6		
Smpd1	Acvr1b		
Ift22	Rcor3		
Aldh1a3	Exoc3l4		
Qprt	Cmya5		
Slc13a4	Gm15800		
March4	Gdpd5		
Glrp1	Zc3hc1		
Cnih4	Itih2		
Snhg12	Srrt		
Pdhx	Ccdc74a		
Slc35c1	Tst		
Egln1	Tsc2		
Cers4	Golgb1		
Reep5	Pygm		
Cst3	Vars2		
Casp8	Nol7		
Socs4	Top2b		
Gm13446	Dctpp1		
Hnrnpa2b1	Dnase2a		
Mfsd4	Rab3il1		
Sema4d	Arid2		
Mipep	BC030307		
9130019O22Rik	Slc25a54		
Ebag9	Lix1		
Sfrp5	Tmem39b		
Asph	2010001E11Rik		
Tmx4	H2afy2		
Mrps24	Fbxw10		
Ogdh	Sorcs3		
Perm1	Dcaf11		
Slc22a16	Eif3k		
Rpl35	Add2		
Tbc1d1	Ccnl2		
Spef1	Gm15663		
Tacc2	Alad		
Ccnl2	Zfr2		
Alms1	Apobec2		
Tbl1x	Creb3l2		
Fbxo38	Hook2		
Oxld1	Rpl13a		
Pm20d2	Decr2		
Rfc2	Mkln1		
Cpt2	Aspscr1		
Ddhd2	Trmt112		
Ercc4	Slc17a7		
Mcm10	Nrp1		
Foxo1	Phf21a		
Tnfrsf9	Sft2d2		
Hps3	Slc6a17		
Hrc	AI854703		
Lrrc48	Senp2		
Usp24	Suv39h1		
Lrp3	Ccdc125		
Dpp3	Pbld2		
Lzic	Farp1		
Cln3	Nipal2		
Slc39a10	Pla2g2d		
Naa16	Timm21		
Gcnt1	Slco4c1		
Heca	Zyg11b		
Neu1	Smarca2		
Wdr54	Rbx1		
Birc3	Nlk		
Arr3	Ldhc		
Nr1d2	Aard		
Spire1	Plek		
Npy5r	Cers4		
Ccl5	Dctn6		
Atp6v1f	Hnrnpa2b1		
Glt25d1	Nnt		
Card11	Cdkl2		
Sik1	Myd88		
Cdk10	Sh3bp5l		
Plekha6	Ankrd10		
Pi15	Smim15		
Rnf39	Zwint		
Tmem175	Kdr		
Tor4a	Sgsh		
Ccdc112	Zfp13		
Thop1	Fam195a		
Aadac	8430419L09Rik		
Ppif	Ppp2r2b		
Cyp27b1	Cdadc1		
1810014B01Rik	Srsf6		
Prr14l	Brinp2		
Col11a1	Rasl11a		
Ppara	Car11		
Itsn2	Rassf3		
Adora2b	Zdhhc7		
Slc38a3	Hist2h2aa2		
Lce1h	Ifi27		
Agfg1	Pde7a		
Tshz1	LOC102636151		
4930564D02Rik	Ndufa1		
Dio2	Mdm4		
Gpr3	Ap3s2		
Tmem205	Slc44a1		
Tubb4b	Npat		
Smoc1	Phf19		
Atxn10	Ednra		
Faxc	Pi15		
Znhit6	Chst7		
Padi1	Myo10		
Skiv2l2	Slc50a1		
Timm21	Rab40c		
Ppm1m	Ifitm2		
Impact	Serac1		
Mdfi	Tmed9		
4930533K18Rik	Vdac3		
Slc38a5	Zic4		
Kbtbd8	Gsg1		
Amfr	Ccdc91		
Pcyox1l	Alkbh5		
Vrk2	Slc35a3		
Atad5	5830411N06Rik		
Utp20	Nmnat2		
Pdpk1	Xab2		
Dnajc14	Kifc2		
Tuft1	Fam84a		
Gm438	Ackr3		
Gpr88	Cd209f		
Fsd1	Nme5		
Mal2	Cxcr4		
Xpo6	Eps8l1		
Slc5a5	Tpm2		
Lmtk3	Sltm		
Nrp1	Rab32		
Eif3k	Prss46		
Inhbc	Zfp105		
Slc25a54	Pcnp		
Kmt2c	Samhd1		
Pla2g2e	Mfsd4		
Dydc2	Fam221a		
Tfb1m	Fxyd1		
Olfr976	Ttc4		
Lincpint	Lrrtm4		
Lrrc75b	Elovl4		
Ckap5	Cd3eap		
Marveld2	Ddah1		
Gnpda1	Klk1b21		
Exoc3l4	Comt		
Ccdc176	Trim2		
Rfxap	Rgs9		
Lipf	Abcg2		
Cbx6	Il12a		
Slc30a1	Sar1b		
Etv4	Ank3		
Lrrc72	Sub1		
Kif4	Brpf3		
Eif2s3x	Mrps15		
Gipc1	Armcx4		
Ppp4r1l-ps	Parp3		
Med19	Fosl1		
Zfp937	Orc6		
Myo5a	Rpp25l		
Mapk15	Ppie		
Srrt	Ptx3		
Ccnj	Hltf		
Pcsk6	Hsd17b12		
Polr2h	Myof		
Dbr1	Hecw2		
Mrps15	Bmi1		
4933433G15Rik	Ubp1		
Calhm2	Mepce		
Usp15	Slc4a10		
Slc7a9	Utp11l		
Pcp4	Ldha		
Ptpn21	Hunk		
Shroom4	Kif3c		
Mkks	Ebag9		
Sprr1b	Mcm8		
Zgrf1	Esrrg		
Ankdd1b	Lhfpl2		
Vdac1	Mis12		
Rela	1110007C09Rik		
Oasl2	Ugcg		
Tfeb	Ptrf		
Pan3	Rcan1		
Cilp2	Itfg3		
Krt84	Ccdc93		
Rasl11b	Tpm4		
1700003M02Rik	Desi2		
Kcnd2	Il17b		
Npm1	Cyth2		
Ttc16	Sema4b		
Cebpa	Abhd17b		
Zfp41	Msmo1		
Rbbp8	Reg4		
Ssrp1	Pot1b		
Gsg1	Haus3		
Ran	Brwd1		
Tll1	Cnnm4		
Slc6a9	Nelfb		
Usp40	Olfml3		
Pgf	Plekhf2		
Ube2s	Skil		
4430402I18Rik	Setx		
Cnnm4	Rhot1		
Nol8	3632454L22Rik		
Kctd16	Rbpj		
Fam208a	Crcp		
Rgs8	Tbc1d14		
Supt16	1700006J14Rik		
BC065403	Smurf1		
Rbm12b2	Tstd1		
Tbc1d8	Tmem218		
1700061I17Rik	Ppfibp1		
Glce	Efcab12		
Mblac1	Nkrf		
Ikbkb	Myoz1		
Tnnc1	Wls		
Mepce	Tmem160		
Trmt112	Gramd1c		
Uevld	Akr1e1		
Abcb10	L3mbtl2		
Kif21a	Ifi35		
Rangrf	Bhlhb9		
Zfp39	2010308F09Rik		
Atp13a2	Diap3		
Clec18a	Phf21b		
Kank4	Tfdp2		
Zfp740	Vax2		
Crot	Yeats4		
Ap1m2	Mettl10		
Sptssa	Ppp2r5a		
Scgb1a1	Tmem196		
Fcgr4	Rab5b		
Bag1	Slc39a1		
Ensa	Troap		
Pds5a	Ube2k		
Fh1	Arhgap19		
Gpx1	Kif5a		
Fkbp8	Rpl7		
Ggh	Id2		
Bmp1	Cplx3		
Anapc11	Sprr1a		
Ndufb2	Tle1		
Gpr22	Ciz1		
Klk9	Oas1c		
Hdac11	Kcnk6		
Ceacam1	Get4		
Adcy5	Rsph1		
Fut11	Bche		
Dtd1	4930565N06Rik		
Ccng1	Slc26a4		
BC027231	Map3k1		
Cables1	Rps15		
C2cd2	Msl3		
Epcam	Arl8b		
Myof	Ust		
Ccl7	Prkra		
March2	Frrs1		
Dbndd1	Cdc20		
Clgn	Slc43a3		
Snx1	Utp20		
9230110C19Rik	Evi5		
Khdrbs3	Ocrl		
Acsl6	Dtx2		
6330416G13Rik	Vps4b		
Stk33	Hsd11b1		
Sowahc	Mettl13		
Coq3	P4ha2		
Lxn	Pcdhb12		
Dusp5	Chrna7		
Ppp1r3c	Kmt2c		
Akr1b7	2700094K13Rik		
Mettl15	Spata7		
Ndfip1	Ggps1		
Tprgl	Susd1		
D5Ertd579e	Rasal3		
Arhgap28	Tceb3		
Lgi1	Kif1a		
Sec61a1	Zfp219		
Krt86	Gtf2i		
Pold4	Invs		
Dtd2	Grm3		
Chrna7	AU041133		
Thsd4	BC003331		
Pfkl	Dnajc5b		
Trim15	Pms2		
Edn2	Blvra		
Wbp11	Rab27b		
Cd151	Dnal1		
Sowahb	BB557941		
Mecp2	Nae1		
Kalrn	Ubqln4		
Tmem194	Nipa1		
Rnf166	Skiv2l2		
Slc31a1	Pias4		
Pth2	Mcf2l		
Agpat1	Ccng2		
Ctsk	Dbh		
BC018242	Ccnt2		
Id3	Npm1		
Fxn	Ifngr1		
Tbl3	5430417L22Rik		
Zranb1	Ankrd34b		
Klk1b21	Thop1		
Nthl1	Tmem29		
BC030307	Mapkbp1		
Ngef	Snx24		
Itfg3	Zfp263		
BC017643	Plat		
Pycr1	Galm		
1110065P20Rik	Lrrc28		
Tmem88	Otos		
Fbxw19	Pfkl		
4930448K20Rik	Faim2		
Tmem8c	Emcn		
Igtp	Dpp3		
B3gnt6	Pgr		
Ube2e2	Plxna2		
Psen1	Hrg		
Irak1	Sdccag8		
Sqle	Rplp2		
Lrmp	Micall2		
Lce3a	Nfam1		
Bcam	Supt20		
Akr1b10	Ttll11		
Galr2	Anxa6		
Dppa5a	Dcun1d5		
Myo10	Prl2b1		
Sh3d21	Olig2		
Zfp772	Pelp1		
Smarcd3	Cnn2		
Zfp105	Dcdc2b		
Cars2	Wdhd1		
Pax3	Nat10		
Ube2v2	Arhgef4		
Gm14169	Lims2		
Wnk1	Sumf1		
Tceb3	Casc3		
Mrpl34	Snrpf		
4933422A05Rik	Mcmbp		
Tube1	Papd5		
Tyms	Dnajb1		
Amd1	Noc2l		
Rdh7	Map3k9		
Mpp5	Thbs2		
Rnf138rt1	Map7d1		
Ergic1	Chmp6		
Rrm2b	Trappc2		
Asah2	Dcun1d3		
Rock2	Col16a1		
Avpi1	Cml1		
Zfp281	Rasl10a		
Gm16532	Cnnm2		
Ropn1l	Ccl7		
Rassf5	Chd9		
Pgr	Id3		
Cbx4	Prpf39		
Rbx1	Rpap1		
Tmem165	Lincpint		
Gne	Mlf2		
Il13ra1	Fam105a		
Nol12	Ovgp1		
Mllt3	Dusp15		
Kpna6	Nans		
Ubn2	Akr1b10		
l7Rn6	Cnbp		
Olfm3	Epb4.1l4b		
Pla1a	Caml		
Tekt4	Wdr38		
Dscr3	Pex5l		
Rnf148	Ahcy		
Accs	Txnl4b		
Ch25h	Atg101		
Grtp1	Slmap		
Wfikkn2	Mvp		
Hdgf	Loxl1		
Dynlt1f	Sdccag3		
Kdm8	Spef1		
Ccdc90b	Smarca5		
Rinl	Ctc1		
Wbscr25	Crot		
Gdpd2	Cyb5r4		
Ucp2	Cdh10		
Gm10575	Dgke		
Acox1	Zfp760		
Mpv17l2	Myo5a		
Atp1a3	Fos		
Parp1	5330417C22Rik		
Epha5	Slc12a2		
Arl14ep	Per3		
Mbd3l1	Ttc7b		
Mvp	Ppm1l		
Cradd	Gpatch3		
Gja4	Cend1		
Icosl	Ptgds		
Nup153	Edc3		
Ovca2	Snx1		
Adamtsl5	Dhodh		
Brca1	Pnmal2		
Bhlhb9	Sult4a1		
Mixl1	Ceacam1		
Por	Gopc		
Vps33b	Emg1		
Ifrd2	Tceanc2		
Myf6	Foxm1		
Ing5	Ryr2		
Ttll7	Kcna6		
Ltc4s	Tcta		
Rtn4	Zglp1		
Setx	Kank4		
Dhx15	Ppp1r3g		
Ube2ql1	Kcns3		
Pik3c2a	Tdrkh		
Neurod1	Egr3		
Prss32	Lca5		
Safb2	Clec4a3		
Ube3b	Mrs2		
Acy3	Mapkapk2		
Rab44	Actn4		
Plekha8	Tbca		
Spred3	Zfp811		
Tmem29	N28178		
Macrod1	Pcgf1		
Fam71e1	Alkbh3		
Rasgef1b	Prr14l		
Isl2	Mgst3		
Efhc1	Sestd1		
Polr2b	2410133F24Rik /// Man2c1os		
Sun2	Kif21a		
Dnajc10	Plrg1		
Fam167a	Sdcbp2		
Emg1	Pabpn1		
E230032D23Rik	Emc2		
2810428I15Rik	Plscr3		
Ndrg3	Bsg		
Prkx	Akp3		
Smarcc1	Rora		
Pycr2	Hr		
Frmd6	Rock2		
Txlnb	Ikbkg		
Atp5l	Zfp764		
Fam185a	Selo		
Cd209f	Ccl2		
Lonrf3	Rpap3		
Vdr	Mnt		
Tmem199	Edn2		
Defb7	Ddx54		
Vstm4	Sytl1		
2610301B20Rik	Phlda2		
Slc17a7	Tinf2		
Fam73a	Iws1		
Ep400	9230112D13Rik		
Ptprj	Nucks1		
Ccdc134	H2afb1		
Ntn3	Ccnk		
Glra4	Slc9a7		
Foxg1	Lancl3		
Klhl13	Cdk2ap1		
Dnmt3a	Tet1		
Atp5e	Cmklr1		
Otos	Fam189a2		
Rab8a	Cd300a		
Mapre1	Gm9899		
Tvp23b	Ropn1l		
Zfp1	Grhl1		
D730048I06Rik	Nme4		
Sgcb	Ankrd2		
Cldn18	Ahsp		
Rcor3	Ccnf		
Ahnak2	Micu3		
Keg1	Nrbp1		
Ccdc77	Mettl20		
Ube2g2	Mettl15		
Sac3d1	Ncf1		
Parp6	Kdm6a		
Ly6h	Med19		
5430421N21Rik	Hoga1		
Bex4	Ccl5		
Pms2	Cldn18		
Gm5617	Plekha6		
Odf4	Msh5		
Safb	Icosl		
Guk1	Susd4		
Zfp445	Map3k12		
Ccdc122	Pdcd4		
Pramel1	Fam126a		
Pgap3	Zranb1		
Bcl2	Pcnt		
Zfp354a	Ift122		
Mettl13	Mapk1		
Rab5b	Evx2		
Usp36	A830029E22Rik		
Lrrc66	Ell2		
Zcchc9	Dscr3		
Gan	Slc16a7		
Alpi	Hcn3		
4833438C02Rik	Tmem9		
Atp8b4	Lamc2		
Gm16364	Wasl		
Fubp1	Sel1l		
Gbp6	Ube2g2		
Zfp3	Zfp445		
Mettl10	Bag1		
Ttc14	Mapk1ip1		
Cd37	Casq1		
Slc22a23	Malt1		
Ik	Flad1		
Rcan1	Ripk1		
Use1	Zfp874b		
Nudt18	Ggh		
Usp46	Hes6		
Rbm25	Fdps		
Whrn	Cenpw		
AU023762	Sft2d1		
Cdkn3	Fgfr3		
Snrpn	Trmt13		
Dbnl	1600023N17Rik		
Ocrl	Tmem97		
Pax6	Atp2a2		
Grid2ip	Trim40		
Slc37a3	Stk25		
Praf2	Pptc7		
Gtf2b	Dhcr7		
Pspn	Arpc2		
4930432J09Rik	Fezf1		
Wdhd1	Dennd5b		
Phospho2	Tigd2		
Osbp2	Mybpc1		
Notch3	Tmem199		
Arrb2	Rnf2		
Slc9a7	Tnn		
Nipsnap1	Cxcl1		
Zfp764	Sohlh2		
Eif4ebp2	Slc43a2		
Hmga2	Usp27x		
Sdccag3	Tfb1m		
Tlr2	Luc7l3		
Slc17a5	Rep15		
Stx17	Mthfd2l		
Ndnl2	9030404E10Rik		
Gcsam	1110046J04Rik		
Myl4	Gramd4		
Epas1	Tbc1d1		
Rad23a	C230004F18Rik		
Foxe3	Dnah2		
Mcf2l	Usp44		
Gm15800	Itpk1		
Gsdmcl-ps	Pmepa1		
Fcnb	Sprr1b		
Scarb1	Enc1		
Zc3h3	Zfyve9		
Trip10	Angel2		
Rpl13a	Ube2q1		
Ppie	Naca		
Tarbp2	Lif		
Hic1	Ubap1		
Il1a	Ube3b		
Crem	Xrcc1		
Dffa	Chst2		
Apaf1	1810032O08Rik		
Chga	Thap3		
Pop4	Zfp1		
D930028M14Rik	Pcyox1l		
Gimap6	Nop9		
Tmem130	Toporsos		
Zfp341	BC051628		
Gstm6	Bbs1		
Zfp551	Fam83f		
Tigd5	Padi1		
Cspg5	Dhx15		
Lekr1	Lefty2		
Grn	Ccng1		
Fjx1	Il1rap		
BC005764	Sap30bp		
Crlf3	Tmem185b		
Spata6	Sik1		
Cyp2c70	Rdm1		
Zdhhc25	Tubb5		
Pgp	Ikzf5		
C530008M17Rik	Hmg20a		
Klf15	Safb		
Phyh	Shb		
Tmem214	1700048F04Rik		
Gins1	Mocos		
Ddx20	Chsy1		
Cbfb	Cdc25b		
Lypd6	Zfp532		
St6galnac6	Slitrk1		
Armc10	March11		
Zmym3	Pon3		
Emr1	Cntn2		
Tmem150cos	Ctbp2		
Nrip2	4833438C02Rik		
Gpr89	Dbp		
Vwa8	Epha5		
4930584F24Rik	Sun2		
Ano3	Zfp451		
Coa5	Sertad3		
Npas1	Ercc1		
Nfam1	Lypd6		
Dnah5	Xkrx		
Zfpm2	Cst3		
Sorcs3	Hint3		
Abhd14a	Cobl		
Gxylt1	Tfap2a		
Slmap	Hps3		
Ptpn6	D430019H16Rik		
Reg4	Mrps28		
Crebrf	Ikzf2		
Cd4	Mxd4		
Ugp2	Utp15		
Rnf141	Spatc1l		
Zfyve27	E230025N22Rik		
Ttll12	Gpr89		
Sh2b3	Tmem150c		
4933405O20Rik	Eral1		
Mrpl47	Vwa5b2		
Plcl2	Tmem165		
Tti1	Barhl1		
Clec3b	Chmp1b		
Stag2	Sh3glb2		
Ccdc115	Tulp1		
Ahcy	Zfp874a		
Rps15	Gabra2		
Dnm2	Cgrrf1		
9430041J12Rik	1110008F13Rik		
Kctd20	Rrp1b		
Kirrel3	Tmem213		
4933417O13Rik	Slc22a5		
Chst2	C130046K22Rik		
1700003E16Rik	Hsf5		
Atf7	Msh3		
Gpr126	Ndfip1		
Rbm44	Zc3h12c		
Vps4a	Atad5		
Dcaf6	Scamp2		
Gba2	Tmem252		
Edc3	Rgmb		
Map4k5	St3gal2		
Slamf9	Fam208a		
Mga	Arrb2		
Tra2b	Ttll9		
Nid1	Sez6l2		
Atxn1	Robo1		
Abhd17b	Celf6		
1110046J04Rik	Ei24		
Mthfd2l	Cp		
Akap6	Wnk1		
Cd82	Slc13a3		
Whamm	A930005H10Rik		
Hsf5	A230050P20Rik		
Sgsh	Fam169b		
Akp3	Zfp286		
Map3k6	Gadl1		
Cog8	Lrrtm3		
Sufu	Parp1		
Igsf21	Rlbp1		
Myo1f	Ndel1		
Slc16a7	Ppp2r3a		
Hgs	Ntn3		
Qtrt1	LOC102635192		
Fgf11	Tex101		
Zfp81	Ldoc1		
Map3k10	Rps5		
Pinx1	Fam185a		
Magt1	Sclt1		
Rev3l	Tfap4		
Stxbp5	Gsdmd		
Atp2a2	Spef2		
Npnt	Fah		
Irf5	Cd276		
Mroh1	Ddx39b		
Ubqln3	Spata33		
Ap5s1	Pak1		
Tpp2	Pawr		
Slc9a6	Smoc1		
Mapk1ip1	Spsb4		
2010300C02Rik	Lpcat1		
1600002K03Rik	Creb3l1		
Tinf2	Rnf213		
Phlda2	Bola2		
Fam111a	Mfn1		
Cend1	Ly6g6e		
Mxd1	Lonrf3		
Shox2	Rbm41		
Zdhhc7	Ier2		
Ctxn3	Kpna6		
Vprbp	Nol8		
Slc25a14	BC021891		
Ltbp4	Ddx20		
Phactr2	Timmdc1		
Dnah2	Slc35f5		
Atf3	Adnp2		
