SFTU	SFRC	SFNC	SFRN
Elavl2	Eci1	4933433C11Rik	Elp2
Nabp1	Galnt16	Chst9	Tmco4
Chst9	Ckmt1	Cage1	Mapre1
Aifm1	Bbs12	Arsb	Srebf2
Osmr	Pck2	Acaa2	Anxa5
Znrf3	Rhot2	Smcp	Icam4
Pmm1	Kif22	Nln	Syndig1
Svil	Erlec1	Gpr155	Trpm2
Vstm2b	Tekt5	Bpifa5	Card11
Coro2b	Pgpep1	Usp13	Gabrd
Bnip3	Nefl	Vwc2	Arpp21
Ostf1	Lphn1	Shroom3	Cyb5r2
Usp32	Hsd17b7	Sfxn2	Serpinf1
E2f3	Anxa2	Shisa9	1700029M20Rik
Xylb	Slc14a1	Mfsd3	Pafah1b3
Zcchc8	Limd2	Pptc7	Isx
Dus3l	Gabarap	Myeov2	Zfp811
Thyn1	Tiam1	Lmln	Arl6ip4
Dtnb	Inhba	Daglb	Mllt11
Mn1	Ache	Gm1976	Chl1
Kntc1	Cdc40	Msmb	Tlr2
Aga	Utp14a	Fam111a	Clrn3
Dock3	Ttyh3	Utrn	Arid3b
Magi1	Gpr146	LOC102636980	Ctdspl
Strn	Tug1	Serinc1	Cep55
Nup205	Galns	Fhl2	Syngr2
Lypd1	Csf2ra	Tbr1	Klra18
Cth	Thyn1	Krtap19-1	Jade1
Pcsk2	Abca8a	Nop56	Nudt18
Ctps2	Sh3gl1	Gm13032	Mastl
St8sia1	5033430I15Rik	Fam131a	Sbf2
Ppap2a	Mypop	Timm9	Hlf
Sardh	Tada2b	Fam84a	Map3k6
Galnt7	Lamb1	Eftud2	Ccdc106
Xpr1	Rhoa	Dbh	Bag5
Svip	Il1r1	Hnrnph3	S100pbp
Csrnp3	Prkcdbp	Abca3	Efr3a
Uhrf1bp1l	Nrbp2	Hsd3b1	Gm4980
Syt16	Sh3gl2	Rhbdl3	Pcmt1
Gpr146	Pcolce2	Fam118a	Xrcc4
Kcnt2	Oxtr	Stambpl1	Lpar1
Ascl3	Slc26a11	Cul7	Spr
Fads6	Rfc1	Lyplal1	Slc25a3
Pxmp4	Kcns1	Fgfbp3	Slc30a2
Dok7	Psma5	Ccnj	Heatr5a
Cxcl16	Hrsp12	Sgms1	Olfr68
Kif22	Cdr2l	Azin1	Tmem151b
Itga6	Reln	Lhfp	Mrap
Cd44	Il6ra	Il1r2	Sh3bp1
Fst	Smc4	Mrpl3	Krtap5-5
Gm4980	Fam178a	Rspo1	Htra3
Htatsf1	Elk3	3930402G23Rik	Abca12
Map2k5	Acyp2	Rimbp2	Mkrn2
Atxn7l1	Colgalt2	Lmo3	Sil1
Sfswap	Ostf1	Ush1c	Slitrk2
Pop5	Tbkbp1	Tpst2	Adam11
Nat1	Znrf3	Ccdc50	Cyth4
1500015O10Rik	Acot3	Cyth1	Fdft1
Ccdc23	Vstm2b	Itpka	Smpd1
2010107G23Rik	Cadm1	Cdip1	Icam5
Flnc	Gas5	Mis18a	4930503E14Rik
Zfp612	Cldn26	Gna15	Zfp949
Peli1	Rps19	Porcn	Ccbe1
Top1mt	Zdhhc23	Aldh1a3	Gm10228
Alg11	Flnb	Epcam	Mxd4
Tmem198	Spryd3	E2f8	Thap7
Hap1	Kcnab2	Ptgs2	Bcl10
Cdr2l	B4galnt4	Armcx3	Dsn1
Serpinf2	Hmox1	Dph7	Ell2
Nrbp2	Fhod3	Slc35c1	Gtf2ird2
Ift52	Mccc2	0610039K10Rik	Nlrp4b
Fam132a	Hagh	D430019H16Rik	Clasrp
Aldh2	1700019D03Rik	Chst7	Tmem2
Stk32b	Plgrkt	Ypel4	Evc2
Rps19	Nav2	Cpa1	Mtss1l
Gmnn	Tuba1a	Nmur2	Stmn3
Gstm7	Lrrtm2	Aloxe3	Plekhs1
Reep1	Sel1l3	Tmed5	2210409E12Rik
Hsd17b7	Rgs10	Gkn1	Mb21d1
Fgg	Mpc2	Myocd	Hap1
Rgs10	Eepd1	Glrx2	Lif
Arid3b	Ggact	Sema3b	Atg4a
Efnb3	Adamts10	Olfm2	Pck1
Stx2	Fggy	Car2	Sycp2l
Col1a1	Large	Pcgf3	Psrc1
Cdc7	Zswim7	Kcnk6	Sgk2
Nanos1	H2-DMa	Entpd2	H2-Oa
Zfp692	Slc7a8	Spryd4	Bai2
Pcbd2	Mex3a	Mylk3	Ccnt2
E2f6	Manbal	Cyfip1	Slc16a1
Rilp	Pja2	Cdkl1	Gabre
Sf1	Tmem203	Ndfip2	Cyp2b19
Otp	Slc26a2	Heg1	Rfx1
Grik3	Bckdhb	Iqsec3	Sfxn3
Osgin2	Smim4	Ppargc1b	Satl1
Sstr4	0610009L18Rik	Ddit4l	Slc17a5
Zfp444	Ptgdr	Frrs1	Clgn
2900076A07Rik	Xkr6	Ippk	Lhx4
Rasgef1a	Serf1	Naa20	Prr5l
Il6ra	Supt6	Nt5c3b	Pim1
Cml3	Wdr35	Cyp2c70	Ehd2
Dpysl5	Sowahb	Itgav	Snrpa1
Grip2	Dkk3	Chil4	Stard13
Mageh1	Amn1	Dctpp1	Fndc1
Pogz	Dbt	Ntn5	Kirrel
Pik3r6	1500015O10Rik	Anxa4	Cldn10
Arl2	Rab11a	Fgf14	4921518K17Rik
Txlna	Flnc	Dnajc16	Pfdn2
Mettl7a2	Mapk3	4930431F12Rik	Mapk11
Prickle1	March5	Smpd3	Rnf7
Mccc2	Lyz2	Abhd2	Foxp2
Otof	Wnt10a	Eef1a2	Nrg2
Cyp4f15	Firre	Robo1	Cat
Lyar	Nudt4	Chrna1	Retnlb
Cstf2	Abcg4	Ppp1r3e	Ankrd39
Rbm39	Camk2d	Gstm7	Sycp3
Adra2c	Lurap1l	Kif23	Olfr701
Golt1b	Siae	Clcn5	Ercc1
A830082K12Rik /// A830082K12Rik	Hmgn5	Chp2	Bnc2
Lyz1	Spry1	Mns1	Tmie
Samd14	Ctsl	D5Ertd615e	Gfra4
Atp6v1c2	Bloc1s6	Dtx2	Ppp1r16b
Cdkn2aipnl	Pcbd2	Adra2b	Slc7a7
Col23a1	Dnmt3l	Adrbk2	Nipa2
Gba	4933402C06Rik	Fam129b	Krtap15
Cntln	Rnf31	Svip	Lce1c
Mfap3l	Zfp664	Npdc1	Rrad
Bag2	Rasl11b	2010107G23Rik	Gdpd2
Siae	Cep170b	Lyar	4933411G06Rik
C1qa	Nrxn3	Tmtc3	Eci1
Hey2	Pnpla3	Actg2	AI661453
Hnrnph3	Cisd1	Lyl1	BC028528
Iyd	Hkdc1	Slc25a30	Dnm1
Gpr125	Dicer1	4930545H06Rik	Ceacam14
Polr3a	Htr5a	9130204L05Rik	Sucnr1
Ccdc177	Rtkn	Erc1	Phyhip
Zfand5	St8sia2	Mtcp1	S100a10
Cblb	Ppm1h	Lad1	Pomgnt2
Slit1	Cic	B3gnt5	Tead3
Las1l	Frat2	Elk3	Ngb
Col5a1	Fbxo45	4930564D02Rik	Skida1
Astn1	Iyd	Ipo9	Itgb1
B4galnt4	Orc5	Ccdc23	Nefm
Vwa3b	Thsd7a	Fam160a2	Sh3rf3
Mfsd10	Egln3	Efhd1	Atf3
Slc7a8	Ptcd1	Cd99l2	Baiap3
Sulf1	Col1a2	Ninj1	Gm15708
Sipa1l3	Mrps12	2900076A07Rik	1110008F13Rik
Zgpat	Snrpb	Snrpb	March3
Exosc2	Glrx2	Car4	4930591A17Rik
Zak	Fam131b	Rps20	4933433C11Rik
Glis3	Fam101a	Xpr1	2610018G03Rik
Syt10	Atp2b4	Mast1	Bzw1
Pak7	Aim1l	Tnfrsf13c	Fam13a
Camk2n2	Rnf157	Ank	Cntd1
Slc37a4	Pim1	4930404A10Rik	Ccnd1
Galnt16	Arhgap23	4933426M11Rik	Taf1a
Slc37a1	Smarca1	Ankrd13a	Fbl
Npdc1	Fnbp1	Gabra5	Mkl2
Anxa5	Shroom4	Kirrel	AI504432
Scn9a	Hmgcr	Rnf19b	Tmem100
Gtdc1	Exosc2	Hes5	Chsy3
Sept3	Adra2c	Adcy8	Vmn1r14
Ykt6	Gucy1a3	BC049762	Zfp937
Rab18	Slc16a10	Bet1l	Ctsj
Lrrn4	Chst11	Chrna3	Sec1
Lama4	Ssr1	Mbd3l1	Mxra7
Gucy1a3	Grk6	Mrvi1	Wwp2
Cds2	Inpp4a	Osbpl5	9230112D13Rik
Sh3bp5	Fastkd3	4833423E24Rik	Zfp111
Ajap1	Cd9	Ift52	Hmgcs1
Pnn	Zcchc3	Uroc1	Slc3a2
Lrfn5	E2f6	Mtcl1	Prr16
Lbp	Tspan17	Rph3a	Sept3
Npc2	Klhl40	Socs2	Col5a2
Rims1	Eea1	Clns1a	Gatsl2
Panx2	Elavl2	Chd1	4933402J15Rik
Tbx21	Zcchc12	Ppapdc1a	Tmem255a
Ap1s2	Avp	Nim1k	Trafd1
Adam19	St8sia1	Cyp19a1	Socs3
Syt12	Btbd19	Gstcd	Rgs2
1700019D03Rik	Srsf7	G3bp1	Myef2
Inpp4a	Sod1	Bri3bp	Mmp11
Cmip	Gzmm	Spata33	Appbp2
Sccpdh	Huwe1	Dedd2	Lct
Fkbp1a	Jph4	Fcgr2b	Fgfr1op
Rgs17	Plekhb2	Hoxa13	Nploc4
Nfasc	Camk2n2	Ccdc71	Mirg
Atp6v1g1	Dek	Nefh	Rfwd3
Cspp1	Bai1	Stac2	Anp32a
Sgsm3	Unc13b	Megf6	Rcor1
Arhgdig	Gba	Tfeb	Dmrta2
Prps1l3	Itgb1	Olfr749	Ntn5
Cela1	Sf1	4930502E18Rik	Otop1
Synj2bp	Csrnp3	Pramel1	Zfp398
H2-DMa	Pcgf3	Mettl14	Nrg3
Tmem189	Lrfn5	Rprd1b	Daw1
Zfp934	Mast3	Cep41	Emc2
Chrd	Arl6ip5	4930471M09Rik	Aga
0610009L18Rik	Cep152	Mfsd10	Ifih1
Ptn	Idh3a	Mgmt	Plscr1
Eepd1	Suv420h2	Adam1a	Idi1
Htr1a	Acot2	Scyl2	Adam8
Rit2	Rnf122	Zcchc8	Catsper2
C1ql3	Map2k5	Ttc9b	D430041D05Rik
Gm11681	Aldh1l2	Kat2b	Ppp1r3a
Ppp6r1	Erc1	Jarid2	Zdhhc3
2310057M21Rik	Fstl4	Ankrd13b	Tgfbr2
Itgav	Vwa1	Tmem196	4930506C21Rik
Thsd7b	Mta3	Olig2	Katnbl1
Smoc2	Rgs2	Dnmt3l	Zswim7
Umps	Smco4	Grik3	Otx2
BC002059	2900011O08Rik	Synj2bp	Nup85
Slc52a2	Nid1	Gmip	Myo3a
Mrpl3	Plxna3	Rem2	9930104L06Rik
Sphkap	Metap1d	9530077C05Rik	Ms4a15
Akirin2	Ddr1	Mrpl34	Slc22a6
Sec24c	Pprc1	Fam229b	Chuk
Hip1r	Tmem151b	Pias4	9630013A20Rik
Dram1	Liph	Coro2b	Gm11563
Inha	Tgfb1i1	Tmcc3	Vps39
Dtymk	Ddb2	Serpinb11	Irx1
Bloc1s5	Syt10	Nt5dc2	Kdr
Myl12b	Npc2	Arl10	Cemip
Pcdh8	Rbm22	Vps25	Nkx6-1
Htr5a	Rfx3	Msl1	BC021785
Timm9	Ifitm3	Magi1	Gck
Rnf122	Ccdc50	4933403O03Rik	Usp28
Kcnab2	Pde3b	Cilp	Il21r
Nefm	Kpna2	Arhgef28	Olfr544
Mtcl1	Tial1	Jrk	Lrrc46
Traf5	Scg2	Bcl2l15	AI429214
Kdelc2	Tox3	Nsmce4a	Lgi3
Park7	Fam132a	Kctd13	Rgs3
Tmem64	Smim14	Nr2f1	Plcg2
Qrsl1	Slc30a10	Lepr	4930402K13Rik
Rapgef5	Irs1	Klhl15	Vps33a
Trp53i13	Smug1	Arhgef11	Cltb
Gng3	Zhx2	Pkd2	Cda
Fbxo18	Omg	Galnt7	N4bp1
Arglu1	Fam160a2	Btc	1700057G04Rik
Pitpnm1	Cartpt	Galm	Tat
Batf	St3gal4	Plin2	Abca16
Snrnp70	Lrba	Chsy3	2700029M09Rik
Nek7	Lrp12	A4gnt	C130073F10Rik
Tnik	Ipo9	Nrsn2	Spag8
Prep	Cecr2	Gls	Smek1
Utp6	Mum1l1	Wdfy2	Fnip2
Lgals3bp	Glis3	Pdp2	Nod1
0610010F05Rik	Tle2	Pcsk5	Lrmp
Rab12	Foxp1	Basp1	Wnt10a
Plekhb2	Arglu1	Ykt6	Msgn1
Nek3	Paox	Syt5	Pak1ip1
Kpnb1	Prtg	Ptrh1	A930006K02Rik
Pgpep1	Trim71	Cntn3	Tmem39a
Oprd1	Hes5	Dsc1	Hcst
Klf7	Nsa2	Gmnn	Slc17a2
Col27a1	Akirin2	Mr1	Abt1
Gatsl3	Gucy2g	Scrt2	A730082K24Rik
Jrk	Cxcl16	Cd163	Lama4
Snhg10	Uqcc1	Scn3b	Pkn1
Htatip2	Lingo1	Gstt1	Zfp112
6820408C15Rik	Vgf	Arhgap23	Ppp2r5a
Lamc3	Slitrk2	Pxmp4	Pcif1
Pappa	Smoc2	Meg3	Camkmt
Dhx33	Smyd2	Gramd1b	LOC100043315
Sertad1	Sphkap	Gpr64	Smim6
0610031J06Rik	Scn1a	Paqr6	Zfp511
Huwe1	Gm608	Fam47c	Sde2
Ptpn5	Spry2	Sult5a1	Map1lc3a
Tcf25	Svil	Mageh1	Osbpl2
Gucy1b3	Cds2	2310009B15Rik	Ptk2b
Egln3	Esam	Gmds	Ttc4
Tiam1	Lrrn1	Prelp	Sh2d2a
Coro2a	Clcn5	Fgd2	Aqp9
Hsd3b1	Pappa2	Spred2	Ezh1
Rimbp2	Arl2	Cnksr1	Mob3c
Dnttip1	Gtf2ird2	Fastkd1	Slc35e2
Ak4	Lyplal1	Ascl3	Slc2a2
Sgk3	Snta1	Tex33	
Whsc1	Irgm1	Gpr3	
Cbl	Nelfcd	Kif9	
Ermn	Ahi1	Slk	
Lyz2	Nploc4	Slc37a1	
Col5a2	Hrct1	Atxn7	
Supt6	Dhx8	Atl3	
Cdk18	Gtdc1	Msc	
9130019P16Rik	Adam8	Pgk2	
Tpst2	Itga8	Dtnb	
Chmp2b	Fads6	Htra3	
Ddr1	Arpp19	Mfap3	
Gabra5	Slc25a18	Mmp3	
Chia1	Napepld	Prss39	
Bin1	Vim	1700016C15Rik	
Anks3	Mkrn1	Glra4	
Col4a5	Slc27a1	Tug1	
Cecr2	Lgals4	Mettl7a1	
Cd83	Twist1	Trmt11	
Spry1	Ecm1	Tex9	
Mrpl39	Wnt4	Ceacam14	
Srl	Stac2	Galns	
Ranbp17	Eftud2	Card14	
Mirg	Cd52	Oprd1	
Cldn26	Smco3	BC038328 /// Rslcan18	
Rnf31	Cstf2	Star	
Kat2b	Fntb	BC048609	
2810468N07Rik	Kcns2	Mecom	
Slc30a10	Ddit4	Pyhin1	
Scrt2	Strn	Mphosph6	
Clec7a	Rspo3	Zc2hc1a	
Trpc7	Robo3	Slc30a7	
Fam131b	Stxbp4	Pld2	
Shisa7	Arid1b	Slc46a3	
Sidt1	Srrm4os	Fstl4	
Lhx9	Cspp1	Grpr	
Gabrg3	Fry	Mcmbp	
Ankrd33	Cog4	P4ha3	
Nphp1	Rspo2	Dram1	
Arhgef11	Las1l	Katnbl1	
Mettl14	Ttl	Rtp3	
Smim3	Rnf207	Mbd5	
Gla	Ddah2	Cdkn2aipnl	
Arid1b	Nudt17	Psmb7	
Bet1l	Ube2e2	Mrps24	
Fam19a1	Znrd1as	Wfikkn2	
Nrxn1	Arhgef28	Gabpb2	
Rala	Pknox2	Cela1	
Ap2a1	Efnb2	Clybl	
Megf11	Kcnt2	Nat10	
Drd4	Ltbp1	Fam174a	
Ddah2	Rad50	Gabrd	
Tnnt2	Eps15	Slc7a9	
Zcchc12	Abcd2	Pnn	
Cntn3	St3gal1	Tmem64	
Stxbp4	Cmip	Mllt11	
Rassf2	Zfp598	Prps1	
Reln	Car2	Sh3bp5	
Taf13	Gucy1b3	Cyp27b1	
Hk2	Plin2	Shisa5	
Ahcyl1	Sgk3	Rapgef5	
Renbp	Mthfd1l	Ankrd28	
Rab8b	Adamts1	Il18rap	
P4ha3	Coq7	Coro2a	
Triqk	Mfap3l	Akt1s1	
Plekha7	Dtnb	Thsd7a	
Mreg	Meig1	Gtf3c1	
A2m	Srebf2	Cpvl	
Dgki	Rilp	Dmrtb1	
Wdr41	Larp6	Ttyh3	
Nim1k	Arhgdig	Gcm1	
Nefl	Arhgap44	D17Wsu92e	
Ahctf1	Ift80	Snrpf	
Jph4	Fam126b	Mdn1	
Pou6f2	Serpinf2	Ptpn5	
Dkk3	Daglb	C1qc	
Pank4	Atxn7l1	Slfn8	
Tial1	Psme1	Taz	
Rph3a	Acadl	Akr1b7	
Pnrc2	Cdca7	Stk40	
Telo2	Ndufa5	Pou6f2	
Tnrc18	Eif1ax	Sostdc1	
Ulk1	Igsf9	2810047C21Rik1	
Trub1	Ppp6r1	Cartpt	
Fam101b	Habp4	Adnp2	
Sema3f	Rpl4	Ensa	
Ralyl	Mpp6	Cdh4	
Rnf165	Tor1a	A630033H20Rik	
Polk	Igsf8	1700120K04Rik	
Map7	Tmem135	Grip2	
Lphn1	Tmem86b	Gpr88	
Fam126b	Amy1	Trim14	
Zfp703	Coro2b	Atxn7l1	
Kctd5	Grasp	Syn2	
Phlpp1	Ap5m1	Wdyhv1	
Bloc1s6	Nek3	Sytl2	
Pknox2	Slmo1	Klhl5	
Ssx2ip	4930452B06Rik	Cyp8b1	
Socs3	Slc25a26	Pde7a	
Slc30a7	Iigp1	Gsta3	
Kctd13	Pappa	Prr13	
Pla2g4c	Dusp12	Rps6ka4	
Pja2	Fam193b	Cd300a	
Prr16	Psmc6	Sebox	
Spsb3	Utp6	Cstf2t	
Syn2	Tubb4a	Cyb561	
Abca5	Cdyl	Grin3b	
Rbm22	March3	Gpr19	
Gatsl2	Idh3b	Abcb7	
Mthfd1l	2810032G03Rik	Lamb3	
Rev1	Tmem47	Rasgef1a	
Slc16a11	Orai1	Ipmk	
Cxcl12	Lman2l	Rlbp1	
Fam178a	Cebpd	1700052N19Rik	
2210016F16Rik	Vkorc1l1	Blnk	
Mkrn1	Lgals1	Axin2	
Ubc	Gatsl3	Fbxo18	
Clmp	Gm996	Trp53i13	
Kctd4	Pole3	Gstt2	
Sirpa	Ttll4	Kcnt2	
Irs1	Zcchc8	Lphn3	
Adam11	Ergic1	Tnfrsf19	
Nap1l2	Cyp4f15	Syk	
Psme1	Rgs3	A430108G06Rik	
Msl1	Inha	Fgfr1op	
Tsen15	Magi1	Dbt	
Trpc2	Dnaja1	Sppl2a	
Mina	Slc25a28	Prm1	
Hps1	Ascl3	Bhlhe23	
Dek	Cyth3	Syt12	
1810055G02Rik	Galnt7	Ms4a4d	
Gstcd	1110038F14Rik	Svil	
St3gal1	Mycl	Osgin2	
Tph2	Rab18	Cyp1a1	
Osbpl5	Tmem81	Dock8	
Pcdh9	Auts2	Map3k1	
Mtfp1	Donson	Tmx1	
U2af1l4	Clasrp	Prickle1	
Gal	Ahcyl1	2410017I17Rik	
Isca1	Rogdi	Insl6	
Aim1l	Trp53	Gabarap	
Ccne2	Psen1	Rfc5	
Tubgcp2	B3galt2	Nfkb2	
Net1	Pxmp4	Prkcdbp	
Vopp1	Lhx2	Strn	
Tle2	Polr3a	Stmn2	
Bicd2	Gm1976	Lce3b	
Chd1l	Cys1	Pcyt1b	
Tox3	Pdlim7	1700003E16Rik	
Arl6	Scn3a	Gsn	
Rarb	Ctsh	Ankrd33	
Limd2	Ankrd39	Adam23	
Arhgap44	C1qa	Sgk2	
Itga8	Pno1	Vsx2	
Cyfip1	Mcm9	Clmp	
Abcd2	Ahctf1	Kdelc2	
AW011738	Cwc22	Klrb1f	
Mta3	Tle4	Pdcd1	
Nudt8	Hip1r	Col9a3	
Aldh1l2	Fbxo17	E230008N13Rik	
Klhl25	Gnas	Brf2	
Hsbp1	Osgin2	Pan3	
Fndc3b	Dyrk3	Ewsr1	
Ggta1	Odf2	Fkbp1a	
2610019E17Rik /// Rab26os	Gm11681	Prkcb	
Ifnar2	Triqk	Extl2	
Ddit4	Sphk1	Serpinf2	
Serinc1	Igsf21	Fyco1	
Abcg4	Creb3	Mmp19	
Tubb4a	Ntm	Asic2	
Lgmn	Rasgef1a	Endou	
Endou	Ppp3r1	Diap2	
Arhgap6	Hk2	Bicd2	
Rfc1	Chrdl2	Exoc6b	
Tsr2	C1qb	Mertk	
Zyx	Pdyn	Unc13c	
Galnt3	E230029C05Rik	Plcg1	
Slc27a1	Cubn	Tmco5	
Spice1	Glcci1	BC005764	
Zfx	Tcof1	Ccsap	
Tardbp	Efcab1	Cdhr1	
Sirt5	Ctsb	Spink10	
Adamts20	Clic1	Pitpnm2os1	
Ssr1	Rcsd1	Grifin	
Srsf1	Gbp2	Plekha4	
Tmem229b	Acot6	Phlpp2	
Ebp	Xpr1	Cyp2d34	
Eml4	Pitpnm1	4930563E18Rik	
Mapk8	Serpina9	Rorb	
Cdh4	Prickle1	Hcls1	
Cenpv	Ppp1r14c	Pkn1	
Cep170b	Crispld2	Ptcd1	
Rab1	Park7	Slc35a3	
Slmo1	Acot9	Hcst	
Arid3a	Chst9	Ppdpf	
Zdhhc21	Rarb	Cytip	
Specc1	Cmtm4	Pom121	
Nhsl2	Trub1	Dnttip1	
Lcor	Cltb	Atp6v1g1	
Cenpb	Grip2	Ryr3	
Large	Lmtk2	Abca5	
Dhx8	Zfp503	Trim65	
S100a10	Fxyd5	Ppp1r7	
Msl2	Tmem255a	Foxp2	
Cdyl	Efemp2	Ppp2r5c	
Adrbk2	Svip	Hmces	
Rps20	Vwa3a	Igf2	
Gzmm	Acadvl	Polk	
Il10rb	Rnf165	Pdp1	
Atp2b4	Ap1g2	Crisp2	
Slc31a2	Slc23a1	Lce1a2	
Cep41	Ifitm1	Csf2rb2	
Sostdc1	Tnrc18	Asph	
Prpf38b	Nfasc	Otud3	
Cdca7	Prep	Ralyl	
Ccnd2	Tardbp	Ppp1r3g	
Gabarapl2	Gmnn	Slc26a3	
Ltbp3	Ccnd2	Fads6	
Angpt4	Zfp653	Gfra1	
Ccdc82	Kcna1	Hapln3	
Btc	Cited4	Cenpp	
5830411N06Rik	Ninj2	Ccl8	
Pi4k2a	Rims1	Abtb1	
Rab4a	Ablim2	Mllt6	
AI464131	Adamts6	Camk2a	
Phf10	Ip6k2	Cyp17a1	
Ptgdr	Rmdn3	Napg	
Vwa1	Adora2b	Cdhr5	
Camk2d	Tmed8	Cbln4	
Scg2	Reg2	Tsr2	
Idh3b	Ccdc23	Zfp934	
Cadm1	Fgf10	Insig2	
Tnip2	Gstm5	Mmp1a	
Setmar	Leprotl1	Dnaic2	
Btbd19	C77370	Elavl2	
Sel1l3	Sidt1	Rpsa	
Creb3	2010107G23Rik	Skp2	
Gm561	Nfs1	Wipf2	
Acot5	Cpne4	BC051142	
Camkmt	Zfp952	BC002059	
Ptrh1	Kpnb1	Cd37	
Mast3	Lix1l	4930451G09Rik	
Atp6v1a	Hs2st1	Myl12b	
BC030499	Pank4	Wscd1	
Gsg1l	Prdm5	Tmc5	
Rprd1b	Tmem229b	Mrpl23	
Parp2	Pan2	Serpinf1	
Mapk3	Spice1	Sh2b1	
Ftx	Coq10b	Cyp4f15	
Ppp3r1	Elovl5	Zdhhc23	
Gng7	Mageh1	5830403L16Rik	
Akr1b8	Sox9	Lmo4	
Wdyhv1	Trpc2	Thy1	
1200014J11Rik	Chd1l	Zfp280b	
Rfx3	Ift52	Mcm10	
Eif1ax	Cdkn2aipnl	Oosp3	
Impad1	Mtfp1	Tmem45a	
Hrsp12	Grik3	Gjc3	
Ccdc88b	Sgsm3	Zfp358	
Sfxn2	Pdrg1	Sgsm3	
Scn1a	Gpr115	Icam4	
Grifin	Onecut2	Map3k14	
Auts2	Exd2	Chtf8	
Tdrd3	Isca2	Chchd1	
Lsm12	0610031J06Rik	Magt1	
Plxna3	Pcdhb10	C1qa	
Bex1	Gng3	Trpc7	
Elmsan1	Phactr1	1810058I24Rik	
Pygo1	Gabrg3	Rora	
Pgbd5	Ttyh1	Adam2	
Oxtr	Litaf	Drd4	
Tnfrsf25	2310057M21Rik	Fgf5	
Clybl	Zfp934	Msh5	
Pitpnm3	Ebp	Fbxw9	
Slc38a10	Mier1	Adamtsl2	
Phactr1	Tiam2	Cdc42ep2	
Hrct1	Gstm7	Net1	
A330008L17Rik	Cd82	Hcn3	
Nxn	Arl6	Plgrkt	
Lgals1	Nbea	Tmem203	
Cdc20	Edem2	1600012H06Rik	
Chpf2	Tcf25	Whrn	
2810032G03Rik	Atp6v1g1	Pirb	
Ctsl	Chia1	Slc45a3	
Zfp503	Cited2	1700034H15Rik	
Snrnp48	Fam183b	Fndc3b	
Sgsm2	1700086L19Rik	Ss18	
Cdkl4	Nudt8	Cic	
Cited4	Nup205	Tdrd3	
Lrch1	Fkbp1a	Mocos	
C1qc	Ctps2	Shcbp1l	
Tmed8	Syt12	Itfg2	
Mien1	Tnfrsf12a	Ak4	
Selm	Nsdhl	Otx2	
Tmco5	2900076A07Rik	Rilp	
Kras	Slc26a10	Wdr35	
Skp2	Tfcp2l1	2310057M21Rik	
Tpst1	Fam163a	Kctd14	
9330151L19Rik	Mief2	Fxyd7	
Meig1	Rin2	Wdr78	
Zfp185	Aqp11	Stxbp3a	
Selp	Xylb	Fam26d	
Asz1	Wfdc18	Spata2	
Idh3a	BC002059	4931408D14Rik	
Ppp1r11	Tsen15	Hist2h2aa2	
Cage1	Vstm4	Casc3	
Inhba	Tmem2	Slc31a2	
Krt77	Pcdh9	Ankrd22	
Sod1	Necab2	Mypop	
Spock1	Crem	Rims1	
Mbd1	Scnn1a	Ube2l6	
Rab11a	Fst	L3mbtl3	
Siva1	Pcmt1	Cxcl16	
Amn1	Plbd2	Trmt44	
Zfp827	Man2c1	4930448K20Rik	
Prkrir	Trafd1	St6galnac1	
Mkl1	Tnnt2	Ndufa12	
Eci1	Galnt18	Zfp142	
Drap1	Setmar	Nlrc5	
Tmem41b	Lgals3bp	Atp6v1e2	
Stradb	Wdr13	9030404E10Rik	
Btf3	Unc80	Galnt12	
Tap2	Actr3b	Fam135b	
Spred2	Ftx	Atp6ap1	
Fkbp2	Npy2r	Cbx4	
Tbc1d10a	Fancl	Hspa2	
Rnf169	Abl2	Klk4	
Erc2	Mylip	Srrm1	
Rnf19b	Ppm1a	Adipor1	
Oas1a	Gng11	Pla2g4c	
1700086L19Rik	Sh3bp5	Csnk1e	
Zmat1	Whsc1	Mpzl2	
Prtg	Ppp1r18	Lrrc75b	
Sesn1	Atxn7l3	St6galnac2	
Serping1	Cenpb	Marveld1	
Spcs3	Sord	Lgals3bp	
Rpl4	Cth	Polr3a	
Slc16a10	Slc22a8	Fosl1	
Firre	Bcl10	2700038G22Rik	
Ppm1a	Sbf1	Nfasc	
Srd5a3	Pnn	Cast	
Mib1	Zfp612	Comt	
Vim	Rab4a	B4galnt1	
Msc	Gm13238	Spint1	
Habp4	Jak3	Erlec1	
Akt1s1	Rcn3	Mast4	
Ccdc71l	Myl12b	Mrps35	
Cd9	Aldh2	Col4a5	
Fat1	Ranbp17	Tmem42	
Ap1g2	Nol4	Nxf7	
Tspan11	Slc37a1	Pcdhb13	
Smim4	Trim8	Ulk1	
Rchy1	Lzts3	Gm5617	
Cyth3	Ube2ql1	Wdr41	
Xiap	Cd14	St8sia1	
Fbxo36	Stat5b	Cd46	
H2-K1	Cbl	2410012M07Rik	
Npr3	Hook1	Ddx3x	
Rspo2	Lyar	Lrrc72	
P4ha2	Hsbp1	Rev1	
Ptpla	Prim1	Prr9	
Klhl5	Gng7	Pygo1	
Efhd1	Prkcd	Tmem74	
Csf3	Cela1	Arhgap36	
Snrpc	Chchd10	Rasgef1b	
Csdc2	Tbc1d2	Mei1	
