XFTU	SFTU	SFRC	SFNC	SFRN
Pno1	Vcl	Kif6	Lrrc42	
Pdia2	Trim71	Lgi1	Ccno	
Rab11b		Net1	Agfg2	
Snhg12	Gnptg	4921531C22Rik		
Ndufs4	Pde4a	Fosb	Tbc1d2	
Cenpe	Pno1	Scn8a		
Dtl	Dner	Cdr2	Abca1	
Jmjd6	Tmem38a	Sub1	Fcgbp	
Cd3e		Dda1	Trip4	
	Prps1l3	Rps7	Ipo5	
Fgfr1	Phactr1	Xrcc3	Map1lc3a	
Zfp879	Magi2	Atpif1	Zfp277	
Gm6404	Rbm24	Drg2	Inpp5d	
Gm6030	Cdh10	Rasgrf2	Npb	
Ppap2c	Plcxd2	Calcoco1	Sphkap	
Bdp1	F2r	Snhg12	Adra2a	
Prpf3	Hmha1	Zfp961	Tpd52l1	
Gosr1	Scaf11	Ap3s2	Tgfb3	
Rpl18a	Rchy1	Clec2e	Plaur	
Cops6	Nr2c2ap	Pkp4	Hmgn1	
Lsm6	Apoh	Lrrc4b	Kif6	
	Lsamp	Trp73	Chchd5	
Slc23a2	Sdc2	Rhoa	Fgfr1	
2810405K02Rik	1810032O08Rik	Tor1b	Foxp1	
2700049A03Rik	Gstp2	Dapk2	Nek11	
Rnf25	Pcbd2	Rnf166		
Gabrd	Tor1b	Pnkd	F2r	
Gm4883		Calb1	Rps6	
Atp6ap1	BC048355	Etv4	Ppm1l	
Cd7	Fgd2	Rrbp1	Ssb	
Dscaml1	LOC100134990	Slc7a6	Trp73	
D3Ertd751e	Dscaml1	Rasgrp2	Rps9	
Atl2	Ndn	3632451O06Rik	Evpl	
Dntt	Atpif1	Ech1	Asb13	
Utp15	Zfp947	Ece2	Alkbh2	
Zfp106	Ppm1l	Dntt	Hsd17b7	
Slc30a3	Dpm2	Gm5623	Rpl18	
Tmtc1	Clec2e	Dync1h1	Ppm1h	
Pygb	Ppp1r14b	Cog7	Znfx1	
Ccz1	Ppapdc3	Gnptg	Greb1	
2410006H16Rik	Bzw1		Nup210	
Rfx3	Zkscan17	Map3k8	Nampt	
Rbfa	Tbxa2r	Thbs3	Maged1	
Xpr1	Ldha	Zfp106	Vegfc	
Dkk3	Emx1	Papolg	Cish	
Srm	Sdcbp	St6gal2	Cyfip2	
Ccdc88b	Cyp4b1	Tmem38a	Gtf2h3	
Epb4.9	Dcaf5	Zkscan17	Gm1006	
Phgdh	Mocs1	Cacnb4	Ndufs8	
3632451O06Rik	Prkd1	Arl4d	Vav3	
Os9	Ggct	Aif1l	Rdh5	
Dhrs4	Kcnip3	Prkd1	Itgav	
Myo1e	Bmpr1b	Rap1gap	2610318N02Rik	
Srek1ip1	BC018242	Ppm1h	Cyp4b1	
Dcbld2	Pclo	Pck2	Zfp963	
Arl4d	Secisbp2	Jsrp1	Papd4	
Cdc42ep4	Atg4c	Fcgbp	Pdia2	
Crispld1	Pgm5	Bag5	Rcan2	
Nrp1	Kif1c	Scg5	Crls1	
Ppp2r5d	Gm11127	Cspg4	Dnahc9	
Ttll1	Rpl23a-ps1	Cdc16	Strbp	
A230046K03Rik	Exosc9	Gmeb2	Chrna1	
March11	Cars	Rchy1	Ldha	
Atp2b3	Ppp2cb	Rhobtb2	Sox5	
Tnfrsf11a	Gnl1	Fbxo27	Mrps33	
Gtf3c5	Sdcbp2	Zscan18	Pdzd3	
Greb1	Nr2f6	Grip1	Ccdc64	
	Tspan5	Acap3	Nbeal1	
Exosc9	St6gal2	Nsun7	Ndufs4	
Spata21	Lrtm2	Mpg	Ccs	
Rpl21-ps4		Lsm14b	Clec2e	
Hrh1	Cox6b2	Phf14	Vasn	
9030617O03Rik	Psmd8	Pbxip1	Kcnk1	
Ormdl3	Fbxo27	Ercc8	Lsmd1	
Rb1	Serpina3i	Fgf22	Grm8	
Cdh22	Dph3	Grik1	Plxna2	
Adam22	Nmt2	Mul1	Psmb10	
Tmem188	Plxna2	Cxcr4	Impdh1	
Crk	Vps8	Acadsb	Pitpnc1	
Anapc16	Kcnk1	Dpm2	Cog7	
Syt4	Arhgef10l	1810032O08Rik	Prrt2	
Ndor1	Unc13d	March9	Lhx3	
Brd1	Zfp503	Kifc3	Fgd2	
Wrap53	Rg9mtd2	Cacng5	Mycbpap	
Prkg1	Cyb5	Ntng2		
Trp73	Ormdl1	Dclre1c	Egr2	
Med18	Abca1	Cxcl12	St5	
Tubb2c	Rnf128	Oxtr	Zfhx4	
Entpd4	Fbxo17	Rcn3	Mast2	
Tacr2	Rock2	Ppdpf	Hist1h1e	
2310045N01Rik	Ksr1	Syncrip	Cgrrf1	
	Folh1	Ext1	Zfp961	
Dnahc2	Pex12	C1ra	Cetn4	
Stag2	Cenpq	Tmem101	Bdp1	
Edc4	Thap3		Pgm5	
	Prpf38a	Nap1l2	Mrfap1	
Ccdc126	Aarsd1	Rpl19	Osbp2	
Lmna	Krt5	Greb1	9430031J16Rik	
Cenpt	Plau	Gm5468	Zcchc7	
D16Ertd472e	Limd2	Atp11c	Ostf1	
Nmbr	Zfhx4	Nkiras1	Zkscan17	
Ube2ql1	Rab40b	Idh1	Bid	
Nfs1	Atp11c	Wrap53	Ppp2cb	
Prdm4	Serinc2	Socs7		
C030034I22Rik	Vps37a	Stk11ip	Grik1	
Mc4r	C1ra	Uba52	Dlgap3	
Dlg4		Ppp2ca	Gm6813	
Pgam2	Rhob	Atrx	Fzd2	
5430411K18Rik	Rgs11		Cyb5	
Zfp618	Arntl2		Apoa1bp	
Flrt3	Gli3	Pten	Rad1	
Arpp21		Zc4h2	Rnf144a	
Bri3bp	Pip4k2b	Pdzd3	Ece2	
Gm129	Rpl35	D430041D05Rik	Hs3st4	
Nr4a1	Zscan18	Polm	Nhedc2	
	Prrc2b	Sec63	Atp1a3	
Ndufv1	Tcfcp2l1	Txlnb	A230051G13Rik	
4930471M23Rik	Atp1a3	2610002I17Rik	Rnf11	
Lrrc8a	Gpc4	Mafa	Kdr	
Mctp2	Acvr2a	Rnf126	Atp2b3	
Snrnp40	C1ql1	Atrn	Polg	
Akt3	6330403A02Rik	Rnf11	Nf2	
4933439C10Rik	Tap2	Exoc5	Plcd4	
Gm12034	Ppp1r9b	Cdk4	Fam102a	
Gprasp2	Pla2g5	Grcc10		
Bscl2	Gm4978	Mybpc1	Cd24a	
Hmha1	Stk38l	Git1	Atp6v1d	
Hdgfrp3	Hivep2	Brpf1	Sestd1	
Ppp6r1	1600002H07Rik	Nefh	Acvr1c	
Usp39	Ube2v1	Nup153	Smap1	
Nap1l1	Cadps2	Bid	Gchfr	
Slx4	Sema4f	Cpxm1	Rab40b	
E130309F12Rik	Rapgef4	Ypel4	Ssu72	
Kcnk10	Foxg1	Slc12a6	Pdgfra	
	Ppap2c	Rpl26	Mfap4	
Dner	Fuca1	Twist1	Pmaip1	
Clec18a	Rpl21-ps1	Nek3	Cdh7	
Gng3	Dclre1c	Hdac9	Agpat3	
Snx5	Asb13	Ntn5	2010305A19Rik	
Shisa5	Tmem59l	Palld	Mtap7d1	
Ddx56	3632451O06Rik	Epn2	Serpina3i	
Loxl3	Bag5	Ifih1	Camk2g	
Dact1		Polr2a	Mocs1	
Rtn4rl2	Cox7c	Lrrc42	Wee1	
	Rassf5	Pla2g5	Gnpat	
1500003O03Rik	Ddx39	Lhx3	Skint7	
Cux2		Zfp277	B630019K06Rik	
Tbc1d8b	Vps25	Rpl31	Tmem101	
	Mafa	Tshz3	Dync1h1	
Snap23	Ccnyl1	Dact1	Jsrp1	
Hsf4	Kcnk4	Ppp2cb	Ptgs2	
Akt2	Pdgfra	Hddc2	Hopx	
Adamts17	Hck	Dct	Uchl5	
Rpl17	Tcf4	Sox5	Sepw1	
Spata13	Nub1	Npb	Pde4a	
Llph	Fam160a1	Chchd5	Tab3	
Satb2	Mast2	Gm5316	Tgfbr3	
	Cacng8	Ube2v1	Stk40	
Itm2b	Pnmal2		AI413582	
Cyb5r1	Acvr1b	B2m	Tceal5	
Ccdc23	Mtrr	Atp6v1d	Tmem59l	
Anapc13	Slc13a5	Nup210	1810030N24Rik	
Nub1		Map4k2	Bcl6	
4933424B01Rik	Maged1	Gm4963	Rhoa	
Sec61b	Fosb	Syt4	Tceal3	
Gabra1	Zfp618	Itga11	Sec63	
Bcl11b	Lrrc42	Kcnh2	Nuf2	
Pdzd8	Mpg	Pik3r5	Ano6	
Arhgef10l	Trp73	Gca	Syn2	
Disp1	Slc1a1	Mtap4	Peli1	
Serpina3g	Camk2g	Ablim1	Zbtb8a	
Minpp1	Net1	Sez6	Eps8	
2310030N02Rik	Gsg1l	Tceb2	Rhobtb3	
Zfpm1	Acot9	Ppp1r3b	St6galnac3	
Vti1b	Th	Cux2	Mknk2	
Clvs2	Snap23	Rps6ka6	Rnf212	
Iqgap2	Loxl1	Adam19		
Trim71	1810030N24Rik	Gabpb2	Mrps31	
Tbca	Arpp21	Trappc5	Ddit4	
Uxs1	Pitpnc1	Vapa	Casz1	
Polg2	Acap3	D130043K22Rik	Cdk5rap3	
Nsun2	Arhgap39	Synj2	C530028O21Rik	
	Poc1a	Commd2	Unc45b	
Gm5918	9030409G11Rik	Rbm25	Neurod1	
Pex19	Gm5239	Prkrir	Orai3	
Hspb6	Cux1	Atp6v1e2	Ascl2	
Blvrb	March11	Gm14496	Nup153	
Suz12	Camk2b	Prpf38a	Aif1	
Kcnj12	Slc9a1	Spag7	Zcchc14	
Fmo5	Mdga1	Cebpa	Rbpjl	
Mlc1	Dcaf7	Ppm1a	Csnk1e	
	Gemin7	Polg	Gcsh	
	Mettl1	Slc1a1	Lgmn	
Mapk4	Klhdc8b	Rorc	Tshz3	
Chrm4	Psma6	Ormdl1	Prkcsh	
Wdr16	Zfp963	Wbp1	Exoc5	
Pola1	Acpl2	Rpl37a	Gm6030	
Pitpnm1	Pcsk5	Zfp963	Prdm1	
Bend6	Adam22	2610305D13Rik	Tgfb1i1	
	Smad2	Psmd6		
Rnf144a	C77370	Fbxl7	Osbpl11	
Mosc2	Rcan2	Psme1	Rrbp1	
Cgref1	Spcs3	Pfkp	Rapgef4	
Parp8	Rpl37a	Gal3st4		
Camsap1	Gpd2	Plekhm3	Klf15	
Sv2c	Spint1	Ednrb	Rg9mtd2	
Fut8	Pnpla7	Gstp2	Ormdl1	
Ttc8	Htr2a	Mov10	Pten	
Kcna6	Fdxr	Copb1	Zfp106	
Tomm22	Fam102a	2410042D21Rik	Rnf5	
Unc13a	Mtmr7	Pam	Mpv17	
	Cacna1a	Smap2	Prkar2b	
Ikbip	Sox5	Slc9a5	Trim36	
Lrrtm3	Plcd4	Rg9mtd2	Sdcbp2	
Stat5b	Capn3	Cdh7	Glyr1	
Lhx3	Ckb	1500003O03Rik		
Ptk2b	Gchfr	Arhgef12	Svop	
Nr2c1	Atp8a2	Bclaf1	Slc25a20	
Syt1	1190003J15Rik	Pdcd4	Mrpl46	
Ddx1	Cux2	Kcnmb2	Kcnip3	
Slc9a5	Mre11a	Relt	Mapre1	
Pdxp	Ikbkb	Ppp1r14b	Nudt9	
Gpc3	B630019K06Rik	Calca	Rbm24	
Mapk8ip1		Mtrf1	Lsamp	
Mavs	Kcnk10	Sik2	Cir1	
Ssrp1	C230096C10Rik		Rfx3	
Abtb2	Ndp	Camk2b	Rassf5	
Lrrk2	Lrrc47	Iqcc	Scn4b	
Pygl	Rfx3	Arfgef1	Prpf6	
5730522E02Rik	Kctd5	Mdga1	Pde10a	
Chst3	Sez6	Slc46a1	Gpatch8	
Kcnh2	Psmd6	Capn10	Sirpa	
Lrrc3b	Kdr	Rnf128	Ttc12	
Pmaip1	Cyth4	F2r	Cks1b	
Map3k8	Ephb1	Erbb4	Usp32	
D430041D05Rik	Chd7	Acad8	Sema4f	
Ndrg1	Mark4	Bckdha	Acpl2	
Crlf3	Mboat7	Chrm3	Tbc1d8b	
Hmgb3	Rps6ka6	Fxn	Usp51	
Nek8	Twf2	Tmed4	BC048355	
Opa1	Parp8	Gls	Efna3	
Peli1	2610002I17Rik	Nsmce1	Brpf1	
March1	Ippk	Pvalb	Abcc5	
Tor1a	Kcnma1		Rgs8	
Pdxk-ps	Nhedc2	Timm23	Pla2g12a	
Eps8	Snhg12	Fmo5	Slc35d3	
Scg5	Plekho1	Fgf9	Polr2f	
Ncaph	Hecw1	Exosc4	Slc7a1	
Fam58b	Smap1	Eif2s1	Slc23a2	
Epb4.1l4b	Pbrm1	Adra2a	Erf	
Smc4	Abcb4	LOC100134990	Psmc2	
Rnd1	Pex6	Lrrc4c	Snw1	
Ptk2	Csrnp2	Rock2	Rpl7a-ps5	
Phka2	Nkiras1	Prrt2	Plekhg4	
Tgfb1i1	BC003331	Ttbk2	Eif2s1	
Tep1	Fbxo45	Ergic3	Trim8	
Vat1l	Pou6f2	Gadd45a	Trim71	
Tuba1b	Ppm1e	BC056474	Rps6ka6	
Rpl7	Cpne4	Wsb2	Pcnp	
Pbx2	Rmnd1	Timp4	Slc1a3	
Nlgn2	Ints9	Hecw1	Yipf1	
Eif2ak4	Slc9a5	Cpne8	Mrpl40	
Prkd1	BC020535	Trib2	Mpg	
Prps1l3	Cap2	Rassf5	Phactr4	
0610007P14Rik	Zmiz2	Arhgap26	Gabra1	
Krtap4-8	Nek6	Mbtps1	Fam118b	
Cacnb4	Macf1	Otud1	Ict1	
Rpl36a	Ctsl	Pip5kl1	Ppp1r3b	
Hsd3b7	Hras1	Cryga	Ndrg2	
Zscan12	Gemin4	Hivep2	Cage1	
Ppp2r1a	Prkcc	Mgst3	Cdr2	
Amd2	Sec62	Srxn1	Ddx21	
Ppm1l	Wif1	Lmln	Fam160a1	
Fcho1	Tlk2	Ttc12	Zfc3h1	
Zscan22	Spsb3	Cenpp	Btbd17	
Lrrc4c	Sorl1	Rapgef4	Exosc9	
Rps6ka6	Tnfrsf11a	Doc2g	Ascl1	
Slc15a2	Capn10	Gpc3	2510003E04Rik	
Ttc12	Gm6994	Tcp11l2	Pts	
Copg	Necab3	Dnahc9	Arhgap39	
Pgm5	Odz1	2610318N02Rik	Ech1	
Atg7	Fads2	Atl1	Alas1	
Gyg	4933424B01Rik	Fgf1	Ky	
Slc1a3	Zfp106	Sync	Appl1	
Dpy19l1	Trib2	Phactr1	Gde1	
Mthfd1l	Fam49a	Cacna1a	Acaa2	
Tcfe3	Als2	Nudt1	Nol7	
Sag	Cnbp	Rer1	Tcfcp2l1	
Dffa	Dock4	Sim2	Rps24-ps2	
Nbl1	Serpina3g	Slc8a3	1500003O03Rik	
Fut9	Rpl36	Gtf3c5	Dact1	
Psmf1	Acad8	Mad2l1	Atl1	
Ppp1r14b	Agfg2	Glyr1	Synj2	
Rnf215	Tspan4	Cenpb	Irx1	
Snrnp25	Idua	Nr4a2	Lims2	
Psph	Cry1	Atp6v1e1	Rbfox3	
Lsm10	Sync	Cpne4	Myadml2	
Ak8	Sec63	Uggt1	1700027D21Rik	
	Ddah2	Foxp1	Cdh12	
Acacb	Gosr1	Slc1a6	Samd1	
Smad4	Arfgef2	Hck	Hecw1	
Slco3a1	Dtx4	Cdh10	Zscan18	
Gsg1l	Rnf115	Aldoc	Shank2	
Sf3b5	Rps27	Shc3	Fen1	
Gamt		Nuf2	Nrip3	
Slc25a29	Slc26a11	Snhg3	Rbm25	
Sfmbt2	Bzw2	Eif1ad	Abca7	
Fgd1	Nrip3	2310028O11Rik	Bmyc	
Dlk2	Taf2	Tpp1	Trib2	
Fam116b	Them4	Prkcsh	Serpini1	
Abcb6	Hsp90ab1		Zbtb10	
Cpe	Gabrb3	Sfxn1	Dhx57	
Fdx1	Iqcc	Chac1	Secisbp2	
Hmgb1	Rps12	Vax2	Zfhx2	
Rnf11	9230105E10Rik		Sub1	
Rpl7a-ps5	Kndc1	Acpl2	Rbm33	
Gmeb2	Gm5316	Ric8b	Nr4a1	
Gm606	Mapre1	Adamts8	Odz1	
Dgat1	Myadml2	Usp51	Phlpp2	
Rpl7a-ps8	Tmem106b	Kras	Capn10	
Znrd1as	Thbs4	Ripk3	Th	
Top1mt	Rab27b	Hras1	Arfgef1	
	Vapa	Rps9	Ripk3	
	Flrt1	Ralyl	2610029G23Rik	
Prpf38a		Elk3	Rpl17	
Tcap	Cdc42ep4	Cradd	Pclo	
	Robld3	Lhpp	Ovca2	
Rilpl1	Taf11	Tap2	Rcn3	
	Pcdha12	Rps11	Tgfa	
Tm6sf1	Unc13a	Ndp	Dlk2	
Bsn	Rassf3	Gchfr	Eif3g	
Psd	Zfp467	Rnd1	Cenpb	
Sphk2	Mtss1l	Twf2	Neo1	
Etfa	2610305D13Rik	Map3k14	Wsb2	
Armc9	Rpl7a	Ndn	Npw	
Trappc5	Zfp865	Insig2	1110002N22Rik	
Insig2	Ppp1r3b	Fst	Pptc7	
Edf1	Hexim2		Pcdha12	
Pcsk5	Spata21	Chmp7	Anapc16	
Zfp963		Acot9	Syncrip	
Rnaseh2a	Shroom1	Pgap2	Stk32c	
Skint7		Haus4	Kcnk10	
Gm10639	Neurod1	Rpl10	Kcnh4	
Snrpd3	Slc25a20	Vps37a		
Cwc25	Sepw1	Prpf6	Tcp11l2	
Ipo9	Zbtb34	Rtn4rl1	Apoh	
Shd	Atp6v1e2		Atxn7l3	
Elovl2	Aanat	Lrig3	Xrcc3	
Rasgef1b	Itgam	Mrps33	Cirh1a	
Pbxip1	Papolg	Csrnp2	Vapa	
Zfp53	Cdk5		Map3k5	
Actr6	Mctp1	Nmt2	Grip1	
Dgat2	Serpini1	Acly	Neto1	
Usf2	Epb4.9	Pdgfra	Rimkla	
Kndc1	Dhrs4	Ptpn2	Rpl23a-ps1	
	Scn4b	Ache	Ywhag	
Fads2	Tgfb1i1	Irx1		
Pdgfc	Itga11	Fgd2	Syt4	
Ube2m	Man2a1	Ccnyl1	Kcnmb2	
Nr4a2	Irf2	Ezh1	Cdc16	
Mas1	Bsn	Adcy2	Ephb1	
	Mapkapk5	Skint7	Rnf135	
Oxtr	Acaa2	Nr2f1	Haus4	
Ssr3	Ccz1		Hmgcl	
Ckb	Prex2	Alas1		
Shroom1	2610318N02Rik	Rpl7a	Tbc1d15	
Hdac11	Atxn7l3	Eif3g	Hexim1	
Clec2d	Grik1	Scn3a	Srxn1	
	Thap7	Crispld1	Klhl26	
Scap	Rps11	Tppp	Cacna1a	
Csk	Tceal6	Neo1	Mapk13	
Apoh	Ninj1	Zfhx2	Smyd3	
Strn4	Dlgap3	Nkrf	Habp4	
Ddx55	Mrfap1	Nav2	Adcy2	
Rpn2	Bckdha	Cox6b1	Arl9	
Bche	Prkcz	Nek11		
Dnajc13	Cdh11	Exosc9	Gpr39	
Pde9a	Gm15450	Ldb1	Ipo9	
Nkd2	Nsmce1	Ippk	Eif2ak2	
Rgs12	Rasgef1b	Cand2	Lrrc47	
Hemk1	Usp32	Usp43	Adra1a	
Acox3		Trim71	Dda1	
	Rps3a	Smad7	Cadps2	
Nacc1	Ntan1	Parl	Zfp78	
Zfp930	Dctn3	Gpr125	Eif1ad	
Arhgef40	Map3k12	Mrps21	Gm5623	
Rpl26	Rnd1	Lman2l	Gpd2	
Cd276	Rpl10	4933424B01Rik	Nos1ap	
Nfib	Plek	Dnalc4	Lrrc4b	
Dpp3	Crispld1	Vav3	Sgca	
Dsg2	Wdtc1	Pls3	Prmt5	
Gemin4	Ccs	Dcaf5	Nsf	
Enpp2	Arr3	Gucy1b3	Ppapdc3	
Pacs2	Pde10a	Rps3a	Ppm1a	
Camk2g	Sfxn1	Rac1	Aurkaip1	
Afap1l2	Bhlhe40	Slco4a1	Psmd6	
Tmed10	Map2k3	C4b	Pcsk6	
Pacsin1	Mafb	Kctd5	Stk38l	
Mfng	Pnma3	Tnfrsf12a	Bmpr1a	
Btg1	Capza1	Foxg1	Lrig1	
Reep2	Nudt1	Fpgs	Gabra3	
Htr3a	Csnk1e		Timp1	
Uap1l1	Zdhhc12	Sepw1	Tnfrsf11a	
Accn4	Brpf1	Mrps31	Gm8054	
	Usp11	Mdh1	Aldh6a1	
Aasdh	Erp29	Hsd17b11		
Kif1c	Mlf1ip	Parvb	Gadd45a	
Gpd2	Itm2b	Hap1	B2m	
Atrn	Pafah1b1	Neto1		
Hmgcr	Xrcc1	Sdc2	Ddx55	
Phf1	Cspg4	Akirin1	Rps12	
Cdkn1a	Cyp2u1	Kif21b	Fzd4	
Hspb11	Atl1	Lrrc47	Selk	
Arhgdia	Stac3	Zc3h15	Spata3	
	Pck2	Zfp866	Zfp618	
Spnb1	Gpatch8	Tcf4	Aktip	
Fbl	Wrap53	Ggct	Foxs1	
Tmem201	4933439C10Rik	Myadml2	Ldb1	
Fyn	Zcrb1	Rpl7a-ps5	Dct	
Cyp4f15	Rnf126	1110002N22Rik	Slc25a17	
Acvr2a	Kctd20	Nf2	Peci	
Fbln2	March1	1810030N24Rik		
Plcb3	Spryd4	Prkar2b	Dock4	
Dhdds	Cd24a	Cacng8	BC029722	
Pisd	Lsm14b	Polr2f	Mcm10	
Timp2	Tmem141	Creg2	Fbxl21	
	Itsn1	Nhedc2	Gm6994	
Tsks	Eif1ad	Lgmn	Tspan4	
Usp51	Tcp11	Hmha1	Smap2	
Tbc1d15	Hopx	Dner	Rps7	
Wdtc1	Ntrk2	Pnpla7	Socs7	
Grk6	Jmjd7	Igfbp3	1600002H07Rik	
Zfp281	Sdf4	Rab11fip4	Acap3	
Zfp157	Rpl7a-ps8	Pex6	Macf1	
Dgkz	Mia1	Ikbkb	Ngrn	
Polr3c	Tgfb3	Rasd1	Heatr7a	
Atn1	Gm5595	Pdlim4	Rac3	
Hint3	2410042D21Rik	Grhl3	Mysm1	
Spata7	Ypel5	Krt5	Krt5	
3110009E18Rik	Map3k4	Zfp503	Ext1	
Elovl5		Mre11a	Zfp367	
Cdk5rap1	Txlnb	Necab3	Tcap	
Rhob	Sgk3	Mtmr6	Actb	
Slc45a1	Rnf144a	St5	Spata2	
2010317E24Rik	Tab3	Rgs11	Sh2b3	
Slc4a11	Pde9a	Fbxo33	Mapt	
Urod	Irx1	Krtap5-5	Prdx3	
Sirt4	1500032L24Rik	Ascl1	Cpne4	
Smad2	Otud7a	Stmn2	Cry1	
Ttpal		Cpe	Usp20	
Tpm1	Slc25a23	Tlk2	Dmrta2	
	Kif21b	Grm8	Smpd3	
A230051G13Rik	Slc23a2	Dync1li2	Rps6ka1	
Tcfcp2l1	Synj2	Ptgs2	Llgl2	
Hyal2	Sh3glb2	Llgl2	E4f1	
Zfp277	Nap1l2	Dusp6	Pigx	
Rasa1	Pcgf1	H2afj		
Magoh		Cdk5rap1	Park7	
Asb13	Ezh1	Cdc14b	Kcnab2	
Psmb10	BC049715	Nfic	Psmb7	
Sox11	Ap2m1	Pde4a	Plekho1	
Mt3	Zfp521	6430573F11Rik	Lrrc20	
Ezh1	Slc25a17	Rps4x	Foxg1	
Krt1	Acaca	Cdk5rap3	Slc12a6	
Rad23a	Usp51	Amfr	Kif21b	
1500011K16Rik	Apoa1bp	Ywhaz	Zfp947	
Tns3	Nfib	Arr3	Ppp1r9b	
Atoh7	Gtf2h3	Kcnq5	Ubr7	
Map2k6	Erf	Cxcl14	Fgf1	
Bag1	Gm4963	Yipf1	Mterfd2	
Magt1	Ebf4	Stac3	Arhgap26	
Rdh14	Nasp	Akr1b10	Cyth4	
Phactr1	Evpl	Ccbe1	Pgap2	
Cyp11a1	2410016O06Rik	Stk40	Vps25	
D1Bwg0212e	Nos1ap	Rgag4	Meis1	
Whsc1	Hemk1	Prmt5	Palmd	
Sh2b3	Nlgn3	Rdh5	Fmo5	
Atp6v1d	Srp68	Mafb	Wars	
Srebf2	Nefh	Sh3bp1	Fxn	
Rab15	Tnk2	Scarb2	Vcl	
Mpp2	B2m	Slc7a1	Fst	
Srp14	Arhgap26	Brsk2	Pigk	
Gstm7	LOC668917	Ncoa2	Gal3st4	
Arl2	Ttbk2	Arf4	Zfyve28	
Steap2	Cacnb3	Atp6v1h	Sec61a1	
Bcorl1	Dpysl2	Prkcc	Zbtb34	
Ctsl		Efna3	Tceal6	
Pcdha12	Ankra2	Lrtm2	Slc7a6	
Rrp9		Serpina3i	Rnf128	
Th	Dgkz	Nr4a1	Ypel4	
Rab8b		Slc25a20	Cbx6	
Luc7l3	3110040N11Rik	Apln	Lrrc8a	
Ngrn		Kif1c	Nt5e	
Psma6	2900092E17Rik	Tgfbr3	Gnl1	
Pnrc2	Ttc19	Gm15450	Zcrb1	
Slc24a4	Usp20	Rimkla	Mctp2	
Atp2a1	Ap4s1	Ntrk2	Gm11818	
Nampt	Arf4	Lrrc8d	Mapk4	
Spcs3		Cd24a	Bclaf1	
Nrxn2	Wdr6	Abcc5	Itga8	
2010110P09Rik	Actn2	Gm12034	Irak1	
Pkd2	Atrn	6330403A02Rik	Plekhm3	
Cenpw	Habp4	Oprk1	Mre11a	
Inhba	Vat1l	Smap1	H2-Q10	
Sh3bp1	Myo18a	BC049715	Sgsm1	
Syncrip	Cenpb	Nampt		
Sepx1	Cage1	Plau	Arl4d	
Fbxo2	Vax2	Them4	Prpf38a	
Cyb561d1	P2rx6	Atp2b3	Cyth1	
Ppip5k1	Dnahc2	Maged1	Zfp879	
Sfrp1	Rit2	Fam160b1	Gemin7	
Ntng2	Pecr	Zfp93	Nasp	
Slc9a1	Kcnab2	Rab14	Coq4	
Car12	Arfgef1	Rnpepl1	Atpif1	
Limk1	Epn2	Med8	Cmtm2a	
Gm6994	Mkl1	Taf2	Ctnna2	
Mad2l1	Tmem194	Traf1	Bbs9	
Gtf2h3	Stk40	Strbp	Cpne8	
Alas1	Atp6v1c2	Rnf144a	Ttc14	
Rnf24	Ggcx	Neurod1	Ezh1	
Sncb	Lrrc4b	Ppip5k1	Clec3a	
Atp2c1	Aldh9a1	Gng2	Rasgef1b	
Gaa	Scarb1		Slc6a17	
Bcl6	Mysm1	Ercc5	Lrrc3	
Sgk3	Ric8b	Mlf1ip		
Bach1	Sgsm1	Pcbd2	Cdh22	
Atp6v1g1	Tmeff1	Erf	Nav2	
Gm4963	Tpp1	Stk38l	Ppip5k2	
Dnalc4	Tdp1	Tmem41b	Kcnj4	
Tfrc	Ndufa11	Pcgf1	Chd8	
Numbl	Dnalc4	Th	Asah1	
Fos	Ndufs8	Dctn3	Slc26a11	
Nanos1	Bid	Fbxo5	Aarsd1	
	Traf1	Leng9	Kpna2	
Stk38l	Cdh22		Scn8a	
Xirp1	Mdh1	Fuca1	Actr6	
Emd	Hadha	Taf9	Hck	
Armcx5	Rapgef6	Gpatch8	Adamts8	
Ece2	Lsm10	Pmpcb	Rab11fip4	
Obfc1	S100a13	Aanat	Ampd2	
Hs3st4	Plxnb1	Sec61a1	Ets2	
Kif1a	Synpo	Pbrm1	Thbs3	
Hsd17b12	Sec61a1	Sec62	Avpi1	
Rpl23a-ps1	Frmd4b	Olfr629	Nfil3	
Gsk3a	Oxtr	BC048355	Nlrp9c	
Herc1	Arhgef12	Sfrp1	Spon1	
Htr2a	Shank2	Chd7	Kcnk9	
Pacsin3	Asah1	Serinc2	Amigo1	
Ndufa1	Gde1	Gm8054	March7	
Exoc5	Terf2ip	Epha2	Hmha1	
Nfkbib	Fbxo8	Inpp5d	Thnsl2	
Zfp239	Nono	Dusp23	Anp32b	
Gm5468	Dysf	Ccz1	3110047P20Rik	
Pmpcb	Ky	Zfhx4	Tox4	
Wnt7b	Chst2	Plcb1		
Rps27a		Apoh	Nme2	
Dnajc9	Hmgcl	Mapk7	Abtb1	
Cd320	Agfg1	Agpat3	Unc13a	
C1ra	Paxip1	Smad3	Gm12034	
Metap2	Il15ra		Phka1	
Qk		Kctd20	Ddx41	
Ap3b1		Arfgef2	Psme1	
Fbn2	Pgap2	Alkbh2	Rpl10	
Spdya	Clps	Tmem59l	Sbf1	
Fut10	Scg5	Aldh8a1	Krtap5-5	
