XFTU	SFTU	SFRC	SFNC	SFRN
Gstk1	Nup54	Nsmce2	Mkrn2	
Kcnj10	Thbd	Hip1r	Prkd2	
	Cyp2d22	Hspb8	Gmip	
Hmgn1	Gm22	Cldnd1	Kcnd2	
4930563E22Rik	Lhfpl4	Rassf4	Dhdds	
Syngr2	Gpx4	Rbmx	Cd109	
4732414G09Rik	Ddx19a	Adam10	Atxn1	
Erh	Npc1l1	Cyp2j6	Rbm45	
Tapbp	Acbd4	Chrm4	Gpr98	
Mcpt4	Coq9	Pdzd8	AI467606	
Gabra4	Ehhadh	Csnk1g3	Top2b	
Mlf2	Arap2	Gm1604b	Nme6	
Gm16516	Myd88	Dhx57	Arid1a	
Sec63	Glrb	Hpgd	Prkcq	
Lyl1		Pex11a	Elmod1	
Olig2	Coq2		Mavs	
Cops3	Dcun1d1	Usf1	Ctdspl	
Sdad1	Hoxc9	Gnb1	C030034I22Rik	
Sugp2	Lpcat3	Cetn2	Fmo1	
Dnajc11	Sulf2	Sat1	Edil3	
C80913	Arl8b	Tlr12	Usp43	
Cnp	Adcy9	Yipf6	Slc4a10	
Xylb	Acat2	Vldlr	Ankrd13a	
Dlc1	Zfp677	Evc	Guf1	
E330020D12Rik	Npas3	Amd2	Zmynd15	
4930522L14Rik	Pde7b	Pacs2	Pom121	
Zfp61	Pacs1	Ahcy	Insig1	
BC034090	Orc6	Slc11a2	Hmox1	
Zfp41	Otub1	Zfand2b	Atp5j2	
Aox1	Kdm2b	2310004I24Rik	2700060E02Rik	
Ing3	Rplp2	Ascl2	Eif2s3x	
Pllp	Vmn1r65	Ash2l	Tcf25	
2610035D17Rik	Ccdc53	Hist1h2aa	Podxl2	
Pcyt1b	Dck	Smarcb1	Psmd5	
4933440N22Rik	Ogg1		Dazl	
Rbl1	Fut10	Cnga2	Tle1	
Apcdd1	Ttc13	Dll1		
4933434E20Rik	Rap1b	Chst12		
Abca2	Pdxk	Me1		
Serpinf2	Cdc37	Lage3	Oraov1	
Mical2	Trank1	Amz2	Hif3a	
4933400A11Rik	Rps16	Rnf215	Slc39a7	
	Snx12	Ndufa8	Rpl5	
Csrnp3	Ets2	Pex14	Guca2b	
Zfp58	Ticam1	Trim9	Iqcb1	
Serpine2	Ppp5c	Phf23		
Ndufa5	Zfp948	Ttpal	Tmub1	
Fam186b	A030009H04Rik	Nup54	Trpc4ap	
Gnal	Ccdc90a	Pnmt	Sacs	
Echs1	Alas2	Ufsp2	Rpl8	
Ints9	Laptm5	Ppapdc1b	S100a9	
Sart1	Cyp4f14	Cst3	Acvr2b	
Hk1	Arih2	Pgk1		
Tada1	Ngrn		Myl7	
Map4k1	Kctd10	Trim11	Arl6ip6	
Acta1	Ttpal	Pcgf2	Hdgfrp2	
Gpam	Hmgn1	Tns3		
Plekhg3	Pdzd9	Nrm	Farp1	
Wdr45	Ccnh	Tradd	Churc1	
Cplx2	Ncaph2		Fam83e	
Pttg1	Prps2	Ttc13	Sv2c	
Rpl23	Atp6v0a1	Dnajc8		
Depdc1b	Aldh1l1		Asns	
Grb7	1700015F17Rik	Hoga1	Vps54	
Pim1	Zfp414	Cspp1	Gm13157	
Anxa5	Meis1	Hook2	Synm	
Sgta	Tmed8	Slc22a4	Nisch	
Zfp295	Eno2	E330020D12Rik	B3galt2	
Arhgef10	Ccdc24	Arpc1a		
Foxo3	Dap	Def8	Wipi1	
Prok2	Cpsf4	Calm1		
Cmas	Fam96a	Ctnna1	Pin4	
Smad3	Myst2	Ccl17	Plxnb2	
Ttc28	Trim39	Alox5	Tmem167	
Mtap1s	Cog6	Nek8	Ms4a3	
Cdc25b	Lekr1	Klf13	Pdcd2	
Klk1b24	Hadh	Aurka	H2-Q2	
Klf12	Cab39	Zfyve26	Tlr1	
Neil1	Farp1	Rasal1	Vegfb	
Fam114a2	Itih3	Mdm2	2410003K15Rik	
Snap29	Pak1ip1	Fcho1	Rasa4	
Yaf2	Lgals1	Slc3a2	Srek1ip1	
Trap1	Pkd2l2	Slc39a12	Dok6	
Wdr89	Fen1	Gosr2	Ppp3r1	
Jmjd4	Copa	1700106N22Rik	Dffa	
Slc12a4	Ank		Sema5b	
Abcg1	Gm8994	Dynlt3	Fam129a	
Cul1	Rab30	Vdac2		
Haao	Gin1	Nedd4	Atp11a	
Rpl10a	Thoc3	Cyth1	Nos3	
Gm1673	Nos3	Ecel1	Tmem184a	
Epb4.1l5		Stap2		
Lingo1	2810405K02Rik	Gtf2f2	Tmem25	
Msh2	Zbtb7c	Nbn	1810013L24Rik	
Lgals8	Numa1	Lrrc8a	F630043A04Rik	
Crcp	Cct4	Hmgb3	Zfp655	
Kcng3	Bmp8a	Sept3	Smurf2	
Mex3c	Hspb8	Ccdc85a	Sytl3	
Dcp1a	Sdha	Slc25a10	Spg21	
Rbm28	2700081O15Rik	Polr1d	Atp5g2	
Xrra1	Ppard	Mrps15	Slc5a5	
Cenpa	Synpo2l	Cpsf2	Unk	
Pde4c	Tnfrsf23	Atxn1	Klhl38	
Ica1	Rfng	Apex2	Ass1	
Zfp92	Dnajc13	Dap	Rbm11	
Copb1	Grm4	Trmt2b	Ogfrl1	
Hsd17b7	Atl2	Zfp707	Chst11	
Wbp7	Ccdc23	Cpsf3	Ccnh	
Zfp617	Pptc7	Cops3	Slc20a2	
Tsta3	Ccr5	Zc3hav1	Ercc5	
	Exosc10	Cand1	Dync2h1	
Sdcbp2	Lix1l		Tnfrsf12a	
Serinc2	Lcorl	Dnajc13	Med18	
Gclc	Atp5j2	Atp6v1g2	Arhgdia	
BC049715	Rpa3	BC006779	Lat2	
Gm9790	Pdxp	Pdpk1	Mobkl3	
	Paqr9	Hoxc9	Kcnh6	
Phactr4	Eng	Id4		
Brsk1	Dynlrb2	Spink5	Larp4	
C1qc	Bmp4	Dolk	Palld	
Atp9a	Rap2a	Amacr	Lrsam1	
1810027O10Rik	Wipi1	Srp72	Zdhhc9	
Rilpl2	Rhobtb2	Cpsf6	Ap4s1	
Fabp5l2	Ngfrap1	Nup35	Snx33	
Fam118b	Mapk13	Oprd1	Cops3	
Pick1	Adar	Spag4	Hddc3	
Mrpl18	Tcfe3		Gm5077	
Gm5069	Plcd1	Ndufa6	Slc3a2	
Mrpl37	Hdhd3	Me3	Fbxo30	
Zscan18	Usf1	C330007P06Rik	Tmem195	
Chgb	BC005624			
	Ldlrap1	Hjurp	Cwf19l2	
Cplx1	Pgpep1	Ssxa1	Rpp14	
	Ythdc2	C87436	Edc4	
Pigc	Sacs	Ccdc88c	Gab1	
4930461C15Rik	Hnrnpa1	Zfyve21	Krtap4-8	
Fgd3	Plekhg5	Stat5a	Myo1h	
Kdm2b	Adck4	Pde4dip	6430573F11Rik	
Eef1a2	Mpv17	Hsf4	Xiap	
Sec14l3	S100a11	Ecsit	Alox5	
Rps11	Npy5r	Pdss1	Zbtb7b	
Ppm1e	Cplx2	Itgb1	Ksr1	
AI854703	Rpl7l1		Gm8709	
Rnf130	Lgals8	Mcat	Lcor	
Ndufv2	Spna2	Lcp2	Wnt2b	
	Ass1	Mapk1	Cct4	
Trem1	Ston2	Tmem204	Slpi	
Daam1	Lyl1		Mtrf1	
Gtf2f2	Plxna3	Nup205	Mtap1s	
Aprt	Dap3	Vrk3	Zfp14	
Bet1	Sap18	Pars2	Tomm22	
Gas7	Zmym6	Alg5	Emd	
Ndufa11	Spag4	Pacs1	Suox	
	Cdkn1b	Ran	Gnb1l	
Carhsp1	Cdh5	Zfp882	Fam83d	
Dok4	Psma5	Fcgr2b	Lrrc51	
Mrps2	Gmppa	Sbds	0610010K14Rik	
Glt25d1	Alpl	Sez6l2	Ift88	
Fpgs	Fahd2a	Fbxw10	Cnga2	
Atxn1	Cdc14a	Maea	Zfp688	
Tmem117	Map3k7	Rbm5	Cebpb	
Abcc5		Ube2s		
Baiap2	Cstf3	Prf1	Ddx19a	
Cd2ap	Camk2a	Rrm2	Eif2c4	
Aff1	C3	Hoxa7	Cyp2d12	
Prr18	Sema5b	Hmgb1	Hps4	
Xrcc5	Mbtps2	Nol7		
Dmd	Zfp646	Nr2e1	Nudc	
Spp1	Fdx1	Arhgap6	Tox2	
Vdac2	Slc22a2	Plxdc1		
Ccnd2	Kif1a	E4f1	Wdr61	
Dcaf17	Akr1c18	Srsf13b	Arsg	
Cpne1	Pi16	Hnrnpul1	Gm5617	
Arap3	Prss36			
Ccnh	B4galt5	Ets2	Hdgfrp3	
Erlin2	Hspb6	Bad	Dck	
Lysmd1	Prss12	Eif2ak2	Rasl11a	
Tmem119	Rnf217	Itpa	Manbal	
2610029I01Rik	Rpl36a	Ogfrl1	Asph	
Bcap31	Casp6	Ccnb2	Map3k7	
Cenpj	Afg3l1	Thy1	Rbmx	
Fkbp8	Epha10	Gipc2	Zfp444	
Zfp71-rs1	Abtb1	Isg20	Rnf41	
Cst3	Cbln1	Rps27l	4930404N11Rik	
Casp4	Vipr1	Myo9a	Armc5	
Dpysl2	Thumpd1	Ddx19a	Rpain	
Gzmm	Klhl1	2210013O21Rik	Phax	
Tlr3	Plagl1	E130311K13Rik	Tom1	
Gm9927	Snx25	Ano10	Serpinf2	
Fto	Pds5a	Slc29a2	Chga	
Ccdc24	Igfbp5	Fabp5l2	Fxyd5	
Pde4a	Phkg2	Gpank1	4930550L24Rik	
Nsmaf	Csrp2bp	Zkscan14	Slc34a1	
Lix1l	Phc2	Zfp773	Rgs10	
Klf15	Trim8	BC016495	Obfc1	
Slc25a45	Telo2	Mctp2	Hist1h2ba	
Qrfpr	Gpr3	Kcnq4	Rpgr	
Tmed5	Prkrip1	Mmgt2	Laptm4a	
	Gng8	Med12	Utp11l	
Myo9a	Rasal1	Cdh5	Akap10	
Ptprt	Inpp5k	Synm	Btbd19	
Ccndbp1	Adam11	Pdcd2	Zbtb22	
Man2b2	Pcdha11	Cbx3	Akap11	
Spcs2	Zfp608	Denr	Tmem50a	
C330021F23Rik	Phf19	Zfp161	Fahd2a	
Shfm1	Ano8	Lst1	Npas3	
Scn11a	Nanp		Bop1	
Zfp958	Kcnab3	Klhl11	Bag1	
Lzts1	Sbds	Eif2b4	Pla2g3	
Abl2	Samm50	Camk4	Bcat1	
Scd2	Chpt1	Atg7	Galnt2	
AA987161	Kcnc1	Rabac1	Chd1l	
Rasa4	Tomm40	Arl3	Mtch1	
Prdm2	Usp13	Prkar1a	Atp6v0a1	
Bnip3l	Rbpjl	Ptpdc1	Thumpd1	
Rdh5	Bglap-rs1	Cdc42bpb	Ptger1	
1110007C09Rik		Slc4a8	Wdr74	
Akr1c18	Tmco3	Trappc6b	Fli1	
Sp4	Maea	Tshz2	Rasal1	
Rpl21	Trpc4ap	Wdr89	Cbx2	
Pldn	Slc6a15	Tnks2	Gm1673	
Stam	Aff3	Sepx1	Phyhip	
Pif1	Rpl9	Rusc2	Copg	
Heyl	Gm4831	Ncs1	Nyx	
Ghr	Nod1	Tuba4a	Gpr3	
Nip7	Uba6	Aasdh	Ptplb	
1810024B03Rik	Slc25a26	Tas2r131	1700001O22Rik	
Ccna1	LOC100504710	Tub	Bad	
Ptges3	Nrf1	Egfl8	Tbx22	
Cacna1d	Abcc4	Eif1a	Unc50	
	Cep192	E2f3	Cycs	
Npas2	Slc24a2	Zkscan1	Gm4937	
Mad1l1	Cpsf3	Cd200r4	Ppp1r7	
B3gat1	2310045N01Rik		Cspp1	
Fgf23	Chrnb4	Nanp	5730577I03Rik	
Kcnc1	Polr1d		Dcun1d4	
Uqcrfs1	Arl9	Grinl1a	Rnd2	
Cldn23	Slc29a2	AA986860	Casp8	
Mbd4	Lat2		Rnf25	
Wdr41	Slc7a5	Pold1	Vmn1r71	
Pgam1	Aifm2	A630007B06Rik	Aldh1l1	
Got2	Dhx40	Stxbp4	Srpk3	
	Cnp		Trim41	
Rock2	Snca	Mcpt4	1700009P17Rik	
Park2	Srsf13b	Afmid	Itgb2	
Hibadh	Tnip2	Rab37	Gm10399	
Litaf	Ppp3cc	Pom121	Ccdc59	
Kif22	Ilf3	Mnda	9030617O03Rik	
Rg9mtd2	Yipf6	B4galt6	Hnf1a	
Agbl4	C1qtnf7	Vezf1	Ptpru	
Gab1	Ube2q2	Cks1b	Spink4	
2700029M09Rik	Ift88	Rpl7	Rlim	
Grik3	Fut8	Mmd	Ywhaz	
Sort1	Poln	6330512M04Rik	Exoc3l2	
Col25a1	E2f3	Cog1	Psmc3	
Bgn	Flt1	3110043O21Rik	Sp8	
Cnksr3	Lrrc40	Scyl3	Slc25a30	
Gpr98	Atf1	Ephx1	Fbln1	
Rcn1	Cdkl3	Igsf10	A430078G23Rik	
Zfp518a	Polg2	Suox	Galk2	
Surf1	Stap2	Slc39a7	Il2rg	
Gjb1	Zfp687	5430411K18Rik	C87436	
Rfc2	Polr3g	H2-Q2	Fig4	
Dapk1	Phpt1	Apobec1	Fcrla	
Enoph1	Pgk1		4632428N05Rik	
Sdc2	Aimp2	Bche	Htra2	
Calr	Riok2	Stx7	Atf4	
Bbs4	Ctsz	Fbxo4	Hic2	
1700030K09Rik	Stip1	Akap17b	Rtn3	
Ipo4	Wac	Grm4	Arl8a	
Alg8	Sik1	Nde1	C8g	
Sdc4	Fbp1	Eif4g1	Gm9112	
Gstz1	Hspa4	Ina	Itih3	
Crhbp	Slc2a4		Rpusd3	
Rtbdn	Vsig10	Mat2a	Rnf157	
Nacc2		Tfip11	Kcnc3	
Hagh	Pigs	Pea15a	Vps16	
Pus10	Fam13b	Rnf217	Usp13	
Mtmr11	Mipep	Id3	Srp72	
Maml3	Rdx	Hspb6	Tpcn1	
Rad1	Mgat5	Tmem127	Arhgef40	
Pcbd2	Panx1	Zfp281	Pppde1	
Poc1a	Pds5b	Pknox1	Tlr3	
Zbtb48	Psmc1	Ccdc90a		
Psmb2	Gprc5b	Rasl11a	Cyp3a11	
Adpgk	Aplp1	Mbd4		
Mtf2	Tspan17		Hbs1l	
Hectd3	Foxp4	Tmem164	Adamtsl5	
Asah2	Rbm33	BC031181	March5	
Trit1		Rpl6		
Smug1	Clock		Nras	
Expi	Fuk	2310009B15Rik	Doc2g	
Plxdc1	Foxd1	Chmp2a	2410001C21Rik	
Polr3a	Gckr	Napa	Tcf7l1	
Nudt2	Muted	Wrn	Cdc14a	
Sdhd	Ogfrl1	Disp2	Smoc1	
Uchl1	Arnt2	5730494M16Rik	2310079G19Rik	
Wdr45l	2210012G02Rik	Ipmk	Med20	
Ranbp1	Slc11a2	Nosip	Cog3	
Fstl3	H3f3a	Orai1	Hnrnpm	
Set	Celf3	Flt1	Med14	
Sfpq	Grin2a	Tinf2	Grlf1	
Cc2d2a	Smarcc2	B230118H07Rik		
Snrnp200	F2rl2	2700049A03Rik	Ranbp2	
Ptgr2	Gm2a	Klf15	Epha2	
Sp110	Nup188	Tpt1	Dppa5a	
Pik3r4	Nr1h5	BC147527	Mfsd6	
Spg7	Zmynd15	Acp1		
	Il6ra	Cdc25a	Csnk1g2	
Abcb10	Atp6ap2	Got1	0610009D07Rik	
Uhrf1bp1	Carhsp1		Gm15348	
Cycs	Tcfap4	Pigs	Serpina3a	
Mmp24	Rps25	Tnfrsf23	Gpank1	
Errfi1	Smarcd1	Cdc14a	Cbr3	
Slc36a1	Hnrnpm	Foxd1		
Vim	Mcat	Hp	Hadh	
Plbd2	Atad2	Ntrk3	Akap1	
Lmcd1	Cdkn2aip	Usp42	Fzd6	
Plk2	Rab11fip3	Snx12	E330020D12Rik	
Abat	Cd63	Fhl1	Fam160b1	
Adnp	Mfsd6	R74862	Fbxw10	
Tex10	Gtpbp6	Gp5	Rpl6	
Krr1	Pim1	Rabgef1	Cuedc1	
Ppard	Pef1	Tsg101	Spata24	
Rab39b	Ccdc47	Ttc28		
Timm50	Inadl	Lekr1	Eml5	
Kctd20	Cox7a2l	Hmgn1		
Cdsn	Arhgef9		Scand1	
Stk24	Ciz1	Pnma1	Cyp2c38	
Gas6	Rybp	Akr1c18	Fstl5	
Pusl1	Sephs2	Chn2	Mcpt4	
Neurl1b	Zdhhc24	Foxn2	Ing4	
Gorab	Trub2	Pkia	Gpr155	
Hexdc	6330512M04Rik	Ppp5c	Hmg20b	
Cdkn2c	Yif1b	Hnrnpa1	Fastkd1	
Kif5a	L3mbtl2	Fam195b	Spdya	
Ttll3		0610037P05Rik	Ndufv3	
Acy1	Mcoln1	Klhl22	Pbrm1	
Itgam	Nagk	Ghr	Ift140	
Pnma5	Nek11	Pfdn5	Brca1	
Fam53a	Gm166	Csgalnact2	Krt10	
Gm8709			Tjp2	
Rcan2	Cyp2d12	Epha10	Inpp5a	
Cpsf6	Epha7	Cnih3	Mrps15	
Ddit3	Zkscan1		Hps1	
Arhgef17	Slc7a3	Tnfrsf13b	Traf6	
Calm1	Hint3	Nkd1	Pcm1	
Tnfaip3	Polr1b	Numa1	Slc6a1	
Zdhhc4	Rpgr		Prokr1	
Dpm1	Gzmm	Sntb1	Mrps11	
Mafa	C87436	Plekhg5	Gm11744	
Txndc16	Gp1bb	Dusp4	Rpl11	
Mettl11a	Akap8l	Zfp677	Rnf166	
Bysl	Hook3	Galnt11	Trim28	
Epha10	Psmc2	Mlc1	Rbm4b	
Anks6	Ptplb	Spock3		
Usp1	Pld5	Uhrf1bp1	Sirt2	
Pnpla6	Pdgfb	Osgepl1	Fcho1	
Rnaseh2c	Acvr2b	Fastkd1	Tph2	
Tnfrsf11b	Chn2	Lcorl	Atg10	
Csf1r	Tpt1	Sdha	Vcam1	
Casc1	Slc39a1	Slmap	Cgref1	
Cno	Apba2	Mta1	Edem2	
Ywhaq	Inpp5a	Myo1h	Ocel1	
Gfra4	Hmgb2	Thbd	BC100451	
Wars	Fkbp8	Hint3	Pih1d1	
Rhobtb2	Smad3			
Kcnab3	Myo1h	Myl3	Rbbp8	
Tmem106b	Meg3	Slc6a8	9430038I01Rik	
Rhbdl1	Hist1h2aa	Cab39	Lgi1	
Dnajc1	Laptm4a	Pank4	Wdr73	
Tomm40l	Acp2	Pip5k1c	Man2a2	
A1bg	Psmg1	Celf3	Sp110	
Polr1e	Cnot6	BC028777	Usp54	
	Pip5k1c	Asph	Rsph6a	
Akirin2	Otos	Trak1	Hvcn1	
Zfp62	Csgalnact2	Dfna5	Ercc1	
Cox7a2l	Sptlc2		B230118H07Rik	
Hck	Hmgb3	Gm9970	Lrrc69	
Polr2a	Blmh	Kcnip1	Ndufa12	
Ndufc1	Coro2a	Ikbip	Phtf2	
Col17a1	Nagpa	Prdm2	Snx25	
Tead2	Id3	Sccpdh	Samm50	
Fam96a	Lrrtm2	Rfxank	Chka	
	Trmt1	Rps18	2010317E24Rik	
Grm4	Msh3	Rab13	Flt1	
Zfp473	Pex3	Pex3	Med4	
	Slc22a4	Pfkm		
Dhx32	Hmgb1	Acot2	Ilf3	
Opa3	Pigx	Pdzd9	Adprhl2	
Mterfd3	Dapp1	6720401G13Rik	Prkar2a	
Lrp12	Acad10	Snrnp35	Mfng	
Cnbp	Lingo3	Snupn	Spsb1	
Slit2	Igfbp2	Zkscan5	Sirpb1a	
Spon1	Tsg101	Blcap	BC061237	
Dock3	Abcf3	Poli	Zfp518a	
Cdc14b	Per2	Arx	Tmem126a	
Ell3	Zfp930		Zfp532	
	Atp6v1c1	Tnip2	Txndc16	
Caly	Nras	Jmjd5	Cwc25	
Lipg	Dzip1l	Slc25a47	Gspt1	
2900006K08Rik	Lims2	Myd88	Trmt61b	
Ccm2	Ndufa2	Manbal	Msh3	
Mlx	Sec14l4	Nucb1	Tmem164	
Mccc1	Cpsf2	Acot4	Tectb	
Ccdc13	Coasy	Tm9sf3	Ccdc40	
Purg	Stxbp2	Krr1	Nedd4	
Trim8	Cdt1	2310057J16Rik	Rnf26	
Mmaa	Anxa4	Tmem123	Fam13b	
Pcdhb13	Ccnb2	Med14	Prrx2	
Zbtb7b	Sdhb	Lef1	Prr18	
Fermt2	Slc19a1		Gp1bb	
Itgb4	Fzd6	Tnfaip6	Cntn6	
Elp3	Sepx1	Psma7	2610019F03Rik	
Rbm12	Disc1	Pdzd7	Dkk2	
Mal	Gorab	Asns	Duox1	
Cacna2d3	Cth	Tmco3	Ank1	
	Frem1	1300018I17Rik	Nphs1as	
Tomm7	Ahcyl1		4933409K07Rik	
Hip1	Nmi	Dapk1	4933440N22Rik	
Cadps2	Alg3	Nmt1	Timp3	
Plp1	Anxa11	Ncaph2	Fbxo9	
Glrx5	Phf20	Ckmt2	Chmp2a	
Hist1h2ak	Dcps	Kctd10	Trim32	
Tsen2	Nhlrc1	Mllt4	Rrp9	
Elp4	Il27	Ddx3y	Pdgfrb	
Arhgef15	Cdk19	Tomm40	Cat	
Rasa2	Rnaseh2c	Eif4g2	Htatsf1	
Dynlt3	C130039O16Rik	Samhd1	Dhx34	
Tjp2	Gm13375	Sema6b	Ano8	
Nfic	Lnp	Unc93a	Tuba4a	
Ankfy1	Chst10	Ccdc24	Rabl2	
Ckap5		Rnf214	Olfr1354	
	Gm10697	Ywhah	Atp1b3	
Rbm17	Slc1a2	Myl6b	Dnajb6	
Mid1	Serpina11	Rpl7l1	Cs	
Rabl2	Gabrr1	Osbpl2	Ccr5	
Nr1d2	Spata24	Gm3099	Cnot7	
Cept1	Sema3e	Cd52	Nes	
	Plat	Chst11	Rnf6	
Ube2v1	Gm10318	Spna2	Pomt2	
Ilkap	Clic4	L3mbtl2	Bche	
Nagpa	Agbl4	Gm16516	Ruvbl2	
Gstp2	Pcmtd1	Ubb	C130073F10Rik	
Plekha2	Acadm	Rras2	Chrm1	
Wipf3	Nmt1	Flot1	Fam113a	
Tuba1a	Plk2	Pld5	Vars	
AI836003	Adamtsl5	Pdxk	Gtpbp2	
Gm5670	Jund	Snai3	Cyp2d22	
Txn2	Mta1			
Amn1	Asb2	Coasy	Ttpal	
Uts2r	Taf5l	Sdhaf2	Ndufa7	
Ssbp1	Rab15	Zfp318	Pef1	
2510039O18Rik	Osbpl2	Mad2l2	Surf4	
Dedd	Bgn	Fgr	1110049F12Rik	
Cacng5	Nufip1	Rpsa		
Dok1		Ears2	Plxna3	
Vipr1	Gab1	Acox3	Rab37	
Specc1	Vamp3	H3f3a	Snx3	
Iqcc	Cpxm2	Cd320	Gm9104	
Npm1	Tmem173	Amd2	Rab1b	
Fzd8	Impa1	Ltc4s	Stard4	
Akr1b10	Fam176a	Mterfd3		
Kctd5	Pias3	Gm13375	Zfyve26	
Carm1	Akap11		Ccdc9	
Nup160	Foxc1	Nudt21	Btla	
Col4a5		Mier3	Ear1	
Tcea2	Vasp	Agl	Cxcr3	
Klhl1	Cd109	Nsun2	Nqo2	
Iigp1	D10Bwg1379e	Rock1	Sit1	
Synj1		Acp2	Polh	
Nedd4	Zfp187	Sox11	Nhp2	
Hnrnpa3	Rbck1	Ctsz	Adamtsl2	
Lin28b	Il1b	Mapk8ip1	Fam186b	
1700106N22Rik	2700078K21Rik		Phrf1	
		Zfpl1	Vwa5b2	
Tceal7	Gm694	Mrps11	Pnrc2	
Cpne3	Mmp9	Meg3	Fem1a	
	Chrnb2	Macc1		
Klhl29	Fxyd7	1110007C09Rik	Dhcr24	
Hmgn2	Ufsp2	Herpud2	Ap3b2	
Surf4	Zfp773	Slc5a5	Reep6	
Slc12a2	Tshz2	Gtf2h1	Psmg1	
Tubb5	Tmbim4	Adam15	Psma7	
Cstb	St6galnac3	Srpk3	Cdkn1b	
Fastkd1	Ncln	Hist1h1e	Fbf1	
Ndufs8	Ehd4	Kbtbd8	Theg	
Tert	Crygd	Slc39a3	Nup205	
Gm4736	Rtn3	Spdya	Crtc1	
Fah	Gmppb	Rdh10	Chrnb4	
Snx7	Stom	Nup107	Slc7a3	
Pde6d	Fgf3	Arrdc4	Pcyt2	
Gna11	Crk		H2afy2	
Lgr4	Zfp239	Lrfn3	Stip1	
Celf3		Spag1	Ythdc2	
Bcl2l15		Gm13157	Hist4h4	
AI462493	Chrm1	Smurf2	Clec4n	
Zfp451	Fip1l1	Foxo3	4930435E12Rik	
Aldoc	Eif1a	Epha5	Foxm1	
Clic5	Rpa2	Cln3	Mapk8ip1	
Setd5	Xab2			
Lpp	Pnmt	Nkx6-1	Rxfp4	
Trmt6	Fkbp7	Zmynd10	Polr3f	
Sv2a	Itpa	Rab42-ps	Hmgb1	
Naga	0610010O12Rik	Npw	Actr1b	
Tekt4	Ipp	Ndrg1	Nbl1	
Mtrf1		Sspn	Chst10	
2610005L07Rik	Eif2c4	Psma3	Ddit3	
Wdr26	Btbd19	Cox8a	Dnajc9	
Gnptg	Gmeb1	Rap2a	Tpt1	
Tnk2	Prkcq	Rps15	Ddx28	
Ifngr1	Usp5	Agbl4	Rin1	
Ttc14	Cdh2	Ear6		
	E2f6	Cdkl3	Yipf6	
Sox9	Lamp2	Dnm2		
D830030K20Rik	Hdlbp	Dnalc1	Cyhr1	
Ndufb4	Rhog	Fam120c	Cul2	
Myeov2	Fnip2	Prkrip1	Hsf4	
BC020535	Atg7	Eif4a1	Cdkn2aip	
Ftsj1	Nat10	3110047P20Rik	Pex14	
Polr1c	Dnajb1	Vipr1	Cc2d1a	
Nup107	Smarca4	Cd63	Nat10	
Sh3bgrl3	Tfip11	Tbcd	Slc38a4	
Gmpr	Gpx2	Wdr73	B4galt5	
Eapp	Tmem8b	Plk5	Defa-rs1	
9430015G10Rik	Itgax	Fank1	Cstf2t	
Gria2	Jmjd8	Dennd5a	Cphx	
Grk4	Rbm4b	Rpain		
Orai1	Adc		Zkscan5	
Apoc3	4831426I19Rik	Ftsj3	Ybx1	
Tmeff1	Loxl3	Dnajc9	Tspyl2	
Corin	Gtf2f2	Prpf31	Mat2a	
BC147527	Rdh14	Zfp593	Scn3a	
Mki67ip	Plcg1	Mycbpap	Cdc42ep1	
Stk19	Sdhaf2	Rpl37	Ssr3	
Kctd18	Diras1	Ppil1	Rplp2	
Pfdn2	Ankrd16	Ccdc112	Fbxo39	
CYTB	Gm15348	Dip2a	Fam20c	
Alx3	Pcyt2	Nagk	Nfatc2	
Tceb1	BC030867	Cenpt	Fam32a	
Rras2	Mrps11	Gorab	Rrp8	
	Nbl1	Mrps14	Polr3b	
Lmnb2	1500011K16Rik	Herc1	Nod1	
Tspan2	Clasp2	Mudeng	Dmbx1	
Baiap2l1	Tmem87a	Ccdc90b		
Gorasp2	Vars	2900006K08Rik	Foxc1	
Nfatc4	Tcf20	Ptprj	Mmp28	
Eaf1	Reck	Rps11	Ear10	
Tox2	Prmt2	Nup43	Csrnp3	
Slc35a2	Clec18a	Mzt2	Gltscr2	
Elf5	Fhl1	Thoc3	Ctsh	
Rab14	Pars2	Rybp	Tor3a	
Pgrmc1	Rab3d	Zfp644	Pias1	
Mcm10	Zfp593	Adrm1	Nsun2	
Slc46a3	Magt1	Bmp8a	Ikbip	
Nacad	0910001L09Rik	Fstl5	Slc22a4	
Rps29	Pfdn5	Pi4k2b	Gm5434	
Ddx49	Atf2	Tug1	Cacna2d4	
Ccdc59	Dnajc9	Ticam1	Pnmt	
Dgka	Loxl2	Cerkl	Gm10324	
Ino80	Kcnn3	Dnaic2	Mc3r	
Mcat	Syt9	Tubgcp3	Mipep	
Aif1	Tmem216	Serhl	Fam3a	
Fgfrl1	Tmem204	Rab15	Sco1	
Npr2	Nsmce2	Man2c1	Prss2	
Apip	Mpa2l	Lrrc40	Nr2f1	
Fam32a	Zfp346	Gm5341	Ccdc85a	
Palm2	Paqr8	Tmem126a	Cox8b	
Thumpd1	Pkd2	Pdgfa	Pdf	
Ebag9	Hnrnph1	0610009D07Rik	Sirt3	
Tsen15	Ets1	Hspa4	Postn	
Ptprn	Mtrf1l		Gnal	
Ncor2	Ipo4	Adck2	Dlg2	
Tlr1	Fam113a			
Acot5	Gm4392	Ogg1	Ccdc24	
Wfdc1	Gm5087	Gm4831	Tmem8b	
