XFTU	SFTU	SFRC	SFNC	SFRN
	Kcnj14	Tceal5	Klhdc8b	
	Shisa5	Slit1	Tmem29	
Tubb2a	Dmd	Scaf11	Dpf1	
Polr2f	Akt3	Rpl26-ps2	Elp4	
Il17rd	Scn4b	Calr4	Smc6	
Farp1	Cyhr1	Rabggta	D3Ertd751e	
Bid	Frem3	Psmd6	Rpn2	
	Id4	Dhx33	H2-M3	
Pip5kl1	Psph	Cyb5d2	Actn1	
Rhoh	2500003M10Rik	Sh3glb2	Il33	
Bri3bp	Hes6	Ndn	Bace2	
Lin28a	Ncrna00085	Pcsk5	Tmem123	
Chrm3	Timp2	Polg	Lat2	
Ncoa5	Nap1l1	Stk40	Gria4	
Gtf2h3	Kcnt1	Tesk1	Bloc1s1	
Cstf1	Bcs1l	2410004A20Rik	Adora2b	
Barhl1	Rnf4	Bcl6	1190002N15Rik	
2610035D17Rik	Fam134b	Il33	Mavs	
Tnfrsf21	Apitd1	B4galt4	Uck2	
Get4	Snrnp40	Tceb3	Ciz1	
Klf7		Trim3	Polg2	
Gss	Otud7a	Ssb	Pbxip1	
Taf13	Cd81	Herc3		
Gaa	Cyp4b1	Srf	Fbxo2	
Ube2n	Acvr2a	Suz12	Nacc1	
Etv6	Trip4	Eif6	Gsg1l	
Camk2g	Pcsk5	Gamt	Nkd2	
	Acad8	Gm4883	Dysf	
Lrrc8b	Jakmip1	Adora2b	9630041G16Rik	
Arhgef17	Rpl3	Ptger1	Rpl36	
Wipf3	Gna13	Orai3	Nfs1	
Man1c1	Cacng5	Gnal	Pgpep1	
Sec13	Csrnp1	Dpy19l1	Mboat7	
Adck3	3200002M19Rik	Hebp1	Ovca2	
Susd2	Fut10	Rnf4	Id4	
Zfp446	Yif1b	Lgals8	Gm12824	
9030409G11Rik	A230051G13Rik	Ccdc82	Phf21a	
	Rragb	Rnf166	Prdx6	
Lamc2	Rfk	Nmt2	Gm5292	
Nos2	Il18	Usp5	Spata13	
Pknox2	Rpl10a	Foxp1	Cdc42ep3	
Gm9104	Sgta	Rtn4r	Anapc4	
Ppip5k1	Fgf12	Fbxw10	Gstk1	
Mctp1	St8sia5	Bcl9l	Polr2f	
Bbs12	Susd2	Paqr7	1110065P20Rik	
Gcnt2	Neto2	Grip1	Pcgf2	
D10Jhu81e	Pitpna	Ddx19b	Mras	
Cux1	Nudt3	Hsd17b4	Dkk3	
Zcchc14	1110008J03Rik	Gpr153	Pcp4	
Cox7a2l	Rnf128	Ccnyl1	Nr2c1	
Dok6	S100a10	Scn4b	Igfbp5	
Xrcc4	Wnt7a	Rgs12	Rab34	
Aif1l	Gstk1	Rg9mtd3	Cetn4	
Map3k12		Snap23	Atp6v1e2	
Sema6b	Igfbp4	Cd63	Herc3	
Gtf3c5	Map1lc3a	Nkx3-1	Rala	
Rdh10		Yif1b	Nme1	
Cebpg	Zscan12	Gpd2	Chrna7	
Shisa5	Gucy1a3	Chmp2a	Dhx33	
		Ipmk	Phactr1	
Acvr1b		Dclk1	Gm1006	
Rpl10a	Gtf2f2	Zmynd12	Itga11	
Mia1	B4galt6	Mapk10	Cryga	
Nlgn3	Scmh1	Wnt7a	Orai3	
	Rnf126	Cish	1810020D17Rik	
Klhl13	Pias4	Cyhr1		
Kctd12b	Tspan7	Enpp2	Myadml2	
Rps5	Gm8054	Pck2	Eif2c4	
Grik4	Vps8	Zfp637	Bcl9l	
1500032L24Rik	Tep1	Rpl11	Gm13088	
Pabpc1	Hrsp12	Sept11	Lor	
Nr5a1	Trp53bp2	Cpxm1	Gde1	
Gemin8	Tnnc2	Gpr98	Nudt9	
Gm13251	5430405G05Rik	Ykt6	Eif2ak4	
Plxnb1	Sema5a	Pcdha11	Snrnp40	
Pts	Psma1	Ccdc23	Cys1	
Gpt2	Fancl	Ehd1	Stag1	
Gpr153	Pfkm	C1qtnf7	Kbtbd5	
Map3k9		Cstf1	Rgs19	
Blvrb	LOC100505283	Glp2r	2310045N01Rik	
Chst11	Klhl9	Sema3a	Map3k14	
Cap2	Ccdc34	Rragb	Kcng1	
Srek1ip1	Dner	Dpp4	Foxp1	
Syt5	Cryga	Psph	Greb1	
Nr4a2	Ngf	Lrrc3	Abca1	
Tagap1	Rdh14	Psme2	Thrb	
Ptplb	Rps4x	Npas2	Xrcc4	
1110004F10Rik	Papd4	Dhrs4	Dhx38	
Eif4ebp1	Nmbr	Pitpna	Cyb5d2	
Mfap4	Cdkl1	Prkcz	Sec24d	
Exosc8	Ngrn	Dcaf12	Me3	
Por	Kif21b	Aif1l	Lhx3	
	Syt1	Ccdc88b	Relt	
Cops3	Gpr98	Stub1	Ppp1r16a	
Cstf2	Dpy19l1	Anapc4	Thap3	
Myst2	Rpl35a	Tgfb3	Ift172	
Tacr3	Atp2c1	Kctd6	Ypel5	
Kif3c	H2-Ab1	Rbm24	Syn2	
Pdia2	Cdk9	Gfap	Hrsp12	
Rab3d	Gpd2	Pdgfb	Atg4d	
Pif1	Osbpl11	St6gal2	Gsk3a	
Rbp4	Fnta	Fam57b	Arhgdia	
Sun1	Atg4c	Spsb3	Bean1	
Mtrr	Zhx3	Aktip	Pik3r5	
Echs1	Cys1		Slco3a1	
3200002M19Rik	Ccndbp1	Serpina3b	Sulf1	
Plcd3	Spry2	Thrb	Fbxo42	
1700073E17Rik	Mpp5	Gstk1	Vps8	
Clec11a	Gm9790	Lig3	Mtap7d1	
Prps1	Eif4ebp1	Nlgn2	Lrrc8d	
Tmx2	Ssb	Asb8	Zeb2	
Tmsb4x	Orai2		Gm3086	
Brsk1	Epb4.1l4b	Dmd	Fam166b	
Anp32b	Krt10	Rin1	Ahcyl2	
1110065P20Rik	Zfp85-rs1	H2-M3	Rabggta	
Gm606	Atp2b3	Ppm1l	Reep2	
	Lrrc4c	Exosc9	Arap2	
Bcar3	Gm15450	Polm	Phf14	
Polm	Bace2	Fryl	Ppp1r3f	
Atg4c	Smpd3	Cenpc1	Cpne3	
Zfp367	Stk40	B630019K06Rik	Zfp85-rs1	
Pex7	Kntc1	Col23a1	Mett5d1	
	Frmd4b	Cdh12	Dnahc9	
Capza2	Ppm1e	Erf	Zfp259	
CYTB	Slc25a38	Rdh14	Fgf12	
Pyroxd1	Chmp2a	Flrt1	Nudt3	
Nmt2	Uap1l1	Gde1		
Slc46a1	Meis1	Pdlim4	Psmc3ip	
Nfic	Ddx54	Mettl5	Ccdc88b	
Pbx1	Polr2f	Wbp1	Hdac9	
Cirh1a	Usp32	Rps27a	Ccdc23	
Zfp932	Pou6f1	Bclaf1	Gnal	
Map3k4	Tfip11	Atg4d	Tlr3	
Mtch2	Thap3	Nfia	Zbtb7a	
Tspan5	Clstn2		Cyfip2	
Acox3	Zmynd12		Dlg1	
Ric8	Syn2	Atp11c	Cpe	
Dkk3	Dusp6	Pip5k1c	Rnf128	
Nup54	Fam69a	Ahcyl2	Stk40	
Egr1	Rps6-ps2	Caml	Lrrc3	
Capn3	Hopx	2210403K04Rik	Tmem47	
COX2	Pcdha11	Oxtr	Ptk2b	
Smad7	Gm4883	Xrcc4	Rdm1	
Rybp	Atp6v1e2	Dnahc2	Lhpp	
Magt1	Pvalb	Celsr2	Rbm8a	
Nt5e	Mapk1	Stk25		
Sbno1	Flrt1	Tmem47	Mapk8	
Shc3	Prok2	Adra1b	Noc4l	
Ndrg2	Me3	Kcnt1	Ppic	
Gabarapl2	Adap1	Zfyve21	Ephx1	
Tmem167b	Btbd6	Rad9	Pigx	
Stradb	Gmpr	Fut8	Cxxc5	
Spata2	Il17rd	Zc3h8	Sympk	
Rcc2	Trim13	Slco2a1	Pgam2	
U2af1	Agl	Bcs1l		
Ppp1r3f	Arf6	Orai1	3110040N11Rik	
Snd1	Spag5	Hip1r	Gucy1a3	
Ndufa12	Camk1d	Tmem232	Pip4k2b	
	Rab3d	Syn2	Loxl1	
Ip6k1	Gpx1	Atp6v0b	Csf2rb2	
5730522E02Rik	Fut8	Gprc5b	Glt8d1	
Atp5l	Ttc32	H2-Ab1	Mdga1	
Asph	Gsk3a	Rnf135	Stard5	
Kif6	Ccne1	Arap2	Ezh1	
H2-M3	Nfic	Pigx	Sept5	
Zc3hav1	Bmpr1a	2810405K02Rik	Klhdc3	
Ric8b	Cyp11a1	Akt3	Crls1	
Arap2	Hspb8	Prok2	Arl9	
Prickle1	Mypop	Rab30	Nrbp2	
	Atad2	Cnih4	Bzw1	
Psen2		Crls1	Wisp1	
Lrrc3	Usp5	Fam96a	Scn8a	
Rab3ip	Accn4	Lman2l	1810006K21Rik	
Cgrrf1	Eef1a1	Mfsd9	Zfp28	
Fam57b	Zfp593	Prcc	Mfsd9	
Tiam1	Dnahc9	Per2	Cplx2	
Ptk2	Cdc42ep3	Hmgcl	Mtrr	
Cbx6	Sfxn3	1810006K21Rik	Pcgf1	
Rad1	Paqr7	Ciz1	Dnmt3a	
Mafa	Gm9000	Tube1	Fam96a	
Slc22a5	Prcc	Pcgf2	Cdr2	
Rcbtb2	Rfc5	Trim8	Gng5	
Satb2	Aktip	Brpf3	Agl	
Dusp10	Pcmtd1	Zbtb5	Eef1a1	
Grm1	Vcam1	B4galt5	Pam	
Pes1	Tubb5	Snrnp40	Pex10	
Sytl1	Mtss1l	Ctsd	Fam134b	
Kcnh1	Dlat	Lrmp	Nfia	
Cyb5r1	Rgs11	Nova2	Fgfr1	
Cplx2	Pdxp	Dvl1	Ccdc90b	
Slit3	Matn4	Dnm1	Thap7	
Tcfe3	Rasa2	Rpl7a-ps8	Ngrn	
Ube2q1	Tspan4	Nol7	Tbc1d2	
Kif21b	Amigo2	Pgs1	Sema4f	
Atp5o	Pgpep1	AI413582	C80913	
Pacsin3	Rnf19a	Snrpd1	Rg9mtd2	
Cdh12	Yaf2	Smyd3	2610002I17Rik	
Cacng5	Rnf135	Diras1	Mapk4	
Fndc3b	Ppp1r1b	Hcn3	Stk25	
Dlg1	Rgs14	Cenpq	Snrnp35	
	Yipf1	Stat3	Kif17	
Stam2	Kif1a	Lhx3	Rps12	
Rasgrf1	Pfkp	Rgs11	Tada2a	
Lpgat1	3110009E18Rik	Slc9a5	Clvs1	
	Pip5k1c	Scp2	Polg	
Eif3g	1810006K21Rik	Top3a	Amdhd2	
Rplp2	Tfrc	Rnf141	Stk4	
Fzd8	Zfp637	Smpd3	Zfp446	
Trpc3	Kbtbd5	Tmem59l	Pbx2	
Akt2	Vamp2	Ikbip	1700001O22Rik	
Gm5341	Reep2	Mtss1l	Rragb	
Abcb1b	Umodl1	Ror2	Acta1	
Psme1	Ppm1m		Pam16	
Eif2c4	Ppm1b	Cbr1	Cdk16	
Cdk8	Mrps31	Ccdc22		
Ppp4r4	Chst7	Rpl36		
Gnpnat1	Sdf4	Spast	Plp2	
Ece2	Gm16477	Ccdc34		
	Adra2c	Sepx1	Lrfn5	
Lrrc33	Gprc5b	Ppp1r1b	Nav2	
AI413582		Ap3s2	Shisa5	
Galk2	Cpne3	Lingo3	Vcam1	
	Rpl7	Ccdc126	Smarcd1	
Sesn1		Asb3	Ino80e	
Rasl11a	Fam57b	Ube2i	Rabgef1	
Rfx3	Crlf1	Zfp71-rs1	Tut1	
	2610002I17Rik	Nup54	Gpr153	
Shd		Spag5	Ankrd34a	
Nudt16l1	Kcnma1	Pdxp	Tinf2	
Map2k5	Aanat	Cdc42ep3	Mt3	
Zscan18	Ece2	Chchd5	Smpd3	
Atf6b	Metap2	Basp1	Atp2c1	
Mad2l1	Etfb	Zfp521	Tep1	
Gm13157	Mrps33	Cxxc5	Pfkp	
Tor1a	Ddx19b	Gm11818	Csnk2a2	
Cnot7	Tmem123	Stip1	Galnt3	
Grcc10	Rad51c	Zeb2	Dpm3	
Jkamp	Mfap4	Clcn2	Bclaf1	
Prkaa2	Zap70	Rab6b		
Parvb	Csf2rb2	Spon1	Rnf115	
Calm1	Nup54	Rybp	Srpk3	
Tuba1a	Gm1006	BC048355	Pdlim4	
1700015F17Rik	Pgs1	Psmc1	Tspan7	
Aldh9a1	Pbx2	1700030K09Rik	Dpysl3	
	B630019K06Rik	Pigf	Trmu	
Bzw1	2210403K04Rik	Pcbd2	Sap18	
Phlpp2	Glcci1	Rimkla	1700027D21Rik	
Smurf2	Tgs1	Sv2c	Pnma1	
Ddit4	Sync	Sepp1	Trit1	
Zdhhc12	Tmem97	Lmtk2	Pdk3	
Nars	Ythdc2	Tm7sf3	Plk5	
Enpp2	Rab30	Ppp6r1	4932438A13Rik	
Hmgcl	Sema3c	Ccndbp1	Gpx1	
Irak1	Rpl15	Lsamp	Fbp1	
Lyrm4	Sympk	Smarcd1	Zkscan5	
Cenpp	Eml3	Tbc1d15	Paqr8	
Dcn	Lsamp	Zbtb34	Abcg4	
Gpr3	Nrip3	Rnf115	Zfyve21	
Psmb4	2810405K02Rik	Fam13b	Cebpa	
Thoc3	Tmem229a	Lck	St7	
Krt1	Egr1	Ythdc2	Neto2	
Samd1	Mlf1ip	Camk2g	Atp11c	
Foxred2	Tpp1	Psmd3	Mcm3	
Rnf11	1810022C23Rik	Gpn2	Rcan3	
Thbs3	Tmem25	Rdm1	Atp2b3	
Gga2	Slc6a15	Dtl	Elovl6	
Vamp2	Tppp	Bag1	Trim3	
Tgfa	1810030N24Rik	Gemin4	Aurka	
Eif3j	Pcgf1	Gm16477	Kcnd3	
Nck2	H2-M3	Cpne3	Susd2	
Cox7c	Cct5	Rufy1	Sec14l2	
Gm561	Pttg1ip	Nf2	Nol7	
	Rps29	Kif1a	Gabarap	
Cct2	Fbp1	Gp1bb	Nr4a1	
Palmd	Plaur		Gm9000	
Cdh7	Hmgcl	Tmem14a	Spg7	
Hdhd2	Med28	Nrbp2	Aldh9a1	
Mdh1	D330045A20Rik	Adrb1	Zfp879	
Mrps33	Laptm4a	BC016495	Ttc39b	
Apbb1ip	Thap7	Mcm3	Htr2c	
Atp6v1a	Zbtb7a	Prkrir	Pcsk1	
Atrx		Kbtbd11	Elavl1	
Bcl7c	Zfp943	Inpp5a	Me2	
D17Wsu92e	Rps8	Laptm4a	Tmem54	
Hist4h4	Lrp1	Idh1	Farp1	
Arih1	Synpo	Sdc4	Nf2	
Gosr1		1110008J03Rik	Serpina3b	
Psma3	Ak5	Spag7	Nmt2	
Zbtb5	Gemin4	Trim13	Sdc4	
	Htr3a	Rbbp9	Pak6	
Fam155a	Aurka	Caly	Zbtb8a	
Lrrc23	Cacnb4	Akap11	Gtf2f2	
Kcnd3	Mki67ip		Rimkla	
Cyp4b1	Cplx2	Maml3	Metap2	
Plk5		Gng13	Vrk3	
Prkaa1	Lingo3	1300018I17Rik	Ak5	
Med1	Dll1	Itgb2	Derl2	
	Anapc4	Slc25a38	Cyp4f14	
Zfp219	Cyfip2	Mrps33	Dtl	
Dda1	Akap11	Pnma1	Gm15450	
Capn10	Polm	Gm12824	3632451O06Rik	
Agl	Cdc16	Ndrg1	Rps29	
	1700001O22Rik	Glud1	Rpl27a	
	Rassf3	Fam134b	Rngtt	
Eftud2	Adra1b	Nkd2	Cdk9	
Tmem97	Cd276	Srm	Etfb	
	Acadl	Trip4	Cox7c	
Gm10653	Clvs1	Pim1	Acpl2	
Kif1c	Ube2m	Tubb4	Nr2c2ap	
Gm5868	Eif3m	Jakmip1	Sfrp2	
Snrnp35	Oprd1	LOC100505283	Gnl1	
Phf21a	Npas2	Rbpjl	Rfwd2	
Pdha1	Rg9mtd3	Trank1	Tmem14a	
Chordc1	2700060E02Rik	Pank4	Pigf	
Sept1	Eif6	Sik2	Spag5	
AI316807	Rpl6	Sema4d	N4bp3	
Ap1s2	Itga8	Kctd5	Aif1l	
Atn1	Sept5	Dner	Dner	
Elavl1	Plk5	B4galt3	Rab2a	
Ppp2r5e	Ercc8	Rabgef1	Tcp11	
Supt6h	Crispld1	Acot13	Ears2	
Mras	Ramp3	Npy	Phka2	
Apex1	Grip1	Gabarap	Sept11	
Myo18a	Cbr1	Phlda3	Fam102a	
Sidt2	Nrbp2	Dnajb11	Nfib	
Snrpd3	Clcn2	Zfp41	Mypop	
Pycard	Acot13	Jund	Slc7a5	
Kcnj14	Nkd2	Tspan4	Msx2	
Gng5	Kcnk12	Eml2	Zfp30	
Nrbf2	Nedd4	Abcb8	Orai2	
Acad8	Diras1	Osbpl7	Fxyd7	
Esd	Fzd8	Kcng1	Psme2	
Th	Pak1	Hes6	Gm16477	
Ptgs1	Mtap7d1	Gli3	Zc3h8	
Stk40	Tbca	Dmrtb1	Mtfr1	
Txndc9	Bai3	Stk32c	Sema3c	
Atg5	Lat2	Carhsp1	Rab40b	
Trpm3	Bclaf1	Eea1	Prkcz	
Fcrl5	Palld	Neto1	Abcd3	
Dars2	Ece2	Sema5a	Kif1c	
Dpagt1	Inpp5d	Sulf1	Pkia	
Pam	Rab6	Ppm1m	Prmt6	
Aanat	Rbbp8	Dynlt3	Tspan4	
Itpk1	Celsr1	Ttc8	Myo9a	
Cdh22	Cdc42se2	Nme7	Disp2	
Nrp1	Lrrc56	Ap4b1	Cpxm1	
1810030N24Rik	Adh5	B3gnt1	Ube2a	
Cct7	Mtrr	Mfap1a	Rgs11	
	Impdh2	Gm4825	Ogg1	
Cdk5r1	Mettl5	Acadl	Foxg1	
Pnrc1	Odz1	Arhgdia	Mas1	
Uba5	Syt13		Mfng	
Iqub	C4b	Kcnk6	Gprc5b	
Ino80	Fgf10	Trim9	Ing4	
Cdkn3	Stard5	Lrrc8d	Ksr1	
Rnf113a1	Ccs		Ilf3	
Casp14	Spag7	Gsk3a	1810010H24Rik	
Zfp28	Pkp4	Trit1	Pla2g12a	
Ccdc85a	Ramp1	Zfp78	Tubg2	
Cyth4	Bzw1	Mlf1ip		
Mtvr2	Rpf1	Dlat		
Fech	Eml2	Magt1	Rcn1	
		Sh3d19	Sv2c	
Dusp26	Dyx1c1	Kcnh2	Ptplb	
Bcs1l	2310045N01Rik	Hdac8	Trp73	
Mthfd2	Smyd3	Zfp276	Grik3	
Mlf1ip	Nacad	Fam120c	Kbtbd11	
Chrna1		Usp16	Akap8l	
Exoc5	Ube2a	N4bp3	Rnf4	
Mrfap1	Ankrd40	Tlr3	Pdf	
Cblb	Lor	Stk11ip		
Cyfip2	Zfp358	Ptk2b	Trim45	
Gpr155	Prkcz	Inpp5d	Kcnk1	
Upp1	Hmgcr	Ldha	Hs3st5	
Rph3al	Qrfpr	Frmd4b	Ccdc22	
Fbxo17	Sepx1	Hsf4	Vmac	
St6gal2	Ccdc126	Nav2	Gm4825	
Chpt1	Sulf1	Slc35d3	Gp1bb	
Rpl7a	Smoc1	Ppm1e	Sulf2	
Hmox2	Ubiad1	Araf	Rps27	
Comt		Hjurp	Ascc1	
Rpl21	Smarcc2		1500003O03Rik	
Hdac9	Pknox2	Dnahc9	Ppm1e	
Dbnl	Atg4d	Zfp830	Tceal5	
P2ry12	Adrb1	Nudt3	Baiap2	
Dact1	Etv4	Meis1	Aktip	
Trpc5	Kctd5	Slc39a12	Ccnd2	
Rpl18a	Serpina3b	Dcbld2	C1ql1	
Adam15	Zfp78	Myh3	Fmnl1	
Homer3	Hip1	Stard3	Traip	
Serpini1		BC006779	Gm6404	
Pcsk5	Rpl23a-ps1	Fxyd7		
Cspg4	Phlpp1		Slc7a6	
Itpr3	Limch1	Nrip3	Nfic	
Ppm1l	Zbtb5	Prmt6	Wsb2	
Vwa5b2	Prdx6	Ppfia3	Amhr2	
Etfa	Rad1	Polr2f	Cux2	
Dyx1c1	Disp2	Camk1d	Zfp78	
Traf3	Stag2	Zfp536	Frmd4b	
Pcbd2	Amhr2	Cdkl1	Nlgn2	
Slc30a6	Noc4l	Tcf12	F3	
Dom3z	1810019J16Rik	Mki67ip	Plod1	
Gnpat	Stub1	Gm9790	Prdx1	
Nr2c1		Ap3d1	Sntg2	
Wnt7a	F3	Amz2	Aff4	
Setdb1	Pgr	Il1rapl1	Etfdh	
Fau	Gm4953	Pnmal2	Hsd3b7	
Dnmt3a	Grik3	Zfp467	Ergic1	
Vti1b	Bach1	Bche	Sgta	
Ccdc47	Trank1	Cpe	Zhx3	
	Usp13	Rpl22l1	Pgr	
Ssr3	Hdac8	Pam16	Rusc2	
Abcd2	Leprel4	Dhx38	Map2k2	
Nat10	Parp8		Btbd6	
Tcf4		Cstf2t	1810019J16Rik	
Ino80e	Brpf3	Rpl15	Jmjd7	
Insig2	Maml3	Nr2f1	Dhrs4	
Pdgfa	Rasal2	Atad2		
Rpl11	Psmg1	Olfml2b	Rab6	
Gm5640	B230118H07Rik	Neurl2	Htr3a	
Rcan2	Coq4	Pax6os1	Cct5	
Gm4831	Pam16	C4b	Msln	
4930524J08Rik	Tnfrsf11a	Zbtb7a	Rad51c	
Csk	Hdgf	Trp73	Kcnj9	
Lrrc55	Sdc4	Aanat	Hspe1	
Ube2d2	Rps27a	Nacc1	Hyal2	
Mapk7	Lrrc23	Fermt2	Gca	
Trpm6	Tmem62	Mylk	Tmsb15l	
Twf1	Llgl2	Vps52	Snap23	
Rdx	Foxg1	Arpc5	Meis1	
Ppp1r9b	Aox4	Polr2d	Snrpd3	
Lrrc31	Bri3bp	S100a13		
Flot2	Rps27	Sfrp2	B4galt3	
Scn3b	Sec63	Prkcsh	Pcyt1b	
Cyb5d2	Hist3h2a	Osgep	Hspb8	
Camk1g	Kcnk1	Ece2	Rpl30	
Eif3e	Zscan22	Fgf12	4930524J08Rik	
Cdsn	Rnf157	Fbxl21	Eif4ebp1	
Eml6	Zfp608	Grm7	B630019K06Rik	
Ccnd2	0610007P14Rik	Panx1	Nap1l1	
Uqcc	Impdh1	Abcd3	Cpsf3	
Ahsa1	Il20rb	Dbt	Kcnq1	
Serhl	Tcf12	Pfkm	Rpl7	
Kif1b	Plekhg4	Trmu	Rpl35a	
Tuba1b	Rnf141	Syt13	Sh3d19	
Dapk1	Nme1	Klk8	Cttnbp2	
Pgr	Tti1	Adh5		
Rdh14	Rbpjl	Akap8l	Cacna1i	
Marcksl1	Pla2g12a	1810020D17Rik	Stradb	
Ntrk2	A2ld1	Zhx3	Lrrc42	
Ddx21	Plcl1	Rnf6	Fbxo33	
Cs	Sat2	Mt3	Npy	
Ppap2c	Fbl	3632451O06Rik	Atl1	
Spata21	Gm11818	Chst7	Inpp5d	
Pdlim4	Akap8l	Twsg1	Bmpr1b	
Cbx5	B4galt3	Ccs		
Arf4	Psip1	Cys1	Gm4883	
Cdr2	Polr1d	Tgfb1i1	1810032O08Rik	
Hdac8	Lrrn2	Adcy10	Zfp473	
	Tmsb15b2	Ube2a	Ythdc2	
Bcl2l15	Ttll11	Otud7a	Slc23a2	
Slco3a1	Hddc2	Klf15	Rpl3	
Kcnk1	Nova2	Tcp11	Stap2	
Krt5		Galnt3	Gng2	
Ctnnbl1	Nipal3	Mc4r	Spag7	
Rasgef1b	Gng2	Usp51	Pacsin3	
Rps29	Rps6	Rnf157	Slc12a6	
Dtx3l	Ddx1	Gm5316	Phlpp1	
Slfn9	Eef1a2	Rpl7		
Lor	Hacl1		Prrt4	
Mtap7d1	Tubb4	Atp6v0e	Tor1a	
Cul5	Aldh9a1	Lrrc56	Stag2	
Llph	Ndp	Sept5	Fbln1	
Zfp949	Suz12	Ctdnep1		
Syn2	Arhgap21		Zfp92	
Nacc1	Spon1	Cd38	H2-Ab1	
Asl	Sbno1	Plp2	Ndufa12	
Ibsp	Zfp536	Ip6k3	Med28	
Apoa1bp	Ugcg	S100a10	BC016495	
Nol4	Rarres2	Fbxo8	Pcdha11	
Prlr	Jmjd7		Rpl10a	
Nek6	Vrk3	Mib2	Trpc3	
Atg4d	Ing3	Pbxip1	Rps27a	
Nub1	Gpn3	Fosb	Ttc32	
Disc1	Mfsd9	Pcmtd1	Rps5	
H2afv	Ythdc1	Gpx1	Ndufv1	
Scd2	Itga11	Ubr4	Kcna2	
Tfrc	Cacna1i	Stard5	Grip1	
Triap1	Elp4	Ttll11	Olfml2b	
Ranbp1	Prdx1	Cdk20		
Mbd3	Ap1s2	Homer1	Tfb1m	
Scn3a	2510003E04Rik	Dnalc4	Arr3	
Zkscan1	Btf3	Mxra7	Rarres2	
Cdh10	Kcnj9	Ate1	Rnf24	
Slc7a6	Magt1	Noc4l	Dap3	
Scn4b	Smurf1	Gdf7	Rdh14	
Pomt1	Pgrmc1	Mypop	Scp2	
ATP8	Nfkbib	1700040I03Rik	Rnf113a1	
	Rpl36	Pusl1	D330012F22Rik	
Shpk	Arr3	Rps6-ps2	Nup54	
Mylk	Prkd3	Coq4		
Thbs4		Sbno1	Dedd	
Chid1	Hrh1	Map1lc3a	Atp6v1a	
Vasn	Rps12	Hnrnpa1	Adrb1	
Tceal5	Ciz1	Kif3c	Cdh22	
Plcxd2	Sh3d19	Ppm1b	Bri3bp	
Barx2	Lix1l	Klhdc3	Pttg1ip	
Klhl12	Pldn	Ythdc1	Palld	
Dpysl2	Bpgm	Itgb7	Anapc10	
Rhoa	2610035D17Rik	Rnf19a	Rbbp9	
Dgkz	Usp11	Sae1	Ulk3	
Zbtb8a	Clu	Pgpep1	Chmp2a	
Srebf1	Plcg1	Lrrc23	Fn3krp	
	Prkar2b	Actr2		
Gnai3	Tnfrsf21	Rplp1	Prrt2	
Drd1a	Pdf	Eif2c4	Slitrk1	
Zfpm1	Adcyap1r1	Pcp4	Sae1	
Rpl13	Pacs1	Rps5	D6Mm5e	
Rab13	Robld3	Eif1b	Bach1	
Prmt6	Trpc3	Amhr2	Cand2	
	Mas1	Clstn2	Cd63	
Polr1b	Tor1b	Relt	Ccna1	
Prdm8	9030409G11Rik	Ttc39b	1110002B05Rik	
D630037F22Rik	Ndn	Gtf2f2	Gm5640	
Mdp1	Rab13	Ctnnbip1	Cyb5b	
Mtap6	Cpne4	Etfdh	Pabpn1	
Snap25	Cstf2t	Accn4	Itga8	
Plau	Tle2	Gria4	Hist1h2ba	
Ccdc30	Zfp71-rs1	1810030N24Rik	Kcnk6	
		Hopx	Soat1	
5430411K18Rik	Mterfd3	Fnip2	Spint1	
Pgm5	Satb2	1810019J16Rik	Rcl1	
Rpusd3	Arpp21	Slc6a15	Adh5	
Lztr1	Nme6	Cand2	Trim67	
Coil	Tac2	Pgr	Usp32	
Slc4a10	Eif1b	Krt10	Scrn1	
Slc35a1	Sap18	Klf6	Dap	
Gmppb	Atp6v1c2	Fut10	Tnfrsf21	
Tmem70	Dnalc4	Dyx1c1	Tmtc1	
Plcd1	Idh1	Nrl		
St13	Sars	1500003O03Rik	Kif21b	
	Rpl21-ps1	Sbf1	Dmrtb1	
Crlf3	Lrrc2	Armc9	Mpp5	
Herpud2	Snx2	Cetn2	Tead1	
Mbd4	Fgd2	Mrps24	Limk1	
Rnf135	Zfp367	Rpl35a	Lamp3	
Nkrf	Sec14l2	Tead1	Fam69a	
Kdm3a	F2r	St5	Hibch	
C80913	Rtn4r	Pfkp	Lrp1	
Srl	Rpl7a-ps5	Rpl9	Exosc9	
Casz1	Pnpla7	Plxnb1	Pde6g	
Smc4	Gm6404	A2ld1	Lum	
Rnf181	Eng	Odz1	Kcnma1	
Snw1	Rpl27	Hmgn1	Prss41	
Tnip2	Stx3	Spata21	Fgd2	
Eif3j	Coq2	Ak5	Tmem59l	
Sult2b1	Bcl6	Tead2	Sepp1	
Plcd4	Rusc2	Yaf2	Ankrd40	
Bcl6	Rap1gap	Ppm1d	Zfp41	
Pkp4	Plat	Fgd2	Nedd4	
Xirp1	Spata3	1700001O22Rik	Tmem62	
Eif2b2	Gm10639	Osbpl11	Ttll11	
Atp5g2	Tmem134	BC030500	Flrt1	
C530028O21Rik	Lhx3	Gm6813	Usp13	
1810020D17Rik	Bscl2	Stap2	Rcbtb2	
Rfng	Hcn3	Syne2	Cth	
Ndufa1	Ntrk2	2410016O06Rik	Clstn2	
Amacr	Zfp444	Tbca	Rock1	
