XFTU	SFTU	SFRC	SFNC	SFRN
Napg	Tor1a	Dnmt3l	Mterfd3	
Cdc42bpa	Lig3	Rpl13	Acvr1b	
Wnt9b	Hhip	Tmem141	Psmc1	
Asb16	Tapbpl	Rcl1	Ndufa7	
Ccdc28b	AA987161	Cyhr1	Omp	
Kcnh2	Tapbp	Ddo	Arih1	
Tnfrsf19	Itih5	Macrod2	Wdr82	
Psmc3ip	Hipk3	Aldh9a1	Polr3c	
Prdx1	Wdr24	Gart	Tmem117	
Rab2a	Dscr3		Kdm6a	
Dcps	Kcnd3	Specc1	Cdk20	
Copb2	Fads1	Shank1	Phf6	
Naa15	Fmo1	Psma6	Unc13b	
Sumo1	Leng9	Pdpk1	Ipo9	
	Traip	Fcgbp		
1110007C09Rik	Ppp1r3f	Slc23a2	Mup2	
Dr1	Ndrg2	Slc13a5	Cnot8	
	Il10ra	Gm11127	Cd5l	
	Taf10	Gm1078	Kifc2	
	Nme5	Plcxd2	2810001G20Rik	
Acacb	Tshz1	Met	Zfp423	
Lum	Cd52	Pkn2	Sh3bgr	
Sh3gl2	Polr3d	Ppdpf	Ube2ql1	
Fam114a2	Prps1	Cyp2j13	Trpm4	
	Padi1	Cdc42	Stmn3	
Zc3h8	Hpse	Helq	Mfn2	
Tpmt	Ext1	Ube2e3	Rpl7a	
Pdgfb	Gtpbp10	Slc46a1	Dnajc8	
Ash2l	Lamp3	Nudc	Mcoln1	
Nmnat2	Shpk	Hltf	Arhgap26	
Zfp422	Evi2a	Apoe	Sidt1	
Ruvbl1	Scyl1	Pea15a	E330020D12Rik	
Chrna4	Stk36	1810010H24Rik	Snap29	
Sik2	Vdac2	Tnfrsf1a	Timm50	
Hiatl1	Arf4	Cited1	Celsr2	
Cdc25b	Gtpbp1	Thoc2	Agrn	
Zfpm2	Tecr	E2f4	Amigo1	
Atp5sl	Fpgs	Osr1	Npr3	
Epha4	Snai2	Ddx18	Slc18a2	
Alpl	Ncbp2	Nos2	Tax1bp3	
Ptger3		Aldh1l2	Klf7	
Mcee	Obfc2a	Cpsf1	Pdgfc	
Pbxip1	Grm1	Dpagt1	Sik2	
Cbara1	Dynlt3	D8Ertd738e	Gm13889	
	Siva1	Sgsm1	Slc22a4	
Tinf2	Maged2	Nubp1	Obsl1	
Mrps16	Sox10	Rft1	Lef1	
Cisd2	Cox7a2l	Pacsin1	Ppp1r14b	
Pfkm	Wdtc1	Taf5l		
Itm2c	Lrp12	Chst5	Ndor1	
Cox6a2	Psmb1	Chia	Traf7	
P2rx6		Gm4978	Plcg1	
Rgs13	Rnf152	Arnt2	Ctnnbip1	
Btbd1	Msrb3	Pex12	Tsta3	
Tns3	Ube3b	Sv2a	Tgfb3	
	Stat5b	Mgst1	Slc12a7	
1110038D17Rik	Ccdc9	Ina		
Ccdc113	Eef1g	Mlc1	Dok4	
H2-DMb1	1190002H23Rik	Trim67	Tubg1	
Rasal2	Aff1	Wdr82	Trpm3	
Hibadh	LOC100504710	1500011K16Rik	Minpp1	
Cnr2	Ogfrl1	Lrrc55	Rassf4	
Rnh1	Eif3a	Kctd15	Mina	
Brd8	Dph3	Fes	Poglut1	
Ifi35	Chrnb4	Xpnpep2		
Ube2v1	Calb1		Serpinb8	
Ddit3	Txnl1	Iscu	Cript	
Dtx1	Glp2r	Gm14431	Htra1	
Atp6ap2	Ocln	Bend5	Rpl21-ps4	
Prpf4	B3gnt2	Cdc23		
Cetn1	Map3k12	Sntg2	Mxra8	
1700001O22Rik	Relb	Psmf1	Vav3	
Tcf25	Yes1	Ghrh	Tnfrsf23	
Sumo2	Rrs1	Rpsa	Hsph1	
Zbtb11		Dars	Cog3	
Plod2	Apbb1ip	Dand5		
Spag4	Senp7		Bend5	
Ppp1r12b	Caml	Sgca	Mrps16	
Adam10	Tbccd1	Gm6030	Denr	
2810453I06Rik	Park7	Fbxo4	Tradd	
Arap3	Rnf168	Trp53inp1	Mtap1s	
Gm166	Itsn1		Cnksr3	
Decr2	Mlf1	LOC100134990	Psen2	
Trim62	Akap17b	Trim11	Hgs	
Map3k8	Ndufa7	Lgi4	Spast	
Ephx2	Dap	Dmp1	Tnfsf4	
Kif5b	Klf15	Ttc28	Txnl1	
Pim1	Cacna2d4	Eif2ak2	Lrrc49	
Ulk2	Plxnb1	Por	Slc1a6	
Dusp19		Med6	Stk38l	
Ahcyl1	Plxna2	Krtap20-2	Abcb8	
Gm13889	Tmem219	Rnf168	Sumf2	
Mogat1	Pcdha9	Lamp2	Pdk4	
Rrp36	Hspe1	Map2k3	Ror2	
B4galt3	Plcb4	Dpp8	Ing1	
Ccs	Rpl9	Maged2	Slfn8	
2310007L24Rik	Nes	Slc44a1	Nup210	
Slc16a3	Bid	Fpgs	Arl2bp	
Fig4	Ky		Snca	
Gm15645	Nme2	Lins	Kdm3a	
BC049715	Mat2a	Cars	Ilf2	
Zscan22	Pcyt2	Urod	Slc39a12	
Slc25a23	Tlr3	Mapk3	Tmem150a	
Mrps35	Ndufa1	Msx1	Hs3st4	
Hps4	Gm5640	Slc6a9	2210013O21Rik	
	Cryl1	Vamp4	Sfxn5	
Hspa1a	Ankrd56	Pcyt2	Gpn3	
Xrcc3	Kcnip2	Mosc2	Fam161a	
Blcap	Rpl18	Foxred1		
Mrps11	Ints1	Cyp4f14	Ypel4	
Aacs	Rpl23	Pcdh7	Dhdds	
Ednrb	Fam19a1	Scap	Zfp108	
Brdt	Sirt2	Skint7	Osbpl7	
Ccdc115	Txlnb	Ncor1	Lrtm2	
Pgm2l1	Sirpa	Stx2	Lrmp	
Kras	Elof1	Uros	Zcrb1	
Gm12942	Gnai3	Aifm1	Hecw1	
Ankrd5	Nqo2	Lin37		
Chac1	Fgd6	9430031J16Rik		
Srgap3		Akap1	Arpc1a	
Snph	Traf4	Ankrd42	Tpmt	
Fam129a	Dusp23	Cacna1a	Cdkn1c	
Mblac2		Tax1bp3	Crlf3	
Cct3	Nup210	Hey2	Bzw2	
Shroom1		Cdh7	B230307C23Rik	
Rnf215	Tmsb15b1	Mcoln1	Spata7	
Iqgap2	Tmem98	Dhx9	Camk4	
Hdac3	Myd88	2410042D21Rik	Hsd17b7	
Sepx1	Gm16379	Prdm8	Rhob	
Xrn1	H2-Q2	Chd9	Irf2	
Slc7a1	Fosb		Alg8	
Adamts1	Chst5	Fam171b	Akap17b	
Vps39	Ndufb2	Alas1	Vamp4	
Yif1b	Sgca	Uqcrb	Atp6v1g3	
Abca1	Gpatch8	Rpa2	Crcp	
Rnf141	Gm4838	1810032O08Rik	Trpc5	
Fastkd1		Eef1g	Mettl1	
Rabepk	Gabrb3	Zfp958	Vps11	
Zfp30	Cd1d1	Il17d	Lrg1	
Frem1		Ccnf	Tecpr1	
Cenpc1	6720489N17Rik	Kcnk10	Cd3d	
Dhcr24	Obfc1		Il15ra	
Ppcs	Ift46	Sgpp2	Dsg3	
Adk	Gm5617	Kcnd3	Atad2b	
Vcam1	Chac1	Ecel1	Zfyve26	
Slc22a13	Srsf13b	Dph3	Drap1	
P4ha3	BC018242	Gpt2	Lsm10	
Lin28b	Vldlr	Elof1	Rdh10	
Scn8a	Sh3bp1	6430527G18Rik	Anapc11	
Asb3	Dyrk2	Cdk5rap3	Zfp276	
Fam117b	Pom121	Ccdc81	Tpd52l1	
Gm11818	Rpl7a	Defb46	Prex2	
Mlf1	Smndc1	Exoc5	Rab3ip	
Hp1bp3	Cux1	Slc9a3r2	Nlrp1a	
Usp8	Zfp423	Rpl13	Sim2	
Rad18	Spdya		Pno1	
Dnalc4	1110059G10Rik	Sox2	Sh3bp5l	
Selk		Evi2a	Gtf2h1	
Rai1	Itgb7	Jak2	Il10ra	
Rgs17	Bend5	Mafb	Wac	
Edem3	Fam119a	Hgsnat	Rnf144b	
BC028777	Fstl3	Tmem37	Taf5l	
Mrps14	Trim21	Cnot3	Psmg1	
Slc18a2	H2-DMb1	Taf9	Srsf13b	
2900010J23Rik	Ugdh	Pde9a	Fos	
Macf1	Pvrl3	Wbp7	Ugt2b5	
Ing4	Ofd1	Dhx30	Hc	
Bscl2	Slc8a3	Suox	Slc38a3	
Frzb	Inppl1	Creld1	Klk1b24	
Rpl36a	Fam73b	Ift122	Pxk	
Gtpbp6	Nsl1	Lime1	Wdr1	
Poln	Sipa1l2	Smu1	Acacb	
Opa1	Nedd1		Fgd1	
Lrpap1	Aldh6a1	Ankib1	Gart	
Atf5	Acvr2b	Snupn	Card14	
Evc2	Asb8	Sim2	Brf1	
Shprh	P2rx6	Vangl1	Snx25	
Rasl10a	Wwtr1	Sestd1	Ankrd42	
Mst1r	Exoc5	Klf7	Tapbpl	
Cks1b	Sh3bp5l	Hist1h2aa	Actb	
Adcy8	Rpl32	Arcn1	Irs1	
Ube2e2	Chd9	Cd9	Cpt1a	
Loxhd1	Pppde1	Lonp2	Set	
3110070M22Rik	Nfe2l2	Tlr4	2210011C24Rik	
	Nutf2	Prmt8		
Ppapdc3	Wbp7	Il10rb	Bmx	
Spg21	Trpm2	Grik4	Rhpn2	
Ppm1b	Polr2c	Kcnip1	Nsmaf	
Mobkl1b	Pmpca	Map2k2	Zdhhc4	
Cadps2	Scn11a	Kcna3	Opa3	
Osbpl6	Nt5c3l	Pla2g3	Itih5	
Npsr1	Sf3b5	Myst3	Rhoa	
Rnaseh2a	Gss		Sbf1	
Mosc2	Crispld2	Rassf1	Cbl	
Rpl21-ps4	Prr18	Acvr2b	Tmem106b	
Sumf2	Hspe1	Ube2j1	Hrg	
Clu	Slco4a1	B3gnt2	Plcl1	
Xpnpep3	Osr1	Hsd17b7	Rbl1	
Cdc123	Nagk	Uhrf1bp1	Adora1	
Rev1	Rbm39	Anxa9		
Skap2	Plcg2	Fmo5	Ccdc13	
Cpped1	Ano10	Eif3a	Acot9	
Mad1l1	Ephb1	Fuca1	Pi4k2a	
Scn2a1	Polr3c	Klhl2	Ttc28	
Itgb7	Cyhr1	Btbd3	Lrrfip2	
Ipp	Tbce	St7	Zfp629	
Eri3	Alas1	Fam171a2		
Cbr3		Dld	Mical2	
H2-Ab1	Ccdc112	Msh6	Slc25a34	
Irs1	Axin1	Pus10	Twsg1	
Foxn2	Tmem18	2010305A19Rik		
Errfi1	Slitrk3	Surf6	Caln1	
Sarnp	Fuca1	Dusp10	Ndufc1	
Cbr4	Spns1	Mtif3	Tmem163	
Tekt4	Polrmt	Dcaf11	Aff1	
Zdhhc4	Nek6	Calm3	Psmd5	
Gm5145	Ufm1	Atg10	Prrc2b	
Dnmbp	Mro	Tcfe3	Slc25a31	
Ostf1	Xrcc2	Nudt4	Gm10081	
Prss41	Tle3	Npr3	Cftr	
Nr4a1	Dph2	CYTB	Gpr172b	
Eif2ak2	Prkg2	Rheb	Rpl21	
Rnf139	Tcf7	Wars	Fktn	
Telo2	Agfg2	Atg16l2	Acsl4	
Tmem54	Fgf23	Foxj1	Slc16a7	
Klhdc5	Fgf22	Igsf3	Ola1	
Nfx1	Pdk3	Npb	Timm44	
Amhr2	Myeov2	Zfyve19	Kcnip1	
Mtfr1	Dscaml1	Upk1a	Pcca	
Adamts8	Gca	Fam160a1	Arhgap42	
Rhoq	Scaf4	Pdzd11	Fnip2	
Sra1	Acr	Cog6	Clint1	
Wdr73	Bckdha	Tbl3	Brpf3	
Rhobtb1	1700112E06Rik	Kifc5b	Acot3	
Ralgapb	E330020D12Rik	Ctla2a	Slitrk3	
L3mbtl2	Tbc1d15	Spg7	Acp2	
Rgs11	Tmem49	Cpsf3	Gm1604b	
Grin2a	Snrpd2	Wdtc1	Trappc3	
Folh1	Vat1l	Dph2	Pnpla3	
Stx8	Ube2w	Zfp580	Supt3h	
Tmem188	Kctd15	Tbc1d10a	6330403A02Rik	
Frmpd1	Hcrtr1	Exosc7	Adamtsl2	
Mlh1	Hist1h2aa	Zfp628	Hspa4	
S1pr2		Zrsr2	Rhot2	
S100a11	Zfp182	Krtap4-8	Armc3	
Nacad	Gpd1l		Rnf8	
Cpxm2	Cdh26	Commd4		
Vbp1	Gsk3b	Prrt4		
Atp6v1e1	Ambra1	Iqcc	Lsm14b	
A230046K03Rik	Ash1l	AU040320	Bend6	
D330012F22Rik	Nkap	Pkd2	Pgrmc2	
Bsdc1	Taf5	Hps3	Nudt16l1	
Zfp78	Ctdspl	Mical2	Coro2a	
Mtx1	Clpx	Nono	BC028777	
Setd1a	Lamc2	Zfp446	Gm6569	
Dolk	Hey2	Nr2c2ap	Xpr1	
Hsd17b12	Hdhd2	Usp20	1500015O10Rik	
Lemd3	2810001G20Rik	Gyg	Rasgrp4	
Sh3bp1	Eif3b	Abcg1	Dusp1	
Lrrc43	Ddc	Atp8a2	Mcrs1	
Ica1	Ptma	Samd1	Rbp4	
Phf8	Anxa11	Actr1a	Atp5l	
Eef1g	Sdcbp2	Uts2r	Cmtm2a	
	Nisch	Taf5	1810029B16Rik	
Chst3		Lta4h	Fancm	
Fut8	Aldh1l2	Dusp23	March8	
Rps18	Lhx2	Rhobtb1	Iglon5	
2210013O21Rik	Pde7b	Rhot2	Rnf34	
Plin3	C2			
	Fst	Wdr74	Nras	
Fkbp8		Zfyve26	Surf4	
2900079G21Rik	Kifc2	Arhgef10	Dynll1	
Psip1	Tcfap4	Plcd1	Spc25	
Slc43a2	Bcl2l1	Pex3	Plac1	
Trim2	Serpini1		Gss	
Lrrc47	Pdpk1	Rhobtb3	Kcnip2	
Pold2	Hist1h2af	Tmtc1		
Dnaic2	Smap1		Rsad1	
Sgsm1	Mafb	Sult2b1	Cebpg	
Nutf2	Gm9104	Pdk4	Zfp182	
Efna1	Lrrc20	Pxk	Cry1	
Dcaf12		Krr1	Cryzl1	
Als2	Aprt	Ube2d1	Sugp2	
Itgam	Exosc7	Irf2	Ebag9	
Grm4	Rps16	Rif1	Nrxn2	
Arid1a	Htra1	Trpm3	Obfc1	
Arnt2	Syngr1	Mus81	Arf4	
Tceb1	Adam11	AA987161	Wtap	
Ftsj1	Slc39a4	Gng5	Dbt	
Rilpl2	Lrrfip2		Gm10220	
Triobp	Rras2	Tmem107	Hpgd	
Cog3	Ankrd16	Bysl	Foxp2	
Stag2	Nbl1	Actb	Samm50	
Ints9	Pno1	Calr	Nkx3-1	
Nme2	Acacb	6330512M04Rik	Nsfl1c	
Ecm1	Zfp276	Nisch	Dcdc2a	
Rps3	Prss23	Tlr9	Kif12	
0910001L09Rik	Rhot2		Sytl1	
Stk3	Ppp1r8			
Scin	Zcwpw1	Slc18a2	Smad4	
1110008J03Rik	Arsg	Cln8	Myo1h	
Kctd15	Rbm11	Stk16	Prdx3	
Smek2	Atpif1	Sbk1	Zfp93	
Lima1	Kcnip1	Alad	Nipbl	
Rps15a	Cntfr	Polr3c	Dbnl	
Mrpl19	Unc13b	Mgst3	Hsd3b2	
Stx12	Cenpq	Wif1	Ints1	
Mus81		Rfx3	Rbm11	
Fkbp15	Haus5	Chst11	Btf3	
Ear6	Stk38l	Stmn4	H2afv	
Atp6v1g2	Gabra1	Sftpc	Taf8	
4930534B04Rik	Synm	Stk38l		
AU022252		Mtf2	Casp7	
Hey1	Zfp946	Hras1	Pdpk1	
Foxk1	LOC100134990	Rps11	Ky	
	Iglon5	Lrfn4	Atp1a3	
Ndufb8	Casp9	Igsf11	Barx2	
Nup43	Mcrs1	Ear10	Atp6v0a1	
	Gprin1	Trpc4ap	Mcpt4	
Trim67	Mmd	Rab27b	Krtap5-5	
2310030N02Rik	Tmem54	Vat1l	Sipa1l2	
Gdap2	Mad2l1	Arf4	Nr1h2	
Sri	Lancl2	Col27a1	2810405K02Rik	
Rpgr	Krt9	Tle1	Atp5c1	
Sfxn2	Ndufv2	Slc26a2	Scaf4	
Rs1	Obsl1	Me2	Pigz	
Carm1	Pacs2	Cdkal1	Sf3b5	
2400003C14Rik	Rgs8	Mudeng	Dhx32	
Ddx18	Mlst8	Zfp14	Lgi1	
Renbp	Sec14l3	Aldh6a1	Glo1	
Igsf3	Cdsn	Ambra1	Inpp1	
Aoc2	Emx2	Rpl23	Lgmn	
Srgap2	Sik1	Fam58b	Tm7sf3	
Zdhhc9	Zfp192	Hmgb3	Bcl2l1	
A830080D01Rik	Lrfn1	Tcfap4	Nbl1	
Wdr12	Tmem37	Akirin2	Fam160a1	
Zfp51	Khdrbs1	Stradb	Ebi3	
Dlx1as	Eif2c1	Atp2a2	Rpl7a-ps8	
Scp2	Klhl29	Mrpl51	Etv4	
Sept5	Tmem126b	Spink11	Ppp2r5b	
Bola3		Dus3l	Sprr1b	
Kars	Cnksr3	Tpr	Rabac1	
Cog2	Trf	Ap4s1	Cntn4	
Ccdc28a	Rrp15	Hspb11	Car8	
Cltc	Macrod2	Gm4838		
Leprot	Pde4d	Tecpr1	Usp2	
Kcna7	Ubb	Map3k6	Ybx2	
Mcpt4	Spg11	Khdrbs1	Pde7b	
B3galt1	Pitpnc1	Amy2a5	Mycbpap	
9430031J16Rik	Ccbl1	Foxn2	Hk2	
Cntn2	Upp1	Rin2	Wdtc1	
Evc	Pex12	Zfp598	2010015L04Rik	
Trmt61b	Ppp1r14b	Gmip	Psmd10	
Krt9	Cdca3	Slco3a1	Rrs1	
Cntn4	Grb7	Clcnkb	BC020535	
	U2af1	Poc1b	Tmem126b	
Grhl3	Vim			
Pxn	Lef1		Bri3	
Ccna1	Rhoq	Hap1	Lass2	
Disp2	Rdh10	Pdgfa	Bid	
Dgcr2	Lgi1	Grin2b	Msrb3	
Opn1mw	Ift122	Polr1a	Tmem9b	
	Smu1	Lrrc61	Ube2g1	
Ube2m	Trappc3	Rell1	Slc9a3r2	
Uba6	Dpp8	Ube2b	Yes1	
Ddx24	Zfp259	A030009H04Rik	Cdh11	
Otos	Slc7a6	Emx2	Cryaa	
Ascl2	Cbln1	Hecw1	Uros	
2310003F16Rik	Lrfn5	Tsta3	Trp63	
Rdm1	Irx1	Acot9	Mppe1	
Cacng7	Anxa9		Chst12	
Rcn1	Stom	Rasl11b	Slco4a1	
Lrtm2	Dctn2	Afap1l2	Npc1l1	
Nle1	Slc26a2	Zfp110	Sema6a	
Ankrd29	Dpagt1	Serpinb8	Aire	
Npcd		Vldlr	Tomm5	
Haus3	Zbtb46	4930557A04Rik	Thnsl2	
Tomm40	Vsig10	Naa20	Foxp3	
Pafah1b3	Med12	Wipf3	Met	
Trim33	Cpxm2	Hagh	Muc20	
Pacs1	Mrpl51	Thbs3	Zfp874b	
Sox8	Dapk3	Nek6	Arfgef1	
Aurka	Adamts8	Fmo1	Nup43	
AI464131	Rabac1	Pex19	Gabpa	
Zfyve16	Atg10	Stk36	Lig1	
Thy1		Gucy1a2	Plxna2	
Lix1	Gcsh	Speg	Ms4a6d	
Atp5j2	Nkx3-1	Ddx28	Ppp2cb	
Arfgef1	Mcpt4	Rad17	Dusp10	
1700037H04Rik	Araf	Tax1bp1		
Patl1	Cdc25a	Epb4.9	Sirt2	
	Ralgapb	Mmachc	Hap1	
Cdh15	Asb3	Arnt	1700030K09Rik	
C8g	Hmox1	Caln1	Wdr54	
Xrn2		Slc1a6	Lgi4	
Hbs1l	Rps3	Neo1	Pex5	
Man2a1	Podxl2			
Klhl24	Mapt	Loxl3	Htr2b	
Crat	2010305A19Rik	Fbxo27	Gpn2	
Slc25a38	Krtap4-8	Myl12b	Pten	
	Egf	Nfe2l2	Cdca3	
Fstl3	Cox6a1	Nudt16l1	Rbx1	
Ctgf	Rpl21-ps4	Cnot8	Atg4b	
Ppt2	Csrp2bp	Mageh1	Pds5a	
Mif4gd	Plagl1	Idua	Trpm6	
Gxylt1	Rnf10	Pitpnc1	Rif1	
Pdcd11	C85492	Cntfr	Mad1l1	
Tbx10	Sars2	Lsm11		
Pip4k2c	Rft1	Prdm16	Crybg3	
Aff3	Sec14l4	Rhbdd2	Pdxk	
Snip1	BC028777	Rhoq	Zfp467	
	Rrp9	Alpk1	Gabrg1	
	Slc25a11	Zfyve28	Fam45a	
Rnf115	Bmp2	Abca2	Kat2b	
Ncaph	Mobkl3	U2af2	C8a	
Ube2g1	Yipf2	Glt28d2	Mapk7	
Psmb7	Zbtb22	Fermt3	Tnfrsf13c	
Zkscan6	Mpp2	Slitrk3	Amd2	
1810013L24Rik	Cyp4f14	Sema6a	1500012F01Rik	
Larp6	2810046L04Rik	Stmn2	Pcyt2	
H1fx	Mllt4	Prkdc	1600002H07Rik	
Mysm1	Snca	Slc20a1	Aox4	
Stk19	Rmnd5b	5430411K18Rik	Aprt	
Grm8	Chpt1	Kctd8	Ccdc85a	
Lingo3	Psmb6	Klk1b24	Adig	
Epha7		Dusp18	Ip6k1	
Fam132a	Amy2a5	Hpcal4	Kdm4a	
Tcfap2c	Lamp2	Dock1	Gsta4	
Ext1	Pcna	Paics	Mkl1	
Mars	Myl2	Decr2	Hyou1	
Plekha1	Ttc35			
Enho	Usp25	Cby3	Gsr	
Reps1	Tmed10	Zfp706	Ube3b	
Lrfn2	Rilpl1	Atg4b	Fads1	
Hras1	Klhl26	Muc20	Camk2a	
Cbx3	Srxn1	Prcp	2010305A19Rik	
Slc35b1	Tpr	Egfl8	Il10rb	
Slc2a3	Pold1	Cnbp	Bckdk	
1810010H24Rik	Dmp1	Tspan17	Dynlt3	
Nlrp9c	Tll1	Traf6	Rpl11	
Fbxo8	6720456B07Rik	Fkbp7	Gabrb3	
Timp1	Tbl3	Cyp2j6	Apoa1	
Pde10a	Tacr2	Cbln1	Vipr2	
Pcp4	Acvr1b	Ptgs2	Ldlrad3	
Gm5820	Snap29		Fau	
Adcy10	Chst11	Hist1h2af		
Ano6	Sh3tc1	Was	Rin2	
Tmem194	Spnb1	Hadh	Lgr4	
Bnip2	Amd2	Ppp1r14c	Epb4.9	
Zfp719	Clec18a	F9	Slc7a10	
Ipo9	Ms4a6d	Nedd1		
	Carm1	Clpx	Haus3	
Med12	Rbbp5	Zmynd15	Steap2	
COX1	Irgm1	Arl8b	Zfp947	
Spata24	Mrpl27	Arid1a	Usp26	
	Slco1a4	Crybg3	Dpp8	
Gab1	Oaz2-ps	Ndufa1	Rbl2	
Cldnd1	Hadh	Gtpbp1	Ampd2	
Sun5	Prss12	Nadk	Kcnip3	
Thap7	Casd1	Rab42-ps	Rpl11	
Cep170	Acbd6	Itsn1	Gm5341	
	Thoc6		Ube2w	
Gtpbp1	Zfp758	Lhx2	2610524H06Rik	
Rora		Glt8d1	3300002I08Rik	
Fcf1	Wee1	Hspb6	Car4	
Adar	Cln8	Mapt	Vmn1r4	
Igfbp3	Gmip	Polr2a	Mms19	
Apoa2	Rpl31	Rbl1	Mrpl12	
Ccdc125	Npy5r	Chpt1	Arid3a	
9030624J02Rik	Rnf170	Slc39a4	Tmem119	
Gca	Med20	Crlf3	Anapc7	
Dnajc5		Pex7	St13	
Clcn2	Nlrp9c	Scoc	Tcf25	
	Map2k2	Ccdc85a	Rpl18	
Rbm39	Asb2	Rcn1	Mapk12	
Dnajb5	Efcab4b	Rnf152	Gprin1	
	Scap	Aasdh	Sec14l3	
Zfp828	Ppcs	Baiap2l1	Gm13960	
Grpel2	Hpgd	Ndufs5	Atrx	
Chst12	Scoc	Kcnd1		
Pus10	Etnk1	Etaa1	Mcat	
Lyst	Chrna1	Amph	Mapk14	
Bcorl1	Klk1b24	Ppp1r14b		
Zfp408	6330403A02Rik	Ibtk	Mmd	
Oxct1	Hsd17b7	Tsen2		
Zfyve26	Gspt1	1110059G10Rik	Gramd2	
Ogfrl1	Ptpn1	Hif1a	Ccl22	
Arhgap18	Rad17		Txk	
Rhot1	Ube2d3	Ghr	Zp3	
Itgax	Cnot8		Hmg20b	
Ypel4	Akirin2	Polr2b	Nlrp9b	
Lrrc48	Cbx3	Rrp15	Coro7	
Wnt6	Adamts10	Spc25	Gm1140	
Ptprd	Polr3a	Cplx1	Cadps2	
Nsl1	Pdlim1	Fbln2		
Tbx2	Med6	Prr18	Sytl3	
Glrx5	Lonp2	Dct	Nt5c3l	
Polg2	8430410K20Rik	Ttll1	9030624J02Rik	
Cyb561d1	Plscr3	Smap2	Ogn	
Msrb3		Fstl3	Leprel4	
Brd4	2810453I06Rik	Strap	Poll	
Usf1	Cdkn1c	Pdss1	Trim7	
Esrp1	Cbx5	Ggt1	5330417C22Rik	
Atp2c1	BC030500	Atp6v1e1	Efcab10	
	Dzip1l	Apex1	Scn11a	
Mmachc	Pkm2	Zfp259	Med11	
Glrx3	Tfb1m	Nup153	Slc7a8	
Acot9	Nkain1	Prkcc	Cars	
Eif2c1	Haghl	Ercc4	Ralbp1	
Med30	Fbxo17	Sox10	Llgl1	
Hspe1	Tor1aip2	Th1l	Hdac6	
Ccdc163	Trmt1	Chst12	Cux1	
Ptpn11	Zfp30	Plekha2	Mccc1	
Fmn2	1500012F01Rik	Zfp119a	Kcnmb2	
Anxa4	Lbp	Cox8b	Stfa2l1	
Nfxl1	Slc5a3	Dusp1	Apeh	
Plxnb2	Mbd2	Pacs2	Mrpl17	
Ets2	Rnf5	Rngtt	Nme5	
Cog4	Rps6ka1	Abl1	Rasa3	
Dand5	2810428I15Rik	Cbara1	Prdm8	
Sap130	Fbxo39	Gm606	Mzt2	
Ncbp2	Ccna1	Cog5	Pdia3	
Ppp1r14c	Gm1332	Med9	Cxcl12	
Bace2	Pcyt1b	Adra1a	Mast4	
Maf	2310015B20Rik	Ubl3	Umps	
Pi4k2a		Hist1h1c	Sema3e	
Zfhx4	Ifnar1		Lig3	
Kbtbd4	Vav3	Alg3	Atp13a1	
Uba52	F9	Gm5820	Rbmxrt	
Rufy1	Eif4g1	Grm1	Epb4.2	
Pdhb	Cdkal1	Phip	Glt6d1	
Cisd3	Arid1a	4933424B01Rik	Nlrp4g	
Plxna3		Tmem98	Tlr4	
Arid1b	Znhit1	Foxn3	2810453I06Rik	
Eif3i	Hydin	Sec14l1	Kcnab3	
Lgmn	Krtap20-2	Chac1	Pydc3	
Pin4	Ube2ql1		Rnf11	
Ppil2		Mcpt4	Ciapin1	
Klhdc10	Atrx	Tmem120b	Chsy1	
Stmn2	Timp3	Ndufa12	Spag4	
Gck	Etfa	Tnfrsf13c	Gm4963	
Top3a	Rnf111	Ficd	Tbx19	
Chka	Prmt8	Mrpl27	Kcna10	
Psmb1	Trpm3	Nme2	Uhrf1bp1	
Wfs1	Grm4	Fgd6	Fscn2	
Pgm1	Baiap2l1	Mobkl3	Dnajc1	
Gm4883	Rnf144b	Zfp473	Dmrta2	
Mypop	Trappc5	Vsig10	Gm4831	
Dnd1	4930524L23Rik	Gcsh	Polr3a	
Aff1	Tsen15	Carm1	Gnpda2	
Pigz	Ppapdc1b	AI464131	Eif4ebp3	
Umps	Mrpl18	Flcn	Acr	
Oxa1l	Cxadr	Osbpl2	Ifnb1	
Uckl1	Cadps2	Siva1	Anxa9	
Grip1	Lpar6	Krt9	Cdc34	
Atp2b1	Hdgfrp3	Ino80e	Prim2	
Atl2	Sec22b	Ybx1	Shank2	
	Srcin1	Ppp1r1a	Pgam5	
Spata7	Ina	Fam55c	Atpif1	
Ifitm2	AI854703	Kctd21	Tapbp	
Ulk3	Ptprt	Hnrnpa1	Eed	
Fuk	Dcaf5	Spnb1	Man2a1	
Caln1	Cyp2u1	Wdr63	Olfr1205	
Tesk1	Ube2j1	Stat5b		
Sirt4	Stx4a	Phf23	Trim11	
Map4k3	Iqcc	Rsf1	Il6	
Ankrd44	Phip	Hoxa7	Hcn3	
Ppfia3	Hsd3b2	Tmem126b	Sav1	
Wdr85	Maoa	Skil	Emx2	
Uros	Chsy1	Slc1a4	Ash2l	
Gpd1	Actr1a	1300010F03Rik	Fsip1	
Gm8580	Zfp958	Cox5b	1700019B03Rik	
Rbms1	Samd1	Tgm3	Carhsp1	
4930471M23Rik	Hist2h2ab	Lsm10		
Uqcrb	Esrp1	Egf		
Cd52	Nup153	Smndc1		
Nr3c1	Idua		Cyth4	
